DT,WEEK,CITY,SPOC,ORDERS_TOTAL,IGCC,inc_%
2025-12-27,52,Pune,WH,15589,22,0.14%
2025-12-27,52,Lucknow,CX,1073,1,0.09%
2025-12-27,52,Chandigarh,Sourcing,2614,4,0.15%
2025-12-27,52,Patiala,Pod,106,1,0.94%
2025-12-27,52,Meerut,CX,193,1,0.52%
2025-12-27,52,Central Goa,WH,3857,3,0.08%
2025-12-27,52,Agra,Pod,47,1,2.13%
2025-12-27,52,Tirupur,Sourcing,454,2,0.44%
2025-12-27,52,Lucknow,Pod,1073,8,0.75%
2025-12-27,52,Kolkata,WH,6237,3,0.05%
2025-12-27,52,Trichy,WH,983,1,0.10%
2025-12-27,52,Ahmedabad,Pod,3159,29,0.92%
2025-12-27,52,Jamshedpur,WH,195,1,0.51%
2025-12-27,52,Vijayawada,WH,2553,5,0.20%
2025-12-27,52,Coimbatore,Pod,3155,21,0.67%
2025-12-27,52,Kolkata,Sourcing,6237,16,0.26%
2025-12-27,52,Vijayawada,Sourcing,2553,5,0.20%
2025-12-27,52,Tirupati,Pod,1319,6,0.45%
2025-12-27,52,Warangal,Sourcing,695,2,0.29%
2025-12-27,52,Ahmedabad,Sourcing,3159,10,0.32%
2025-12-27,52,Patna,CX,655,1,0.15%
2025-12-27,52,Indore,Sourcing,1095,3,0.27%
2025-12-27,52,Kanpur,Sourcing,113,1,0.89%
2025-12-27,52,Guwahati,Pod,615,7,1.14%
2025-12-27,52,Chennai,Sourcing,20643,22,0.11%
2025-12-27,52,Indore,Pod,1095,4,0.37%
2025-12-27,52,Bhubaneswar,WH,2608,2,0.08%
2025-12-27,52,Nashik,WH,606,1,0.17%
2025-12-27,52,Thrissur,CX,2265,1,0.04%
2025-12-27,52,Chandigarh,WH,2614,3,0.11%
2025-12-27,52,Tirunelveli,Sourcing,490,1,0.20%
2025-12-27,52,Guwahati,CX,615,1,0.16%
2025-12-27,52,Karaikkudi,CX,184,1,0.54%
2025-12-27,52,Kolkata,CX,6237,6,0.10%
2025-12-27,52,Gwalior,CX,148,1,0.68%
2025-12-27,52,Faridabad,WH,726,1,0.14%
2025-12-27,52,Nashik,Sourcing,606,1,0.17%
2025-12-28,52,Chennai,CX,21751,45,0.21%
2025-12-28,52,Indore,WH,1275,1,0.08%
2025-12-28,52,Noida 1,CX,4621,2,0.04%
2025-12-28,52,Manipal,CX,709,2,0.28%
2025-12-28,52,Manipal,Sourcing,709,1,0.14%
2025-12-28,52,Shivamogga,Sourcing,290,1,0.34%
2025-12-28,52,Salem,Pod,848,2,0.24%
2025-12-28,52,Karaikkudi,CX,194,1,0.52%
2025-12-28,52,Patna,Pod,676,5,0.74%
2025-12-28,52,Alappuzha,Pod,414,1,0.24%
2025-12-28,52,Ahmedabad,Pod,3471,29,0.84%
2025-12-28,52,Kolkata,Pod,6491,23,0.35%
2025-12-28,52,Tirunelveli,CX,547,1,0.18%
2025-12-28,52,Surat,Sourcing,1109,1,0.09%
2025-12-28,52,Lucknow,Pod,1157,5,0.43%
2025-12-28,52,Bangalore,CX,50542,78,0.15%
2025-12-28,52,Pune,Sourcing,16135,35,0.22%
2025-12-28,52,Vijayawada,Pod,3251,17,0.52%
2025-12-28,52,Varanasi,WH,974,1,0.10%
2025-12-28,52,Karaikkudi,Pod,194,1,0.52%
2025-12-28,52,Udaipur,Sourcing,348,1,0.29%
2025-12-28,52,Delhi,CX,11644,30,0.26%
2025-12-28,52,Noida,CX,1914,3,0.16%
2025-12-28,52,Kolkata,Sourcing,6491,12,0.18%
2025-12-28,52,Mumbai,WH,31840,48,0.15%
2025-12-28,52,Coimbatore,Pod,3473,12,0.35%
2025-12-28,52,Dibrugarh,CX,191,1,0.52%
2025-12-28,52,Nagercoil,Sourcing,330,1,0.30%
2025-12-28,52,Central Goa,WH,3864,1,0.03%
2025-12-28,52,Rohtak,Pod,143,4,2.80%
2025-12-28,52,Gurgaon,Pod,7350,26,0.35%
2025-12-28,52,Siliguri,WH,230,1,0.43%
2025-12-28,52,Mumbai,Pod,31840,131,0.41%
2025-12-28,52,Rudrapur,Pod,43,2,4.65%
2025-12-28,52,Ahmedabad,CX,3471,7,0.20%
2025-12-28,52,Silchar,Pod,106,1,0.94%
2025-12-28,52,Mysore,Pod,2251,4,0.18%
2025-12-28,52,Madurai,Pod,1079,3,0.28%
2025-12-28,52,Rajkot,CX,380,1,0.26%
2025-12-28,52,Faridabad,Pod,815,4,0.49%
2025-12-28,52,Jamshedpur,Pod,159,1,0.63%
2025-12-28,52,Aurangabad,Sourcing,201,1,0.50%
2025-12-28,52,Mumbai,Sourcing,31840,98,0.31%
2025-12-28,52,Vizag,Pod,2425,7,0.29%
2025-12-28,52,Vijayawada,WH,3251,10,0.31%
2025-12-28,52,Nagpur,Pod,799,6,0.75%
2025-12-28,52,Patiala,Sourcing,137,1,0.73%
2025-12-28,52,Muzaffarpur,Pod,56,1,1.79%
2025-12-28,52,Udaipur,WH,348,1,0.29%
2025-12-28,52,Kannur,Pod,159,1,0.63%
2025-12-28,52,Nashik,WH,668,1,0.15%
2025-12-28,52,Faridabad,CX,815,3,0.37%
2025-12-28,52,Kochi,CX,8708,10,0.11%
2025-12-28,52,Cuttack,CX,231,2,0.87%
2025-12-28,52,Vizag,CX,2425,2,0.08%
2025-12-28,52,Gwalior,Pod,143,1,0.70%
2025-12-28,52,Warangal,Sourcing,794,1,0.13%
2025-12-28,52,Vizag,Sourcing,2425,5,0.21%
2025-12-28,52,Thiruvananthapuram,Sourcing,4907,13,0.26%
2025-12-28,52,Gurgaon,CX,7350,12,0.16%
2025-12-28,52,Vapi,CX,269,1,0.37%
2025-12-28,52,Noida,Sourcing,1914,4,0.21%
2025-12-28,52,Jamshedpur,Sourcing,159,1,0.63%
2025-12-28,52,Pune,CX,16135,50,0.31%
2025-12-28,52,Kolkata,,6491,2,0.03%
2025-12-28,52,Jaipur,Sourcing,1516,2,0.13%
2025-12-28,52,Kochi,WH,8708,5,0.06%
2025-12-28,52,Hyderabad,CX,29254,52,0.18%
2025-12-28,52,Meerut,Pod,219,1,0.46%
2025-12-28,52,Sri Ganganagar,Sourcing,81,1,1.23%
2025-12-28,52,Mumbai,CX,31840,45,0.14%
2025-12-28,52,Salem,Sourcing,848,2,0.24%
2025-12-28,52,Kochi,Pod,8708,28,0.32%
2025-12-28,52,Chennai,Pod,21751,126,0.58%
2025-12-28,52,Trichy,Pod,1088,6,0.55%
2025-12-28,52,Patna,CX,676,2,0.30%
2025-12-28,52,Gwalior,Sourcing,143,1,0.70%
2025-12-28,52,Delhi,Pod,11644,43,0.37%
2025-12-28,52,Patna,Sourcing,676,1,0.15%
2025-12-28,52,Noida 1,WH,4621,6,0.13%
2025-12-28,52,Kanchipuram,CX,264,1,0.38%
2025-12-28,52,Guwahati,Pod,652,9,1.38%
2025-12-28,52,Nellore,Pod,627,4,0.64%
2025-12-28,52,Dehradun,CX,647,4,0.62%
2025-12-28,52,Guntur,CX,1243,3,0.24%
2025-12-28,52,Lucknow,CX,1157,1,0.09%
2025-12-28,52,Vizianagaram,Sourcing,93,1,1.08%
2025-12-28,52,Rajahmundry,Pod,377,1,0.27%
2025-12-28,52,Central Goa,CX,3864,1,0.03%
2025-12-28,52,Dibrugarh,Pod,191,5,2.62%
2025-12-28,52,Nellore,Sourcing,627,1,0.16%
2025-12-28,52,Kozhikode,CX,1648,1,0.06%
2025-12-28,52,Aligarh,CX,146,1,0.68%
2025-12-28,52,Bikaner,Pod,56,2,3.57%
2025-12-28,52,Vellore,WH,467,1,0.21%
2025-12-28,52,Varanasi,Pod,974,6,0.62%
2025-12-28,52,Vadodara,Pod,974,6,0.62%
2025-12-28,52,Pune,Pod,16135,95,0.59%
2025-12-28,52,Anantapur,Pod,435,1,0.23%
2025-12-28,52,Chandigarh,Pod,2896,18,0.62%
2025-12-28,52,Ahmedabad,Sourcing,3471,6,0.17%
2025-12-28,52,Jabalpur,Pod,162,1,0.62%
2025-12-28,52,Ranchi,Sourcing,304,1,0.33%
2025-12-28,52,Surat,WH,1109,1,0.09%
2025-12-28,52,Noida 1,Pod,4621,31,0.67%
2025-12-28,52,Thiruvananthapuram,WH,4907,5,0.10%
2025-12-28,52,Patna,WH,676,1,0.15%
2025-12-28,52,Thrissur,Pod,2547,1,0.04%
2025-12-28,52,Bareilly,Sourcing,73,1,1.37%
2025-12-28,52,Jhansi,Sourcing,42,1,2.38%
2025-12-28,52,Kurnool,Sourcing,591,1,0.17%
2025-12-28,52,Karur,WH,255,1,0.39%
2025-12-28,52,Thanjavur,CX,510,2,0.39%
2025-12-28,52,Mysore,Sourcing,2251,5,0.22%
2025-12-28,52,Chandigarh,Sourcing,2896,4,0.14%
2025-12-28,52,Hyderabad,Sourcing,29254,27,0.09%
2025-12-28,52,Kanpur,Pod,137,1,0.73%
2025-12-28,52,Varanasi,Sourcing,974,2,0.21%
2025-12-28,52,Coimbatore,WH,3473,2,0.06%
2025-12-28,52,Kozhikode,Pod,1648,2,0.12%
2025-12-28,52,Rajkot,Pod,380,6,1.58%
2025-12-28,52,Chandigarh,WH,2896,2,0.07%
2025-12-28,52,Chennai,WH,21751,23,0.11%
2025-12-28,52,Coimbatore,CX,3473,7,0.20%
2025-12-28,52,Panipat,Pod,166,1,0.60%
2025-12-28,52,Madurai,CX,1079,7,0.65%
2025-12-28,52,Siliguri,Pod,230,1,0.43%
2025-12-28,52,Guwahati,Sourcing,652,2,0.31%
2025-12-28,52,Bhilai,Sourcing,38,1,2.63%
2025-12-28,52,Jaipur,Pod,1516,9,0.59%
2025-12-28,52,Kakinada,Pod,435,2,0.46%
2025-12-28,52,Thoothukudi,CX,426,1,0.23%
2025-12-28,52,Tirupur,Sourcing,505,7,1.39%
2025-12-28,52,Bhopal,Sourcing,702,1,0.14%
2025-12-28,52,Thrissur,CX,2547,2,0.08%
2025-12-28,52,Jaipur,CX,1516,2,0.13%
2025-12-28,52,Gorakhpur,Pod,98,1,1.02%
2025-12-28,52,Gurgaon,Sourcing,7350,18,0.24%
2025-12-28,52,Guntur,Pod,1243,5,0.40%
2025-12-28,52,Mangaluru,Pod,2109,7,0.33%
2025-12-28,52,Ludhiana,Sourcing,372,2,0.54%
2025-12-28,52,Manipal,WH,709,1,0.14%
2025-12-28,52,Karnal,Pod,44,1,2.27%
2025-12-28,52,Vadodara,Sourcing,974,2,0.21%
2025-12-28,52,Ahmedabad,WH,3471,2,0.06%
2025-12-28,52,Bhopal,CX,702,1,0.14%
2025-12-28,52,Bangalore,Sourcing,50542,162,0.32%
2025-12-28,52,Vizag,WH,2425,3,0.12%
2025-12-28,52,Vadodara,CX,974,1,0.10%
2025-12-28,52,Khammam,CX,614,1,0.16%
2025-12-28,52,Kurnool,CX,591,3,0.51%
2025-12-28,52,Nashik,Pod,668,2,0.30%
2025-12-28,52,Tumakuru,Sourcing,247,1,0.40%
2025-12-28,52,Dehradun,Sourcing,647,1,0.15%
2025-12-28,52,Tirupati,CX,1504,2,0.13%
2025-12-28,52,Warangal,Pod,794,7,0.88%
2025-12-28,52,Thoothukudi,WH,426,2,0.47%
2025-12-28,52,Thanjavur,Sourcing,510,2,0.39%
2025-12-28,52,Tirupati,Pod,1504,10,0.66%
2025-12-28,52,Central Goa,Pod,3864,17,0.44%
2025-12-28,52,Indore,Sourcing,1275,4,0.31%
2025-12-28,52,Tirupur,CX,505,3,0.59%
2025-12-28,52,Chandigarh,CX,2896,6,0.21%
2025-12-28,52,Hyderabad,WH,29254,25,0.09%
2025-12-28,52,Kochi,Sourcing,8708,12,0.14%
2025-12-28,52,Dehradun,Pod,647,4,0.62%
2025-12-28,52,Warangal,WH,794,3,0.38%
2025-12-28,52,Amritsar,CX,160,1,0.63%
2025-12-28,52,Noida,Pod,1914,15,0.78%
2025-12-28,52,Nellore,,627,1,0.16%
2025-12-28,52,Jaipur,WH,1516,3,0.20%
2025-12-28,52,Davanagere,Pod,106,1,0.94%
2025-12-28,52,Manipal,Pod,709,2,0.28%
2025-12-28,52,Bhubaneswar,Sourcing,2616,8,0.31%
2025-12-28,52,Tirunelveli,Sourcing,547,1,0.18%
2025-12-28,52,Guwahati,CX,652,1,0.15%
2025-12-28,52,Mysore,CX,2251,2,0.09%
2025-12-28,52,Rohtak,CX,143,3,2.10%
2025-12-28,52,Tirupati,WH,1504,1,0.07%
2025-12-28,52,Tirunelveli,WH,547,2,0.37%
2025-12-28,52,Warangal,CX,794,2,0.25%
2025-12-28,52,Noida 1,Sourcing,4621,19,0.41%
2025-12-28,52,Hubli,Pod,235,2,0.85%
2025-12-28,52,Aligarh,Pod,146,2,1.37%
2025-12-28,52,Rohtak,Sourcing,143,1,0.70%
2025-12-28,52,Ajmer,CX,62,1,1.61%
2025-12-28,52,Bangalore,Pod,50542,211,0.42%
2025-12-28,52,Jodhpur,Pod,89,1,1.12%
2025-12-28,52,Kolkata,WH,6491,5,0.08%
2025-12-28,52,Thiruvananthapuram,CX,4907,2,0.04%
2025-12-28,52,Thrissur,Sourcing,2547,2,0.08%
2025-12-28,52,Faridabad,WH,815,1,0.12%
2025-12-28,52,Vizianagaram,WH,93,1,1.08%
2025-12-28,52,Ranchi,Pod,304,3,0.99%
2025-12-28,52,Central Goa,Sourcing,3864,5,0.13%
2025-12-28,52,Trichy,Sourcing,1088,4,0.37%
2025-12-28,52,Vellore,Sourcing,467,2,0.43%
2025-12-28,52,Pondicherry,Pod,1103,2,0.18%
2025-12-28,52,Thoothukudi,Sourcing,426,1,0.23%
2025-12-28,52,Chennai,Sourcing,21751,40,0.18%
2025-12-28,52,Pune,WH,16135,20,0.12%
2025-12-28,52,Tirunelveli,Pod,547,2,0.37%
2025-12-28,52,Guntur,Sourcing,1243,1,0.08%
2025-12-28,52,Jabalpur,CX,162,2,1.23%
2025-12-28,52,Lucknow,Sourcing,1157,3,0.26%
2025-12-28,52,Ambala,CX,94,1,1.06%
2025-12-28,52,Thiruvallur,CX,186,2,1.08%
2025-12-28,52,Lonavla,Pod,63,1,1.59%
2025-12-28,52,Noida,WH,1914,2,0.10%
2025-12-28,52,Ludhiana,Pod,372,2,0.54%
2025-12-28,52,Belgaum,Pod,320,2,0.63%
2025-12-28,52,Surat,Pod,1109,7,0.63%
2025-12-28,52,Thiruvananthapuram,Pod,4907,29,0.59%
2025-12-28,52,Vijayawada,CX,3251,13,0.40%
2025-12-28,52,Nashik,Sourcing,668,3,0.45%
2025-12-28,52,Indore,Pod,1275,10,0.78%
2025-12-28,52,Delhi,WH,11644,24,0.21%
2025-12-28,52,Amravati,WH,72,1,1.39%
2025-12-28,52,Shivamogga,Pod,290,3,1.03%
2025-12-28,52,Kota,WH,227,1,0.44%
2025-12-28,52,Bhubaneswar,Pod,2616,10,0.38%
2025-12-28,52,Delhi,Sourcing,11644,41,0.35%
2025-12-28,52,Hyderabad,Pod,29254,157,0.54%
2025-12-28,52,Patiala,Pod,137,1,0.73%
2025-12-28,52,Kurnool,Pod,591,7,1.18%
2025-12-28,52,Karnal,CX,44,2,4.55%
2025-12-28,52,Guntur,WH,1243,1,0.08%
2025-12-28,52,Hubli,Sourcing,235,1,0.43%
2025-12-28,52,Tirupati,Sourcing,1504,6,0.40%
2025-12-28,52,Bhopal,Pod,702,3,0.43%
2025-12-28,52,Bhubaneswar,CX,2616,5,0.19%
2025-12-28,52,Vapi,WH,269,4,1.49%
2025-12-28,52,Mangaluru,Sourcing,2109,6,0.28%
2025-12-28,52,Gurgaon,WH,7350,10,0.14%
2025-12-28,52,Kozhikode,WH,1648,1,0.06%
2025-12-28,52,Jamshedpur,CX,159,3,1.89%
2025-12-28,52,Ambala,Pod,94,2,2.13%
2025-12-28,52,Khammam,Pod,614,6,0.98%
2025-12-28,52,Karur,Sourcing,255,1,0.39%
2025-12-28,52,Ujjain,Sourcing,131,1,0.76%
2025-12-28,52,Coimbatore,Sourcing,3473,4,0.12%
2025-12-28,52,Surat,CX,1109,1,0.09%
2025-12-28,52,Nagpur,CX,799,1,0.13%
2025-12-28,52,Bathinda,Pod,64,1,1.56%
2025-12-28,52,Vijayawada,Sourcing,3251,7,0.22%
2025-12-28,52,Kolkata,CX,6491,2,0.03%
2025-12-28,52,Mangaluru,CX,2109,3,0.14%
2025-12-28,52,Tirupur,Pod,505,3,0.59%
2025-12-28,52,Indore,CX,1275,7,0.55%
2025-12-28,52,Thanjavur,Pod,510,2,0.39%
2025-12-28,52,Bangalore,WH,50542,53,0.10%
2025-12-28,52,Raipur,Pod,206,4,1.94%
2025-12-29,1,Hyderabad,Pod,28329,120,0.42%
2025-12-29,1,Gurgaon,WH,6273,8,0.13%
2025-12-29,1,Gurgaon,Pod,6273,37,0.59%
2025-12-29,1,Kozhikode,Pod,1541,5,0.32%
2025-12-29,1,Cuttack,WH,242,1,0.41%
2025-12-29,1,Lucknow,WH,1075,1,0.09%
2025-12-29,1,Nagpur,CX,753,3,0.40%
2025-12-29,1,Vapi,Pod,259,1,0.39%
2025-12-29,1,Shivamogga,Pod,282,2,0.71%
2025-12-29,1,Tumakuru,CX,234,1,0.43%
2025-12-29,1,Mangaluru,Sourcing,2025,5,0.25%
2025-12-29,1,Bhubaneswar,Sourcing,2713,4,0.15%
2025-12-29,1,Indore,Pod,1191,5,0.42%
2025-12-29,1,Tirunelveli,Sourcing,430,1,0.23%
2025-12-29,1,Rohtak,Pod,113,2,1.77%
2025-12-29,1,Mumbai,Pod,28329,125,0.44%
2025-12-29,1,Varanasi,Pod,918,6,0.65%
2025-12-29,1,Jamshedpur,CX,190,1,0.53%
2025-12-29,1,Guwahati,CX,586,1,0.17%
2025-12-29,1,Guwahati,Pod,586,4,0.68%
2025-12-29,1,Delhi,Sourcing,10454,32,0.31%
2025-12-29,1,Bathinda,Pod,60,1,1.67%
2025-12-29,1,Gurgaon,Sourcing,6273,18,0.29%
2025-12-29,1,Patna,Sourcing,650,4,0.62%
2025-12-29,1,Delhi,CX,10454,9,0.09%
2025-12-29,1,Jaipur,CX,1520,6,0.39%
2025-12-29,1,Noida,CX,1501,3,0.20%
2025-12-29,1,Khammam,Sourcing,535,1,0.19%
2025-12-29,1,Noida,Pod,1501,4,0.27%
2025-12-29,1,Pondicherry,Pod,1087,6,0.55%
2025-12-29,1,Kolkata,Pod,6155,22,0.36%
2025-12-29,1,Ranchi,Sourcing,305,3,0.98%
2025-12-29,1,Vizianagaram,Sourcing,56,1,1.79%
2025-12-29,1,Tumakuru,Pod,234,1,0.43%
2025-12-29,1,Vizag,Sourcing,1664,8,0.48%
2025-12-29,1,Thiruvallur,Sourcing,189,1,0.53%
2025-12-29,1,Jodhpur,Sourcing,77,1,1.30%
2025-12-29,1,Bhopal,Pod,523,1,0.19%
2025-12-29,1,Karur,Pod,227,1,0.44%
2025-12-29,1,Varanasi,CX,918,2,0.22%
2025-12-29,1,Patiala,Pod,125,1,0.80%
2025-12-29,1,Hyderabad,CX,28329,55,0.19%
2025-12-29,1,Hyderabad,Sourcing,28329,68,0.24%
2025-12-29,1,Ambala,WH,76,1,1.32%
2025-12-29,1,Jamshedpur,Pod,190,2,1.05%
2025-12-29,1,Raipur,Pod,180,1,0.56%
2025-12-29,1,Ahmedabad,CX,3441,8,0.23%
2025-12-29,1,Madurai,Pod,911,6,0.66%
2025-12-29,1,Chandigarh,CX,2907,4,0.14%
2025-12-29,1,Ongole,CX,37,2,5.41%
2025-12-29,1,Kakinada,Pod,343,4,1.17%
2025-12-29,1,Thiruvananthapuram,Pod,4661,15,0.32%
2025-12-29,1,Kozhikode,Sourcing,1541,9,0.58%
2025-12-29,1,Vizianagaram,CX,56,1,1.79%
2025-12-29,1,Lucknow,CX,1075,4,0.37%
2025-12-29,1,Kurnool,Sourcing,528,1,0.19%
2025-12-29,1,Tirupati,Pod,1362,6,0.44%
2025-12-29,1,Nellore,Pod,592,3,0.51%
2025-12-29,1,Raipur,Sourcing,180,1,0.56%
2025-12-29,1,Indore,CX,1191,3,0.25%
2025-12-29,1,Coimbatore,Sourcing,3298,11,0.33%
2025-12-29,1,Mumbai,WH,28329,30,0.11%
2025-12-29,1,Nagercoil,CX,303,1,0.33%
2025-12-29,1,Ludhiana,CX,325,1,0.31%
2025-12-29,1,Rajkot,Sourcing,315,1,0.32%
2025-12-29,1,Salem,WH,729,1,0.14%
2025-12-29,1,Shivamogga,CX,282,1,0.35%
2025-12-29,1,Kakinada,CX,343,1,0.29%
2025-12-29,1,Dehradun,WH,605,1,0.17%
2025-12-29,1,Bangalore,CX,54368,123,0.23%
2025-12-29,1,Chandigarh,Pod,2907,13,0.45%
2025-12-29,1,Pondicherry,WH,1087,2,0.18%
2025-12-29,1,Nashik,Sourcing,676,2,0.30%
2025-12-29,1,Coimbatore,WH,3298,4,0.12%
2025-12-29,1,Vadodara,Sourcing,992,4,0.40%
2025-12-29,1,Trichy,WH,930,1,0.11%
2025-12-29,1,Rajahmundry,Pod,294,1,0.34%
2025-12-29,1,Surat,CX,1118,5,0.45%
2025-12-29,1,Thrissur,CX,2421,2,0.08%
2025-12-29,1,Noida 1,Sourcing,4034,13,0.32%
2025-12-29,1,Mysore,Pod,2103,2,0.10%
2025-12-29,1,Manipal,Pod,754,2,0.27%
2025-12-29,1,Vadodara,CX,992,2,0.20%
2025-12-29,1,Chennai,WH,20849,18,0.09%
2025-12-29,1,Vijayawada,Pod,2594,4,0.15%
2025-12-29,1,Trichy,Sourcing,930,1,0.11%
2025-12-29,1,Siliguri,Pod,257,4,1.56%
2025-12-29,1,Delhi,Pod,10454,64,0.61%
2025-12-29,1,Karimnagar,CX,336,1,0.30%
2025-12-29,1,Vadodara,WH,992,2,0.20%
2025-12-29,1,Dehradun,Pod,605,3,0.50%
2025-12-29,1,Thoothukudi,Sourcing,414,1,0.24%
2025-12-29,1,Aligarh,Pod,182,2,1.10%
2025-12-29,1,Davanagere,Sourcing,108,1,0.93%
2025-12-29,1,Manipal,CX,754,4,0.53%
2025-12-29,1,Latur,Pod,39,1,2.56%
2025-12-29,1,Thanjavur,Pod,483,2,0.41%
2025-12-29,1,Madurai,WH,911,1,0.11%
2025-12-29,1,Patiala,WH,125,1,0.80%
2025-12-29,1,Gorakhpur,Pod,103,1,0.97%
2025-12-29,1,Delhi,WH,10454,15,0.14%
2025-12-29,1,Noida 1,CX,4034,10,0.25%
2025-12-29,1,Thrissur,Pod,2421,2,0.08%
2025-12-29,1,Vizag,CX,1664,2,0.12%
2025-12-29,1,Thiruvalla,Sourcing,346,1,0.29%
2025-12-29,1,Jaipur,Pod,1520,10,0.66%
2025-12-29,1,Jaipur,Sourcing,1520,6,0.39%
2025-12-29,1,Tirupur,Sourcing,485,1,0.21%
2025-12-29,1,Belgaum,WH,270,1,0.37%
2025-12-29,1,Kozhikode,WH,1541,1,0.06%
2025-12-29,1,Chandigarh,WH,2907,2,0.07%
2025-12-29,1,Guntur,WH,1021,3,0.29%
2025-12-29,1,Kakinada,WH,343,2,0.58%
2025-12-29,1,Thrissur,Sourcing,2421,4,0.17%
2025-12-29,1,Guntur,Pod,1021,8,0.78%
2025-12-29,1,Vapi,WH,259,1,0.39%
2025-12-29,1,Faridabad,Pod,734,5,0.68%
2025-12-29,1,Vellore,WH,492,1,0.20%
2025-12-29,1,Central Goa,Pod,4041,10,0.25%
2025-12-29,1,Siliguri,Sourcing,257,2,0.78%
2025-12-29,1,Noida,Sourcing,1501,6,0.40%
2025-12-29,1,Coimbatore,Pod,3298,11,0.33%
2025-12-29,1,Vellore,CX,492,1,0.20%
2025-12-29,1,Guwahati,Sourcing,586,2,0.34%
2025-12-29,1,Coimbatore,CX,3298,3,0.09%
2025-12-29,1,Dehradun,CX,605,2,0.33%
2025-12-29,1,Tirunelveli,CX,430,3,0.70%
2025-12-29,1,Tirupati,WH,1362,1,0.07%
2025-12-29,1,Kurnool,Pod,528,1,0.19%
2025-12-29,1,Bangalore,Sourcing,54368,153,0.28%
2025-12-29,1,Mangaluru,Pod,2025,6,0.30%
2025-12-29,1,Bathinda,Sourcing,60,2,3.33%
2025-12-29,1,Khammam,Pod,535,1,0.19%
2025-12-29,1,Karimnagar,Pod,336,2,0.60%
2025-12-29,1,Mangaluru,CX,2025,1,0.05%
2025-12-29,1,Ahmedabad,WH,3441,4,0.12%
2025-12-29,1,Nagpur,Pod,753,5,0.66%
2025-12-29,1,Chennai,Pod,20849,101,0.48%
2025-12-29,1,Noida 1,Pod,4034,20,0.50%
2025-12-29,1,Rajkot,Pod,315,6,1.90%
2025-12-29,1,Moradabad,Pod,87,1,1.15%
2025-12-29,1,Faridabad,Sourcing,734,4,0.55%
2025-12-29,1,Warangal,Pod,753,5,0.66%
2025-12-29,1,Kolkata,CX,6155,7,0.11%
2025-12-29,1,Varanasi,Sourcing,918,5,0.54%
2025-12-29,1,Bhubaneswar,CX,2713,1,0.04%
2025-12-29,1,Thoothukudi,Pod,414,1,0.24%
2025-12-29,1,Udaipur,Pod,316,2,0.63%
2025-12-29,1,Kota,Pod,228,1,0.44%
2025-12-29,1,Lucknow,Sourcing,1075,3,0.28%
2025-12-29,1,Vizag,Pod,1664,6,0.36%
2025-12-29,1,Muzaffarpur,Pod,55,1,1.82%
2025-12-29,1,Faridabad,WH,734,2,0.27%
2025-12-29,1,Lucknow,Pod,1075,4,0.37%
2025-12-29,1,Pondicherry,Sourcing,1087,4,0.37%
2025-12-29,1,Ahmedabad,Sourcing,3441,14,0.41%
2025-12-29,1,Vadodara,Pod,992,7,0.71%
2025-12-29,1,Vellore,Pod,492,2,0.41%
2025-12-29,1,Surat,Sourcing,1118,5,0.45%
2025-12-29,1,Tirupati,Sourcing,1362,2,0.15%
2025-12-29,1,Muzaffarpur,CX,55,1,1.82%
2025-12-29,1,Chandigarh,Sourcing,2907,6,0.21%
2025-12-29,1,Meerut,Sourcing,184,1,0.54%
2025-12-29,1,Ludhiana,Pod,325,1,0.31%
2025-12-29,1,Madurai,Sourcing,911,1,0.11%
2025-12-29,1,Kochi,CX,8652,19,0.22%
2025-12-29,1,Kochi,Pod,8652,14,0.16%
2025-12-29,1,Rudrapur,Sourcing,31,1,3.23%
2025-12-29,1,Kota,Sourcing,228,1,0.44%
2025-12-29,1,Rajkot,CX,315,1,0.32%
2025-12-29,1,Vizag,WH,1664,1,0.06%
2025-12-29,1,Kochi,WH,8652,4,0.05%
2025-12-29,1,Guntur,Sourcing,1021,3,0.29%
2025-12-29,1,Gurgaon,CX,6273,10,0.16%
2025-12-29,1,Nashik,CX,676,4,0.59%
2025-12-29,1,Amritsar,Sourcing,137,1,0.73%
2025-12-29,1,Indore,Sourcing,1191,4,0.34%
2025-12-29,1,Sri Ganganagar,Pod,99,1,1.01%
2025-12-29,1,Thiruvananthapuram,CX,4661,8,0.17%
2025-12-29,1,Kolkata,Sourcing,6155,5,0.08%
2025-12-29,1,Karaikkudi,Sourcing,205,1,0.49%
2025-12-29,1,Trichy,Pod,930,1,0.11%
2025-12-29,1,Vijayawada,CX,2594,2,0.08%
2025-12-29,1,Mysore,Sourcing,2103,2,0.10%
2025-12-29,1,Mangaluru,WH,2025,2,0.10%
2025-12-29,1,Bangalore,WH,54368,45,0.08%
2025-12-29,1,Pune,CX,15399,17,0.11%
2025-12-29,1,Nellore,Sourcing,592,1,0.17%
2025-12-29,1,Thiruvananthapuram,WH,4661,3,0.06%
2025-12-29,1,Kanpur,Sourcing,102,1,0.98%
2025-12-29,1,Bhubaneswar,Pod,2713,6,0.22%
2025-12-29,1,Hyderabad,WH,28329,24,0.08%
2025-12-29,1,Vijayawada,WH,2594,7,0.27%
2025-12-29,1,Belgaum,Pod,270,2,0.74%
2025-12-29,1,Ongole,Pod,37,1,2.70%
2025-12-29,1,Chennai,CX,20849,33,0.16%
2025-12-29,1,Tumakuru,Sourcing,234,1,0.43%
