DT,WEEK,MT,CITY,STORE_ID,SPOC,ORDERS_TOTAL,IGCC,inc_%
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Noida,1403517,Sourcing,202,1,0.005
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Noida,1403517,CX,202,1,0.005
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Mumbai,1402459,Sourcing,522,1,0.0019
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Mumbai,1402459,CX,522,1,0.0019
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kolkata,1400551,Pod,294,2,0.0068
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kolkata,1400551,Pod,294,1,0.0034
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kolkata,1400551,Pod,294,1,0.0034
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kolkata,1400551,Pod,294,1,0.0034
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Chennai,1386265,Sourcing,381,1,0.0026
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Chennai,1386265,Pod,381,1,0.0026
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Chennai,1386265,Pod,381,1,0.0026
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Chennai,1386265,CX,381,1,0.0026
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Chennai,1386265,Sourcing,381,1,0.0026
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kochi,1402804,Pod,575,1,0.0017
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kochi,1402804,Pod,575,1,0.0017
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kochi,1402804,Pod,575,1,0.0017
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kochi,1402804,Sourcing,575,2,0.0035
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Kochi,1402804,CX,575,1,0.0017
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Bangalore,1399355,Sourcing,493,1,0.002
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Bangalore,1399355,CX,493,1,0.002
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Bangalore,1399355,CX,493,1,0.002
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Bangalore,1399355,CX,493,1,0.002
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Bangalore,1399355,CX,493,1,0.002
Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),33,Aug'26,Bangalore,1399355,CX,493,1,0.002
