WEEK,CITY,ITEM_CODE_NEW,ITEM_NAME,Basic Reason for IGCC,SPOC,IGCC,ORDERS,inc_%
9,Chennai,20422,Daily Apple,Customer perception / Wrong claim,CX,2,1256,0.0016
9,Chennai,20422,Daily Apple,External Damage/Bruises,Pod,3,1256,0.0024
9,Bangalore,45306,Daily Pomegranate,Shrivelled / Dry,WH,1,1695,0.0006
9,Bangalore,45306,Daily Pomegranate,Incorrect size (sourcing issue),DP,1,1695,0.0006
9,Bangalore,45306,Daily Pomegranate,Raw,DP,4,1695,0.0024
9,Bangalore,45306,Daily Pomegranate,External Rotten/ Fungal,Pod,2,1695,0.0012
9,Bangalore,45306,Daily Pomegranate,Internal Rotten,Sourcing,2,1695,0.0012
9,Bangalore,45306,Daily Pomegranate,Customer perception / Wrong claim,CX,4,1695,0.0024
9,Bangalore,45306,Daily Pomegranate,External Damage/Bruises,Pod,5,1695,0.003
9,Hyderabad,3797,Red & Yellow Bell Peppers,External Damage/Bruises,Pod,3,501,0.006
9,Hyderabad,3797,Red & Yellow Bell Peppers,Customer perception / Wrong claim,CX,1,501,0.002
9,Warangal,12669,Mulberry Mahabaleshwar,External Damage/Bruises,Pod,1,12,0.0833
9,Warangal,12669,Mulberry Mahabaleshwar,External Rotten/ Fungal,Pod,1,12,0.0833
9,Ahmedabad,8689,Hybrid Tomato,External Rotten/ Fungal,Pod,1,335,0.003
9,Ahmedabad,8689,Hybrid Tomato,Customer perception / Wrong claim,CX,1,335,0.003
9,Ahmedabad,8689,Hybrid Tomato,External Damage/Bruises,Pod,2,335,0.006
9,Vizag,2613,Strawberry Mahabaleshwar,External Rotten/ Fungal,Pod,2,66,0.0303
9,Vizag,2613,Strawberry Mahabaleshwar,Customer perception / Wrong claim,CX,1,66,0.0152
9,Vizag,2613,Strawberry Mahabaleshwar,External Damage/Bruises,Pod,3,66,0.0455
9,Mumbai,1013,Beetroot,Shrivelled / Dry,WH,1,1663,0.0006
9,Salem,8689,Hybrid Tomato,External Damage/Bruises,Pod,1,41,0.0244
9,Hyderabad,14877,Small Cauliflower,Customer perception / Wrong claim,CX,1,770,0.0013
9,Hyderabad,1013,Beetroot,External Damage/Bruises,Pod,2,1724,0.0012
9,Hyderabad,1013,Beetroot,Customer perception / Wrong claim,CX,1,1724,0.0006
9,Pune,3056,Red Carrot,Customer perception / Wrong claim,CX,2,1363,0.0015
9,Pune,3056,Red Carrot,Shrivelled / Dry,WH,2,1363,0.0015
9,Pune,3056,Red Carrot,External Damage/Bruises,Pod,5,1363,0.0037
9,Delhi,11557,Pluckk Pineapple Cuts,Customer perception / Wrong claim,CX,1,22,0.0455
9,Delhi,3508,Kiran Watermelon,External Damage/Bruises,Pod,1,45,0.0222
9,Chandigarh,1115,Chikoo - Sapota,Customer perception / Wrong claim,CX,1,17,0.0588
9,Ahmedabad,11565,Baby Banana,Raw,DP,1,415,0.0024
9,Ahmedabad,11565,Baby Banana,Customer perception / Wrong claim,CX,1,415,0.0024
9,Ahmedabad,11565,Baby Banana,External Damage/Bruises,Pod,2,415,0.0048
9,Faridabad,2613,Strawberry Mahabaleshwar,External Rotten/ Fungal,Pod,1,18,0.0556
9,Mumbai,2609,Cowpea Beans,External Damage/Bruises,Pod,2,150,0.0133
9,Mumbai,18885,Imported Jumbo Blueberry (From Peru),External Damage/Bruises,Pod,2,79,0.0253
9,Noida 1,4325,Crunchy Shimla Apple,Internal Rotten,Sourcing,1,33,0.0303
9,Sri Ganganagar,90321,Nagpur orange,External Damage/Bruises,Pod,1,32,0.0313
9,Bangalore,96341,Pluckk Cold-Pressed Sugarcane Juice | No Added Sugar | No Preservatives | No Concentrates,External Damage/Bruises,Pod,1,12,0.0833
9,Nellore,369634,Yellow Bell Pepper,External Damage/Bruises,Pod,1,3,0.3333
9,Kanpur,1108,Potato,External Damage/Bruises,Pod,1,13,0.0769
9,Manipal,1131,Kiran Watermelon,Customer perception / Wrong claim,CX,1,37,0.027
9,Manipal,1131,Kiran Watermelon,Raw,DP,1,37,0.027
9,Ranchi,1007,Yelakki Banana,External Damage/Bruises,Pod,1,39,0.0256
9,Central Goa,2613,Strawberry Mahabaleshwar,External Rotten/ Fungal,Pod,1,130,0.0077
9,Delhi,255541,Unripe Imported Avocado,Internal Rotten,Sourcing,1,4,0.25
9,Kochi,11565,Baby Banana,External Damage/Bruises,Pod,1,138,0.0072
9,Warangal,15352,Local Beans (Averekai),External Damage/Bruises,Pod,1,19,0.0526
9,Warangal,15352,Local Beans (Averekai),Customer perception / Wrong claim,CX,1,19,0.0526
9,Thrissur,1005,Robusta Banana,External Damage/Bruises,Pod,1,212,0.0047
9,Bhopal,1096,Muskmelon,Customer perception / Wrong claim,CX,1,8,0.125
9,Bangalore,4599,Lady's Finger,Customer perception / Wrong claim,CX,2,3344,0.0006
9,Bangalore,4599,Lady's Finger,Overripe,DP,2,3344,0.0006
9,Bangalore,4599,Lady's Finger,External Rotten/ Fungal,Pod,1,3344,0.0003
9,Bangalore,4599,Lady's Finger,External Damage/Bruises,Pod,2,3344,0.0006
9,Mumbai,7433,Imported Avocado - Tanzania,External Damage/Bruises,Pod,1,668,0.0015
9,Mumbai,7433,Imported Avocado - Tanzania,Underweight (packing issue),WH,1,668,0.0015
9,Mumbai,7433,Imported Avocado - Tanzania,Overripe,DP,1,668,0.0015
9,Mumbai,7433,Imported Avocado - Tanzania,Customer perception / Wrong claim,CX,2,668,0.003
9,Mumbai,7433,Imported Avocado - Tanzania,Raw,DP,10,668,0.015
9,Warangal,1026,Cabbage,External Damage/Bruises,Pod,2,9,0.2222
9,Khammam,1013,Beetroot,External Damage/Bruises,Pod,1,31,0.0323
9,Guwahati,6494,Black & Green Grapes Mix Pack (Seedless),External Damage/Bruises,Pod,1,5,0.2
9,Warangal,1005,Robusta Banana,External Damage/Bruises,Pod,2,58,0.0345
9,Warangal,1005,Robusta Banana,Internal Rotten,Sourcing,2,58,0.0345
9,Bangalore,38914,Baby Bottle Gourd,Internal Rotten,Sourcing,1,1550,0.0006
9,Bangalore,38914,Baby Bottle Gourd,External Damage/Bruises,Pod,5,1550,0.0032
9,Ahmedabad,3056,Red Carrot,Shrivelled / Dry,WH,1,291,0.0034
9,Ahmedabad,3056,Red Carrot,External Damage/Bruises,Pod,1,291,0.0034
9,Ahmedabad,3056,Red Carrot,Customer perception / Wrong claim,CX,3,291,0.0103
9,Bangalore,11559,Baby Green Kiwi,Customer perception / Wrong claim,CX,2,254,0.0079
9,Udaipur,1116,Semi ripe Chikoo,External Damage/Bruises,Pod,2,12,0.1667
9,Chennai,15024,Kateri Brinjal,External Damage/Bruises,Pod,5,1329,0.0038
9,Chennai,15024,Kateri Brinjal,Customer perception / Wrong claim,CX,2,1329,0.0015
9,Chennai,15024,Kateri Brinjal,Internal Rotten,Sourcing,1,1329,0.0008
9,Tirupati,1113,Ridge Gourd,Customer perception / Wrong claim,CX,1,15,0.0667
9,Kota,1037,Cauliflower,External Damage/Bruises,Pod,1,21,0.0476
9,Bangalore,1013,Beetroot,Shrivelled / Dry,WH,1,2903,0.0003
9,Bangalore,1013,Beetroot,Customer perception / Wrong claim,CX,3,2903,0.001
9,Bangalore,1013,Beetroot,External Damage/Bruises,Pod,3,2903,0.001
9,Mumbai,11581,Papaya,Raw,DP,3,101,0.0297
9,Patna,3060,Premium Kinnaur Apple,External Damage/Bruises,Pod,1,6,0.1667
9,Bangalore,3941,Haricot Beans,Customer perception / Wrong claim,CX,2,3303,0.0006
9,Bangalore,3941,Haricot Beans,Shrivelled / Dry,WH,1,3303,0.0003
9,Bangalore,3941,Haricot Beans,External Damage/Bruises,Pod,1,3303,0.0003
9,Bangalore,3941,Haricot Beans,External Rotten/ Fungal,Pod,2,3303,0.0006
9,Hyderabad,16377,Sweet Lime (Mosambi),Customer perception / Wrong claim,CX,1,75,0.0133
9,Hyderabad,16377,Sweet Lime (Mosambi),External Damage/Bruises,Pod,1,75,0.0133
9,Roorkee,1128,Sweet Potato,External Damage/Bruises,Pod,1,1,1
9,Vizag,45306,Daily Pomegranate,Internal Rotten,Sourcing,1,57,0.0175
9,Bangalore,51935,Baby Yelakki Banana,Customer perception / Wrong claim,CX,1,723,0.0014
9,Bangalore,51935,Baby Yelakki Banana,External Damage/Bruises,Pod,3,723,0.0041
9,Bangalore,51935,Baby Yelakki Banana,Raw,DP,2,723,0.0028
9,Gurgaon,4600,Long Purple Brinjal,External Damage/Bruises,Pod,1,28,0.0357
9,Pune,11113,Ramphal,Customer perception / Wrong claim,CX,1,9,0.1111
9,Kota,4213,Mixed Sprouts,Customer perception / Wrong claim,CX,1,4,0.25
9,Ahmedabad,4517,Green Peas (Matar),External Rotten/ Fungal,Pod,1,63,0.0159
9,Ahmedabad,4517,Green Peas (Matar),External Damage/Bruises,Pod,2,63,0.0317
9,Delhi,1041,Green Chilli,Customer perception / Wrong claim,CX,1,1419,0.0007
9,Delhi,2168,Premium Kinnow Orange (Santara),External Rotten/ Fungal,Pod,2,222,0.009
9,Ajmer,1005,Robusta Banana,External Damage/Bruises,Pod,1,22,0.0455
9,Noida 1,12670,Cape Gooseberry,Customer perception / Wrong claim,CX,1,25,0.04
9,Thiruvananthapuram,20422,Daily Apple,External Damage/Bruises,Pod,1,141,0.0071
9,Pune,991731,Pluckk Watermelon Cubes,Customer perception / Wrong claim,CX,1,23,0.0435
9,Kota,2611,Green Peas,Customer perception / Wrong claim,CX,1,15,0.0667
9,Gurgaon,1082,Guava,External Damage/Bruises,Pod,1,59,0.0169
9,Kozhikode,8707,Coconut,External Damage/Bruises,Pod,1,29,0.0345
9,Vijayawada,4068,Pumpkin Cut,Underweight (packing issue),WH,1,4,0.25
9,Faridabad,8689,Hybrid Tomato,External Damage/Bruises,Pod,1,48,0.0208
9,Faridabad,8689,Hybrid Tomato,Customer perception / Wrong claim,CX,1,48,0.0208
9,Chennai,1106,Pomegranate,Underweight (packing issue),WH,1,72,0.0139
9,Chennai,1106,Pomegranate,Customer perception / Wrong claim,CX,1,72,0.0139
9,Dehradun,8689,Hybrid Tomato,Customer perception / Wrong claim,CX,1,81,0.0123
9,Dehradun,8689,Hybrid Tomato,External Damage/Bruises,Pod,1,81,0.0123
9,Thrissur,1131,Kiran Watermelon,Raw,DP,1,70,0.0143
9,Mumbai,38914,Baby Bottle Gourd,External Damage/Bruises,Pod,3,835,0.0036
9,Noida 1,1027,Green Capsicum,Incorrect size (sourcing issue),DP,1,284,0.0035
9,Bangalore,4070,Pineapple Slices,Taste / water content,Sourcing,1,274,0.0037
9,Bangalore,4070,Pineapple Slices,Customer perception / Wrong claim,CX,1,274,0.0037
9,Ahmedabad,1066,Drumstick,External Damage/Bruises,Pod,1,26,0.0385
9,Hyderabad,27568,Shevanti Flower Mix,External Damage/Bruises,Pod,1,333,0.003
9,Hyderabad,27568,Shevanti Flower Mix,Customer perception / Wrong claim,CX,1,333,0.003
9,Bangalore,17040,Durva (Doop) Grass,Shrivelled / Dry,WH,1,168,0.006
9,Lucknow,1131,Kiran Watermelon,Internal Rotten,Sourcing,1,9,0.1111
9,Pune,11565,Baby Banana,Raw,DP,1,1011,0.001
9,Pune,11565,Baby Banana,External Damage/Bruises,Pod,6,1011,0.0059
9,Pune,11565,Baby Banana,Customer perception / Wrong claim,CX,3,1011,0.003
9,Chandigarh,1108,Potato,External Damage/Bruises,Pod,1,283,0.0035
9,Bangalore,9497,Yellow Shevanti Flowers,Customer perception / Wrong claim,CX,1,318,0.0031
9,Chennai,1095,Button Mushroom,External Damage/Bruises,Pod,12,1698,0.0071
9,Chennai,1095,Button Mushroom,Internal Rotten,Sourcing,5,1698,0.0029
9,Chennai,1095,Button Mushroom,Customer perception / Wrong claim,CX,1,1698,0.0006
9,Coimbatore,1066,Drumstick,External Damage/Bruises,Pod,1,115,0.0087
9,Gurgaon,1092,Mint Leaves,External Damage/Bruises,Pod,1,280,0.0036
9,Bangalore,17054,Mango Banganpalli / Safeda,Taste / water content,Sourcing,1,349,0.0029
9,Bangalore,17054,Mango Banganpalli / Safeda,Raw,DP,2,349,0.0057
9,Bangalore,17054,Mango Banganpalli / Safeda,Customer perception / Wrong claim,CX,3,349,0.0086
9,Bangalore,17054,Mango Banganpalli / Safeda,External Damage/Bruises,Pod,8,349,0.0229
9,Bangalore,27213,Arohi Watermelon (Yellow Flesh),Customer perception / Wrong claim,CX,1,235,0.0043
9,Bangalore,27213,Arohi Watermelon (Yellow Flesh),Raw,DP,1,235,0.0043
9,Bangalore,27213,Arohi Watermelon (Yellow Flesh),External Damage/Bruises,Pod,7,235,0.0298
9,Noida,4599,Lady's Finger,Customer perception / Wrong claim,CX,1,51,0.0196
9,Chennai,7821,English Cucumber,Shrivelled / Dry,WH,1,1021,0.001
9,Chennai,7821,English Cucumber,Customer perception / Wrong claim,CX,2,1021,0.002
9,Varanasi,1095,Button Mushroom,Internal Rotten,Sourcing,1,13,0.0769
9,Gurgaon,11817,Longan,External Rotten/ Fungal,Pod,1,30,0.0333
9,Kochi,2970,Imported Plum,Customer perception / Wrong claim,CX,1,32,0.0313
9,Mumbai,11250,Raw Jackfruit,Internal Rotten,Sourcing,1,61,0.0164
9,Mumbai,5733,Premium Guava,External Damage/Bruises,Pod,3,1200,0.0025
9,Mumbai,5733,Premium Guava,Raw,DP,1,1200,0.0008
9,Mumbai,5733,Premium Guava,Internal Rotten,Sourcing,1,1200,0.0008
9,Mumbai,5733,Premium Guava,Customer perception / Wrong claim,CX,4,1200,0.0033
9,Hyderabad,11054,Three-Leaf Bel Patta (Bilva Patra),External Damage/Bruises,Pod,1,37,0.027
9,Aligarh,3060,Premium Kinnaur Apple,External Damage/Bruises,Pod,1,4,0.25
9,Chennai,1082,Guava,Raw,DP,1,410,0.0024
9,Chennai,1082,Guava,Underweight (packing issue),WH,1,410,0.0024
9,Chennai,1082,Guava,External Damage/Bruises,Pod,4,410,0.0098
9,Kota,7433,Imported Avocado - Tanzania,Internal Rotten,Sourcing,1,15,0.0667
9,Mumbai,1131,Kiran Watermelon,Damage in transit,Pod,1,744,0.0013
9,Mumbai,1131,Kiran Watermelon,Internal Rotten,Sourcing,1,744,0.0013
9,Mumbai,1131,Kiran Watermelon,Customer perception / Wrong claim,CX,2,744,0.0027
9,Mumbai,1131,Kiran Watermelon,Raw,DP,6,744,0.0081
9,Hyderabad,1026,Cabbage,External Damage/Bruises,Pod,3,593,0.0051
9,Hubli,2613,Strawberry Mahabaleshwar,External Damage/Bruises,Pod,1,33,0.0303
9,Hubli,2613,Strawberry Mahabaleshwar,External Rotten/ Fungal,Pod,1,33,0.0303
9,Tirupati,1131,Kiran Watermelon,Raw,DP,1,21,0.0476
9,Tirupati,1131,Kiran Watermelon,Internal Rotten,Sourcing,1,21,0.0476
9,Tirupati,1131,Kiran Watermelon,Taste / water content,Sourcing,1,21,0.0476
9,Vijayawada,1025,Broccoli,External Damage/Bruises,Pod,1,29,0.0345
9,Salem,3508,Kiran Watermelon,Raw,DP,1,4,0.25
9,Ahmedabad,1074,Garlic,Customer perception / Wrong claim,CX,1,139,0.0072
9,Chennai,4601,Ooty Carrot (Carrot),Customer perception / Wrong claim,CX,1,3449,0.0003
9,Chennai,4601,Ooty Carrot (Carrot),External Damage/Bruises,Pod,6,3449,0.0017
9,Chennai,4601,Ooty Carrot (Carrot),Underweight (packing issue),WH,2,3449,0.0006
9,Manipal,1296,Tender Coconut,External Damage/Bruises,Pod,1,50,0.02
9,Vijayawada,27568,Shevanti Flower Mix,Shrivelled / Dry,WH,1,9,0.1111
9,Rajahmundry,1036,Carrot,External Damage/Bruises,Pod,1,64,0.0156
9,Pondicherry,1066,Drumstick,External Damage/Bruises,Pod,1,43,0.0233
9,Gurgaon,6132,Small Green Capsicum,Overripe,DP,1,260,0.0038
9,Ahmedabad,1037,Cauliflower,Customer perception / Wrong claim,CX,2,123,0.0163
9,Jaipur,1025,Broccoli,External Rotten/ Fungal,Pod,1,108,0.0093
9,Jaipur,1025,Broccoli,External Damage/Bruises,Pod,1,108,0.0093
9,Bangalore,30409,Small Raw Jackfruit,External Damage/Bruises,Pod,1,97,0.0103
9,Bangalore,30409,Small Raw Jackfruit,External Rotten/ Fungal,Pod,1,97,0.0103
9,Ahmedabad,1107,Baby Potato,External Damage/Bruises,Pod,1,62,0.0161
9,Ahmedabad,1296,Tender Coconut,External Damage/Bruises,Pod,1,435,0.0023
9,Ahmedabad,1296,Tender Coconut,External Rotten/ Fungal,Pod,1,435,0.0023
9,Delhi,1128,Sweet Potato,External Damage/Bruises,Pod,1,151,0.0066
9,Bhubaneswar,45306,Daily Pomegranate,Internal Rotten,Sourcing,1,28,0.0357
9,Ahmedabad,1027,Green Capsicum,Customer perception / Wrong claim,CX,4,320,0.0125
9,Ahmedabad,1027,Green Capsicum,External Damage/Bruises,Pod,2,320,0.0063
9,Delhi,1016,Bottle Gourd (500 - 800 g),Customer perception / Wrong claim,CX,1,202,0.005
9,Delhi,1016,Bottle Gourd (500 - 800 g),External Damage/Bruises,Pod,1,202,0.005
9,Delhi,1016,Bottle Gourd (500 - 800 g),Incorrect size (sourcing issue),DP,1,202,0.005
9,Delhi,1016,Bottle Gourd (500 - 800 g),Internal Rotten,Sourcing,1,202,0.005
9,Bhubaneswar,7462,Round Green Brinjal,External Damage/Bruises,Pod,1,63,0.0159
9,Pune,5132,Curry Leaves,Customer perception / Wrong claim,CX,1,1509,0.0007
9,Bangalore,3943,Sambar Onion,Underweight (packing issue),WH,1,792,0.0013
9,Bangalore,3943,Sambar Onion,Customer perception / Wrong claim,CX,1,792,0.0013
9,Bangalore,3943,Sambar Onion,External Damage/Bruises,Pod,1,792,0.0013
9,Mangaluru,5733,Premium Guava,External Damage/Bruises,Pod,1,30,0.0333
9,Bangalore,19027,Green Cucumber,Internal Rotten,Sourcing,1,4600,0.0002
9,Bangalore,19027,Green Cucumber,Customer perception / Wrong claim,CX,5,4600,0.0011
9,Bangalore,19027,Green Cucumber,External Rotten/ Fungal,Pod,1,4600,0.0002
9,Bangalore,19027,Green Cucumber,External Damage/Bruises,Pod,15,4600,0.0033
9,Bangalore,19027,Green Cucumber,Overripe,DP,1,4600,0.0002
9,Bangalore,19027,Green Cucumber,Incorrect size (sourcing issue),DP,2,4600,0.0004
9,Amritsar,2610,French Beans,External Rotten/ Fungal,Pod,1,6,0.1667
9,Jodhpur,2969,Imported Blueberry (From Peru),External Damage/Bruises,Pod,1,3,0.3333
9,Mumbai,11557,Pluckk Pineapple Cuts,Customer perception / Wrong claim,CX,1,176,0.0057
9,Mumbai,11557,Pluckk Pineapple Cuts,Raw,DP,1,176,0.0057
9,Delhi,26726,Red Flame Grapes (Seedless),External Damage/Bruises,Pod,2,152,0.0132
9,Mumbai,4597,Coccinia,External Damage/Bruises,Pod,1,402,0.0025
9,Gurgaon,3796,Lemon,External Damage/Bruises,Pod,1,836,0.0012
9,Vizag,11581,Papaya,Raw,DP,1,38,0.0263
9,Vizag,11581,Papaya,Customer perception / Wrong claim,CX,1,38,0.0263
9,Pune,21211,Papaya,Raw,DP,1,11,0.0909
9,Pune,21211,Papaya,External Damage/Bruises,Pod,1,11,0.0909
9,Kochi,7433,Imported Avocado - Tanzania,External Damage/Bruises,Pod,1,81,0.0123
9,Kolkata,4223,Fruit Chat Mix,Internal Rotten,Sourcing,1,8,0.125
9,Chennai,94788,Chandramukhi Potato,External Damage/Bruises,Pod,1,24,0.0417
9,Ahmedabad,21211,Papaya,Internal Rotten,Sourcing,1,7,0.1429
9,Noida 1,3056,Red Carrot,Customer perception / Wrong claim,CX,1,442,0.0023
9,Noida 1,3056,Red Carrot,External Damage/Bruises,Pod,2,442,0.0045
9,Bhopal,1103,Pineapple,Raw,DP,1,8,0.125
9,Bhopal,1103,Pineapple,External Damage/Bruises,Pod,1,8,0.125
9,Faridabad,45306,Daily Pomegranate,Customer perception / Wrong claim,CX,1,12,0.0833
9,Guntur,1083,Green Kiwi,External Damage/Bruises,Pod,1,10,0.1
9,Gurgaon,3383,Diced Papaya,Customer perception / Wrong claim,CX,1,13,0.0769
9,Kozhikode,19027,Green Cucumber,External Damage/Bruises,Pod,1,67,0.0149
9,Nellore,1095,Button Mushroom,External Damage/Bruises,Pod,1,11,0.0909
9,Ludhiana,6688,Seedless Cucumber,Shrivelled / Dry,WH,1,4,0.25
9,Cuttack,1036,Carrot,External Damage/Bruises,Pod,1,9,0.1111
9,Hyderabad,8707,Coconut,Customer perception / Wrong claim,CX,1,250,0.004
9,Hyderabad,8707,Coconut,External Damage/Bruises,Pod,4,250,0.016
9,Bangalore,9498,White Shevanti Flowers,Customer perception / Wrong claim,CX,1,201,0.005
9,Bangalore,9498,White Shevanti Flowers,Shrivelled / Dry,WH,2,201,0.01
9,Madurai,1101,Papaya,External Damage/Bruises,Pod,1,31,0.0323
9,Mumbai,1284,Indian Tomato,Raw,DP,1,7836,0.0001
9,Mumbai,1284,Indian Tomato,Customer perception / Wrong claim,CX,5,7836,0.0006
9,Mumbai,1284,Indian Tomato,External Damage/Bruises,Pod,4,7836,0.0005
9,Mumbai,1284,Indian Tomato,Underweight (packing issue),WH,1,7836,0.0001
9,Chennai,1049,Colocasia (Arbi),Shrivelled / Dry,WH,1,847,0.0012
9,Delhi,2613,Strawberry Mahabaleshwar,External Damage/Bruises,Pod,1,171,0.0058
9,Bangalore,5804,Fresh Green Peas Peeled,Internal Rotten,Sourcing,1,278,0.0036
9,Kolkata,2611,Green Peas,External Rotten/ Fungal,Pod,2,218,0.0092
9,Delhi,8689,Hybrid Tomato,Customer perception / Wrong claim,CX,2,964,0.0021
9,Delhi,8689,Hybrid Tomato,External Damage/Bruises,Pod,2,964,0.0021
9,Thiruvananthapuram,8689,Hybrid Tomato,Customer perception / Wrong claim,CX,1,542,0.0018
9,Thiruvananthapuram,8689,Hybrid Tomato,External Damage/Bruises,Pod,2,542,0.0037
9,Dehradun,1108,Potato,Customer perception / Wrong claim,CX,1,132,0.0076
9,Jabalpur,1296,Tender Coconut,Taste / water content,Sourcing,1,109,0.0092
9,Hyderabad,26726,Red Flame Grapes (Seedless),External Damage/Bruises,Pod,1,227,0.0044
9,Kolkata,4083,Moong Sprouts,Internal Rotten,Sourcing,1,6,0.1667
9,Tirupati,1005,Robusta Banana,Internal Rotten,Sourcing,1,34,0.0294
9,Tirupati,1005,Robusta Banana,External Damage/Bruises,Pod,2,34,0.0588
9,Mysore,1115,Chikoo - Sapota,Raw,DP,2,19,0.1053
9,Noida 1,410073,Raw Tamarind,External Damage/Bruises,Pod,1,1,1
9,Noida,1095,Button Mushroom,Internal Rotten,Sourcing,1,84,0.0119
9,Noida,1095,Button Mushroom,External Damage/Bruises,Pod,1,84,0.0119
9,Noida,1095,Button Mushroom,Customer perception / Wrong claim,CX,1,84,0.0119
9,Mumbai,611861,Superplum Residue Free Black Grapes Sharad(Seedless),External Damage/Bruises,Pod,1,33,0.0303
9,Gurgaon,2116,Onion,External Damage/Bruises,Pod,3,2389,0.0013
9,Mumbai,20422,Daily Apple,Internal Rotten,Sourcing,1,955,0.001
9,Mumbai,20422,Daily Apple,External Damage/Bruises,Pod,4,955,0.0042
9,Mumbai,20422,Daily Apple,Taste / water content,Sourcing,1,955,0.001
9,Chennai,8688,Daily Juice Sweet Lime,External Damage/Bruises,Pod,1,186,0.0054
9,Chennai,7814,Pea Eggplant / Sundaikai,External Damage/Bruises,Pod,1,31,0.0323
9,Chandigarh,5733,Premium Guava,External Damage/Bruises,Pod,1,49,0.0204
9,Chennai,11816,Grapes Panner,External Damage/Bruises,Pod,1,84,0.0119
9,Pune,1103,Pineapple,External Damage/Bruises,Pod,2,51,0.0392
9,Hyderabad,8719,Green Beauty Pear,Customer perception / Wrong claim,CX,1,89,0.0112
9,Chennai,59626,Garlic Premium,Underweight (packing issue),WH,1,151,0.0066
9,Kochi,7044,Peeled Sambhar Onion,Internal Rotten,Sourcing,5,271,0.0185
9,Delhi,1066,Drumstick,Customer perception / Wrong claim,CX,2,129,0.0155
9,Delhi,1066,Drumstick,External Damage/Bruises,Pod,1,129,0.0078
9,Delhi,1066,Drumstick,Shrivelled / Dry,WH,1,129,0.0078
9,Pune,358397,Halwa Red Carrot,Customer perception / Wrong claim,CX,2,115,0.0174
9,Pune,358397,Halwa Red Carrot,External Damage/Bruises,Pod,2,115,0.0174
9,Central Goa,1128,Sweet Potato,External Damage/Bruises,Pod,1,63,0.0159
9,Chandigarh,1103,Pineapple,External Damage/Bruises,Pod,2,14,0.1429
9,Bangalore,15353,Button Roses,Shrivelled / Dry,WH,2,1176,0.0017
9,Bangalore,15353,Button Roses,Customer perception / Wrong claim,CX,1,1176,0.0009
9,Patna,1013,Beetroot,Shrivelled / Dry,WH,1,34,0.0294
9,Patna,1013,Beetroot,External Damage/Bruises,Pod,1,34,0.0294
9,Kochi,1296,Tender Coconut,External Damage/Bruises,Pod,2,199,0.0101
9,Bangalore,16377,Sweet Lime (Mosambi),Raw,DP,1,120,0.0083
9,Bangalore,16377,Sweet Lime (Mosambi),Taste / water content,Sourcing,1,120,0.0083
9,Mumbai,902684,Surti Purple Yam (Ratalu),Shrivelled / Dry,WH,1,45,0.0222
9,Mumbai,902684,Surti Purple Yam (Ratalu),Customer perception / Wrong claim,CX,1,45,0.0222
9,Vadodara,11817,Longan,External Rotten/ Fungal,Pod,1,21,0.0476
9,Pune,1007,Yelakki Banana,External Damage/Bruises,Pod,1,1183,0.0008
9,Noida 1,1095,Button Mushroom,Customer perception / Wrong claim,CX,1,414,0.0024
9,Noida 1,1095,Button Mushroom,Internal Rotten,Sourcing,1,414,0.0024
9,Noida 1,1095,Button Mushroom,External Damage/Bruises,Pod,3,414,0.0072
9,Bangalore,99610,Baby Cabbage,Incorrect size (sourcing issue),DP,1,1245,0.0008
9,Bangalore,99610,Baby Cabbage,External Rotten/ Fungal,Pod,2,1245,0.0016
9,Bangalore,99610,Baby Cabbage,Customer perception / Wrong claim,CX,3,1245,0.0024
9,Bangalore,99610,Baby Cabbage,Taste / water content,Sourcing,1,1245,0.0008
9,Bangalore,99610,Baby Cabbage,External Damage/Bruises,Pod,14,1245,0.0112
9,Mumbai,6891,Ice Apple,External Damage/Bruises,Pod,2,229,0.0087
9,Mumbai,6891,Ice Apple,Taste / water content,Sourcing,1,229,0.0044
9,Mumbai,6891,Ice Apple,Customer perception / Wrong claim,CX,2,229,0.0087
9,Coimbatore,5930,Ripe Jackfruit Bulb (Peeled),External Damage/Bruises,Pod,1,20,0.05
9,Coimbatore,5930,Ripe Jackfruit Bulb (Peeled),Raw,DP,1,20,0.05
9,Vijayawada,1289,Raw Banana,External Damage/Bruises,Pod,1,67,0.0149
9,Chennai,1108,Potato,Underweight (packing issue),WH,1,2074,0.0005
9,Chennai,1108,Potato,External Damage/Bruises,Pod,3,2074,0.0014
9,Chennai,1108,Potato,Customer perception / Wrong claim,CX,6,2074,0.0029
9,Delhi,59626,Garlic Premium,External Damage/Bruises,Pod,1,155,0.0065
9,Khammam,4361,Sun Melon,External Damage/Bruises,Pod,2,6,0.3333
9,Mysore,45306,Daily Pomegranate,External Damage/Bruises,Pod,1,57,0.0175
9,Pune,1005,Robusta Banana,External Damage/Bruises,Pod,19,2159,0.0088
9,Pune,1005,Robusta Banana,Raw,DP,2,2159,0.0009
9,Pune,1005,Robusta Banana,Underweight (packing issue),WH,1,2159,0.0005
9,Pune,1005,Robusta Banana,Internal Rotten,Sourcing,1,2159,0.0005
9,Pune,1005,Robusta Banana,Customer perception / Wrong claim,CX,5,2159,0.0023
9,Hyderabad,10471,Tulsi Leaves,Customer perception / Wrong claim,CX,1,75,0.0133
9,Hyderabad,10471,Tulsi Leaves,Shrivelled / Dry,WH,1,75,0.0133
