WEEK,CITY,ITEM_CODE_NEW,ITEM_NAME,Basic Reason for IGCC,SPOC,IGCC,ORDERS,inc_%
23,Hyderabad,17042,Alphonso Mango (Hapus),Internal Rotten,Sourcing,1,42,0.0238
23,Hyderabad,17042,Alphonso Mango (Hapus),Overripe,DP,1,42,0.0238
23,Udaipur,6746,Raw Mango,Customer perception / Wrong claim,CX,1,74,0.0135
23,Udaipur,6746,Raw Mango,External Rotten/ Fungal,Pod,1,74,0.0135
23,Udaipur,6746,Raw Mango,Overripe,DP,1,74,0.0135
23,Udaipur,6746,Raw Mango,External Damage/Bruises,Pod,2,74,0.027
23,Belgaum,99610,Baby Cabbage,External Damage/Bruises,Pod,1,78,0.0128
23,Thiruvananthapuram,1083,Green Kiwi,Internal Rotten,Sourcing,1,101,0.0099
23,Thiruvananthapuram,1083,Green Kiwi,External Damage/Bruises,Pod,1,101,0.0099
23,Noida,8687,Pointed Gourd,Customer perception / Wrong claim,CX,2,185,0.0108
23,Kolhapur,1296,Tender Coconut,Taste / water content,Sourcing,1,41,0.0244
23,Kolhapur,1296,Tender Coconut,Customer perception / Wrong claim,CX,1,41,0.0244
23,Kolhapur,1296,Tender Coconut,External Damage/Bruises,Pod,1,41,0.0244
23,Pondicherry,7809,Banana Hill,External Rotten/ Fungal,Pod,1,51,0.0196
23,Pondicherry,7809,Banana Hill,External Damage/Bruises,Pod,2,51,0.0392
23,Khammam,3967,Purple Bharta Brinjal,External Damage/Bruises,Pod,2,71,0.0282
23,Khammam,3967,Purple Bharta Brinjal,Customer perception / Wrong claim,CX,1,71,0.0141
23,Gurgaon,1026,Cabbage,Customer perception / Wrong claim,CX,3,427,0.007
23,Gurgaon,1026,Cabbage,Underweight (packing issue),WH,1,427,0.0023
23,Gurgaon,1026,Cabbage,External Damage/Bruises,Pod,8,427,0.0187
23,Gwalior,1027,Green Capsicum,External Damage/Bruises,Pod,5,200,0.025
23,Gwalior,1027,Green Capsicum,Customer perception / Wrong claim,CX,1,200,0.005
23,Trichy,1068,Sweet Corn,Shrivelled / Dry,WH,1,259,0.0039
23,Trichy,1068,Sweet Corn,Customer perception / Wrong claim,CX,2,259,0.0077
23,Central Goa,14589,Sun Gold Kiwi,Internal Rotten,Sourcing,1,44,0.0227
23,Central Goa,14589,Sun Gold Kiwi,Customer perception / Wrong claim,CX,3,44,0.0682
23,Central Goa,14589,Sun Gold Kiwi,Overripe,DP,1,44,0.0227
23,Central Goa,14589,Sun Gold Kiwi,External Damage/Bruises,Pod,1,44,0.0227
23,Coimbatore,1068,Sweet Corn,External Damage/Bruises,Pod,3,519,0.0058
23,Mysore,1047,Coconut,External Damage/Bruises,Pod,2,502,0.004
23,Mysore,1047,Coconut,Internal Rotten,Sourcing,2,502,0.004
23,Karimnagar,7821,English Cucumber,External Damage/Bruises,Pod,1,46,0.0217
23,Ranchi,1074,Garlic,External Damage/Bruises,Pod,1,152,0.0066
23,Cuttack,8689,Hybrid Tomato,External Damage/Bruises,Pod,1,141,0.0071
23,Central Goa,18544,Mango Totapuri Ripe,Raw,DP,1,108,0.0093
23,Central Goa,18544,Mango Totapuri Ripe,External Damage/Bruises,Pod,1,108,0.0093
23,Coimbatore,2969,Imported Blueberry (From Peru),Underweight (packing issue),WH,1,141,0.0071
23,Coimbatore,2969,Imported Blueberry (From Peru),External Rotten/ Fungal,Pod,1,141,0.0071
23,Hyderabad,1066,Drumstick,Shrivelled / Dry,WH,1,12685,0.0001
23,Hyderabad,1066,Drumstick,Underweight (packing issue),WH,2,12685,0.0002
23,Hyderabad,1066,Drumstick,Customer perception / Wrong claim,CX,31,12685,0.0024
23,Hyderabad,1066,Drumstick,External Damage/Bruises,Pod,26,12685,0.0021
23,Rajahmundry,99610,Baby Cabbage,External Damage/Bruises,Pod,1,58,0.0172
23,Gurgaon,16377,Sweet Lime (Mosambi),Internal Rotten,Sourcing,1,83,0.012
23,Gurgaon,16377,Sweet Lime (Mosambi),External Damage/Bruises,Pod,1,83,0.012
23,Thiruvalla,515988,Ooty Strawberry,External Damage/Bruises,Pod,1,64,0.0156
23,Mumbai,11565,Baby Banana,Customer perception / Wrong claim,CX,11,6212,0.0018
23,Mumbai,11565,Baby Banana,External Damage/Bruises,Pod,52,6212,0.0084
23,Mumbai,11565,Baby Banana,Internal Rotten,Sourcing,6,6212,0.001
23,Chennai,5930,Ripe Jackfruit Bulb (Peeled),Customer perception / Wrong claim,CX,4,709,0.0056
23,Chennai,5930,Ripe Jackfruit Bulb (Peeled),Internal Rotten,Sourcing,6,709,0.0085
23,Chennai,5930,Ripe Jackfruit Bulb (Peeled),Taste / water content,Sourcing,1,709,0.0014
23,Chennai,5930,Ripe Jackfruit Bulb (Peeled),External Damage/Bruises,Pod,8,709,0.0113
23,Chennai,5930,Ripe Jackfruit Bulb (Peeled),External Rotten/ Fungal,Pod,1,709,0.0014
23,Chennai,5930,Ripe Jackfruit Bulb (Peeled),Raw,DP,7,709,0.0099
23,Ahmedabad,16377,Sweet Lime (Mosambi),Raw,DP,2,45,0.0444
23,Ahmedabad,16377,Sweet Lime (Mosambi),External Damage/Bruises,Pod,1,45,0.0222
23,Gurgaon,15049,Red Cabbage,External Damage/Bruises,Pod,1,28,0.0357
23,Meerut,1083,Green Kiwi,Customer perception / Wrong claim,CX,1,13,0.0769
23,Ahmedabad,20422,Daily Apple,Internal Rotten,Sourcing,2,213,0.0094
23,Ahmedabad,20422,Daily Apple,External Damage/Bruises,Pod,3,213,0.0141
23,Manipal,3505,Banganapalli / Safeda Mango,External Damage/Bruises,Pod,1,51,0.0196
23,Warangal,1103,Pineapple,External Damage/Bruises,Pod,1,11,0.0909
23,Mysore,515988,Ooty Strawberry,External Rotten/ Fungal,Pod,1,58,0.0172
23,Madurai,38914,Baby Bottle Gourd,Underweight (packing issue),WH,1,440,0.0023
23,Madurai,38914,Baby Bottle Gourd,External Damage/Bruises,Pod,2,440,0.0045
23,Nagercoil,1025,Broccoli,External Rotten/ Fungal,Pod,1,23,0.0435
23,Chandigarh,3797,Red & Yellow Bell Peppers,External Damage/Bruises,Pod,4,182,0.022
23,Chandigarh,3797,Red & Yellow Bell Peppers,Internal Rotten,Sourcing,1,182,0.0055
23,Chandigarh,3797,Red & Yellow Bell Peppers,Customer perception / Wrong claim,CX,2,182,0.011
23,Thiruvananthapuram,19380,Banganapalli / Safeda Mango,External Damage/Bruises,Pod,1,112,0.0089
23,Thiruvananthapuram,19380,Banganapalli / Safeda Mango,Raw,DP,2,112,0.0179
23,Coimbatore,1095,Button Mushroom,External Damage/Bruises,Pod,3,1213,0.0025
23,Coimbatore,1095,Button Mushroom,Customer perception / Wrong claim,CX,1,1213,0.0008
23,Coimbatore,1095,Button Mushroom,Internal Rotten,Sourcing,2,1213,0.0016
23,Varanasi,1131,Kiran Watermelon,Customer perception / Wrong claim,CX,3,127,0.0236
23,Varanasi,1131,Kiran Watermelon,Internal Rotten,Sourcing,2,127,0.0157
23,Central Goa,8682,Cucumber White,External Damage/Bruises,Pod,2,549,0.0036
23,Coimbatore,11816,Grapes Panner,External Damage/Bruises,Pod,1,198,0.0051
23,Thanjavur,1026,Cabbage,Underweight (packing issue),WH,1,91,0.011
23,Jaipur,1026,Cabbage,External Damage/Bruises,Pod,2,275,0.0073
23,Hubli,4563,Bitter Gourd,External Damage/Bruises,Pod,1,22,0.0455
23,Hyderabad,1096,Muskmelon,External Damage/Bruises,Pod,21,2735,0.0077
23,Hyderabad,1096,Muskmelon,Raw,DP,13,2735,0.0048
23,Hyderabad,1096,Muskmelon,Taste / water content,Sourcing,1,2735,0.0004
23,Hyderabad,1096,Muskmelon,Customer perception / Wrong claim,CX,16,2735,0.0059
23,Delhi,10471,Tulsi Leaves,Shrivelled / Dry,WH,1,66,0.0152
23,Ahmedabad,1005,Robusta Banana,Raw,DP,3,681,0.0044
23,Ahmedabad,1005,Robusta Banana,External Damage/Bruises,Pod,7,681,0.0103
23,Tirupati,11570,Apple Pink Lady,Customer perception / Wrong claim,CX,1,7,0.1429
23,Hyderabad,9009,Ash Gourd (Cut Portion),Customer perception / Wrong claim,CX,1,43,0.0233
23,Varanasi,3505,Banganapalli / Safeda Mango,External Damage/Bruises,Pod,1,27,0.037
23,Alappuzha,1007,Yelakki Banana,Raw,DP,1,216,0.0046
23,Bangalore,11581,Papaya,Customer perception / Wrong claim,CX,7,2073,0.0034
23,Bangalore,11581,Papaya,Incorrect size (sourcing issue),DP,1,2073,0.0005
23,Bangalore,11581,Papaya,External Rotten/ Fungal,Pod,2,2073,0.001
23,Bangalore,11581,Papaya,Underweight (packing issue),WH,1,2073,0.0005
23,Bangalore,11581,Papaya,External Damage/Bruises,Pod,12,2073,0.0058
23,Bangalore,11581,Papaya,Raw,DP,6,2073,0.0029
23,Bhopal,3505,Banganapalli / Safeda Mango,External Damage/Bruises,Pod,2,85,0.0235
23,Rajahmundry,1056,Madras Cucumber,Customer perception / Wrong claim,CX,1,62,0.0161
23,Thrissur,1027,Green Capsicum,External Rotten/ Fungal,Pod,1,978,0.001
23,Thrissur,1027,Green Capsicum,Customer perception / Wrong claim,CX,2,978,0.002
23,Noida 1,41094,South Dasheri Mango,External Rotten/ Fungal,Pod,2,78,0.0256
23,Noida 1,41094,South Dasheri Mango,External Damage/Bruises,Pod,2,78,0.0256
23,Mumbai,5733,Premium Guava,Overripe,DP,2,4821,0.0004
23,Mumbai,5733,Premium Guava,Customer perception / Wrong claim,CX,16,4821,0.0033
23,Mumbai,5733,Premium Guava,Internal Rotten,Sourcing,25,4821,0.0052
23,Mumbai,5733,Premium Guava,Raw,DP,3,4821,0.0006
23,Mumbai,5733,Premium Guava,External Damage/Bruises,Pod,52,4821,0.0108
23,Mumbai,5733,Premium Guava,Taste / water content,Sourcing,2,4821,0.0004
23,Mumbai,5733,Premium Guava,External Rotten/ Fungal,Pod,1,4821,0.0002
23,Vizag,99610,Baby Cabbage,External Rotten/ Fungal,Pod,1,307,0.0033
23,Mumbai,49396,Thai Mix,External Damage/Bruises,Pod,1,41,0.0244
23,Tirupati,17072,Mango Mallika,Raw,DP,1,6,0.1667
23,Rajkot,17041,Premium Alphonso Mango (Hapus),External Damage/Bruises,Pod,1,12,0.0833
23,Vellore,19380,Banganapalli / Safeda Mango,External Damage/Bruises,Pod,1,29,0.0345
23,Vadodara,4213,Mixed Sprouts,External Damage/Bruises,Pod,1,26,0.0385
23,Bangalore,5005,Sweet Beauty Red Pear,External Rotten/ Fungal,Pod,1,582,0.0017
23,Bangalore,5005,Sweet Beauty Red Pear,External Damage/Bruises,Pod,16,582,0.0275
23,Bangalore,5005,Sweet Beauty Red Pear,Customer perception / Wrong claim,CX,2,582,0.0034
23,Mumbai,17048,South Alphonso Mango (Karnataka Badami),External Damage/Bruises,Pod,9,1682,0.0054
23,Mumbai,17048,South Alphonso Mango (Karnataka Badami),Underweight (packing issue),WH,1,1682,0.0006
23,Mumbai,17048,South Alphonso Mango (Karnataka Badami),Raw,DP,5,1682,0.003
23,Mumbai,17048,South Alphonso Mango (Karnataka Badami),Internal Rotten,Sourcing,12,1682,0.0071
23,Mumbai,17048,South Alphonso Mango (Karnataka Badami),Customer perception / Wrong claim,CX,6,1682,0.0036
23,Mumbai,17048,South Alphonso Mango (Karnataka Badami),Taste / water content,Sourcing,1,1682,0.0006
23,Hyderabad,4133,Jamun,Customer perception / Wrong claim,CX,43,5452,0.0079
23,Hyderabad,4133,Jamun,External Damage/Bruises,Pod,214,5452,0.0393
23,Hyderabad,4133,Jamun,External Rotten/ Fungal,Pod,8,5452,0.0015
23,Hyderabad,4133,Jamun,Underweight (packing issue),WH,4,5452,0.0007
23,Pune,27568,Shevanti Flower Mix,External Damage/Bruises,Pod,2,324,0.0062
23,Vellore,5733,Premium Guava,External Damage/Bruises,Pod,3,286,0.0105
23,Bangalore,6757,Himayath / Imam Pasand Mango,Raw,DP,8,1641,0.0049
23,Bangalore,6757,Himayath / Imam Pasand Mango,Customer perception / Wrong claim,CX,14,1641,0.0085
23,Bangalore,6757,Himayath / Imam Pasand Mango,Taste / water content,Sourcing,1,1641,0.0006
23,Bangalore,6757,Himayath / Imam Pasand Mango,Underweight (packing issue),WH,1,1641,0.0006
23,Bangalore,6757,Himayath / Imam Pasand Mango,Internal Rotten,Sourcing,10,1641,0.0061
23,Bangalore,6757,Himayath / Imam Pasand Mango,External Rotten/ Fungal,Pod,10,1641,0.0061
23,Bangalore,6757,Himayath / Imam Pasand Mango,External Damage/Bruises,Pod,34,1641,0.0207
23,Coimbatore,5454,Raw Groundnut,External Damage/Bruises,Pod,2,139,0.0144
23,Ludhiana,1296,Tender Coconut,Incorrect size (sourcing issue),DP,1,273,0.0037
23,Ludhiana,1296,Tender Coconut,Customer perception / Wrong claim,CX,1,273,0.0037
23,Ludhiana,1296,Tender Coconut,Taste / water content,Sourcing,4,273,0.0147
23,Ludhiana,1296,Tender Coconut,External Damage/Bruises,Pod,3,273,0.011
23,Ludhiana,1296,Tender Coconut,External Rotten/ Fungal,Pod,2,273,0.0073
23,Chennai,3859,Raspuri Mango,Customer perception / Wrong claim,CX,1,33,0.0303
23,Pune,1069,Garlic Peeled,External Damage/Bruises,Pod,1,2435,0.0004
23,Pune,1069,Garlic Peeled,External Rotten/ Fungal,Pod,1,2435,0.0004
23,Chennai,1289,Raw Banana,Underweight (packing issue),WH,1,3067,0.0003
23,Chennai,1289,Raw Banana,Overripe,DP,1,3067,0.0003
23,Chennai,1289,Raw Banana,External Damage/Bruises,Pod,2,3067,0.0007
23,Chennai,1289,Raw Banana,Customer perception / Wrong claim,CX,6,3067,0.002
23,Kurnool,3361,Raw Totapuri Mango,Underweight (packing issue),WH,1,72,0.0139
23,Kurnool,997,Royal Gala Apple,External Damage/Bruises,Pod,1,51,0.0196
23,Patiala,17052,Mango Lalbagh Sindhura,External Damage/Bruises,Pod,1,11,0.0909
23,Mumbai,1016,Bottle Gourd,Customer perception / Wrong claim,CX,2,1459,0.0014
23,Mumbai,1016,Bottle Gourd,External Damage/Bruises,Pod,2,1459,0.0014
23,Mumbai,1016,Bottle Gourd,Underweight (packing issue),WH,1,1459,0.0007
23,Mumbai,1016,Bottle Gourd,Shrivelled / Dry,WH,6,1459,0.0041
23,Gurgaon,11229,Crunchy Shimla Apple,Internal Rotten,Sourcing,1,145,0.0069
23,Gurgaon,11229,Crunchy Shimla Apple,External Damage/Bruises,Pod,4,145,0.0276
23,Bhubaneswar,8689,Hybrid Tomato,External Damage/Bruises,Pod,1,1258,0.0008
23,Bhubaneswar,8689,Hybrid Tomato,Overripe,DP,1,1258,0.0008
23,Bhubaneswar,8689,Hybrid Tomato,External Rotten/ Fungal,Pod,1,1258,0.0008
23,Chandigarh,369634,Yellow Bell Pepper,Customer perception / Wrong claim,CX,1,1,1
23,Delhi,1131,Kiran Watermelon,Internal Rotten,Sourcing,40,2925,0.0137
23,Delhi,1131,Kiran Watermelon,Damage in transit,Pod,2,2925,0.0007
23,Delhi,1131,Kiran Watermelon,Underweight (packing issue),WH,2,2925,0.0007
23,Delhi,1131,Kiran Watermelon,Raw,DP,11,2925,0.0038
23,Delhi,1131,Kiran Watermelon,External Damage/Bruises,Pod,25,2925,0.0085
23,Delhi,1131,Kiran Watermelon,Taste / water content,Sourcing,10,2925,0.0034
23,Delhi,1131,Kiran Watermelon,External Rotten/ Fungal,Pod,1,2925,0.0003
23,Delhi,1131,Kiran Watermelon,Customer perception / Wrong claim,CX,17,2925,0.0058
23,Vadodara,12680,Mangosteen,Internal Rotten,Sourcing,1,19,0.0526
23,Rajkot,1128,Sweet Potato,Customer perception / Wrong claim,CX,1,53,0.0189
23,Mangaluru,5454,Raw Groundnut,Customer perception / Wrong claim,CX,1,9,0.1111
23,Trichy,515988,Ooty Strawberry,External Damage/Bruises,Pod,1,86,0.0116
23,Mumbai,20422,Daily Apple,Customer perception / Wrong claim,CX,2,4512,0.0004
23,Mumbai,20422,Daily Apple,Internal Rotten,Sourcing,1,4512,0.0002
23,Mumbai,20422,Daily Apple,External Damage/Bruises,Pod,7,4512,0.0016
23,Mumbai,20422,Daily Apple,External Rotten/ Fungal,Pod,2,4512,0.0004
23,Mysore,1284,Indian Tomato,External Damage/Bruises,Pod,10,1561,0.0064
23,Mysore,1284,Indian Tomato,External Rotten/ Fungal,Pod,2,1561,0.0013
23,Mysore,1284,Indian Tomato,Customer perception / Wrong claim,CX,2,1561,0.0013
23,Mysore,1284,Indian Tomato,Underweight (packing issue),WH,1,1561,0.0006
23,Mysore,1284,Indian Tomato,Overripe,DP,1,1561,0.0006
23,Hyderabad,71360,Pluckk Cold Pressed Extracted 100% Mango Juice (No Preservatives),Taste / water content,Sourcing,2,242,0.0083
23,Hyderabad,71360,Pluckk Cold Pressed Extracted 100% Mango Juice (No Preservatives),Customer perception / Wrong claim,CX,4,242,0.0165
23,Hyderabad,71360,Pluckk Cold Pressed Extracted 100% Mango Juice (No Preservatives),External Damage/Bruises,Pod,7,242,0.0289
23,Guwahati,1037,Cauliflower,Customer perception / Wrong claim,CX,2,109,0.0183
23,Guwahati,1037,Cauliflower,External Damage/Bruises,Pod,1,109,0.0092
23,Kochi,6758,Mallika Mango,Internal Rotten,Sourcing,1,37,0.027
23,Davanagere,17048,South Alphonso Mango (Karnataka Badami),Internal Rotten,Sourcing,1,27,0.037
23,Bhubaneswar,3508,Kiran Watermelon,Internal Rotten,Sourcing,2,198,0.0101
23,Bhubaneswar,3508,Kiran Watermelon,External Damage/Bruises,Pod,1,198,0.0051
23,Bhubaneswar,3508,Kiran Watermelon,Customer perception / Wrong claim,CX,2,198,0.0101
23,Surat,1037,Cauliflower,Customer perception / Wrong claim,CX,1,241,0.0041
23,Surat,1037,Cauliflower,External Damage/Bruises,Pod,2,241,0.0083
23,Raipur,17052,Mango Lalbagh Sindhura,Internal Rotten,Sourcing,1,34,0.0294
23,Raipur,17052,Mango Lalbagh Sindhura,Customer perception / Wrong claim,CX,1,34,0.0294
23,Noida 1,49620,Peach,Customer perception / Wrong claim,CX,3,348,0.0086
23,Noida 1,49620,Peach,External Damage/Bruises,Pod,2,348,0.0057
23,Noida 1,49620,Peach,External Rotten/ Fungal,Pod,5,348,0.0144
23,Noida 1,49620,Peach,Raw,DP,2,348,0.0057
23,Nagpur,1005,Robusta Banana,Customer perception / Wrong claim,CX,1,372,0.0027
23,Nagpur,1005,Robusta Banana,Underweight (packing issue),WH,1,372,0.0027
23,Nagpur,1005,Robusta Banana,External Damage/Bruises,Pod,1,372,0.0027
23,Nagpur,1005,Robusta Banana,Internal Rotten,Sourcing,1,372,0.0027
23,Noida 1,1095,Button Mushroom,Customer perception / Wrong claim,CX,1,1952,0.0005
23,Noida 1,1095,Button Mushroom,Underweight (packing issue),WH,1,1952,0.0005
23,Noida 1,1095,Button Mushroom,External Rotten/ Fungal,Pod,3,1952,0.0015
23,Noida 1,1095,Button Mushroom,External Damage/Bruises,Pod,10,1952,0.0051
23,Noida 1,1095,Button Mushroom,Incorrect size (sourcing issue),DP,1,1952,0.0005
23,Mathura,8962,Robusta Banana Mini Pack,Customer perception / Wrong claim,CX,1,74,0.0135
23,Bangalore,7387,Raw Papaya,External Damage/Bruises,Pod,2,857,0.0023
23,Bangalore,7387,Raw Papaya,Overripe,DP,1,857,0.0012
23,Central Goa,17050,Mango South Alphonso (Karnataka Badami),Raw,DP,2,191,0.0105
23,Central Goa,17050,Mango South Alphonso (Karnataka Badami),External Damage/Bruises,Pod,1,191,0.0052
23,Central Goa,17050,Mango South Alphonso (Karnataka Badami),Customer perception / Wrong claim,CX,1,191,0.0052
23,Pondicherry,7458,Banana Red,External Damage/Bruises,Pod,2,184,0.0109
23,Pondicherry,7458,Banana Red,Customer perception / Wrong claim,CX,2,184,0.0109
23,Thrissur,4601,Ooty Carrot (Carrot),External Damage/Bruises,Pod,2,2638,0.0008
23,Thrissur,4601,Ooty Carrot (Carrot),Customer perception / Wrong claim,CX,1,2638,0.0004
23,Ludhiana,4601,Ooty Carrot (Carrot),Shrivelled / Dry,WH,2,193,0.0104
23,Aurangabad,5005,Sweet Beauty Red Pear,External Damage/Bruises,Pod,1,11,0.0909
23,Tumakuru,1074,Garlic,Underweight (packing issue),WH,1,103,0.0097
23,Jaipur,7821,English Cucumber,Customer perception / Wrong claim,CX,2,1577,0.0013
23,Jaipur,7821,English Cucumber,External Damage/Bruises,Pod,3,1577,0.0019
23,Jaipur,7821,English Cucumber,Internal Rotten,Sourcing,1,1577,0.0006
23,Jaipur,7821,English Cucumber,<NA>,,1,1577,0.0006
23,Salem,5223,Knol Khol,External Damage/Bruises,Pod,1,33,0.0303
23,Madurai,17050,Mango South Alphonso (Karnataka Badami),External Damage/Bruises,Pod,1,36,0.0278
23,Madurai,17050,Mango South Alphonso (Karnataka Badami),Taste / water content,Sourcing,1,36,0.0278
23,Hyderabad,2969,Imported Blueberry (From Peru),Customer perception / Wrong claim,CX,1,1259,0.0008
23,Hyderabad,2969,Imported Blueberry (From Peru),Overripe,DP,1,1259,0.0008
23,Hyderabad,2969,Imported Blueberry (From Peru),External Damage/Bruises,Pod,8,1259,0.0064
23,Coimbatore,1037,Cauliflower,Customer perception / Wrong claim,CX,2,800,0.0025
23,Coimbatore,1037,Cauliflower,External Damage/Bruises,Pod,2,800,0.0025
23,Coimbatore,1037,Cauliflower,Incorrect size (sourcing issue),DP,1,800,0.0013
23,Delhi,6187,Onion (Kanda),External Rotten/ Fungal,Pod,1,1837,0.0005
23,Delhi,6187,Onion (Kanda),Customer perception / Wrong claim,CX,1,1837,0.0005
23,Delhi,6187,Onion (Kanda),External Damage/Bruises,Pod,7,1837,0.0038
23,Delhi,6187,Onion (Kanda),Underweight (packing issue),WH,1,1837,0.0005
23,Warangal,3508,Kiran Watermelon,Taste / water content,Sourcing,1,75,0.0133
23,Warangal,3508,Kiran Watermelon,Internal Rotten,Sourcing,1,75,0.0133
23,Warangal,3508,Kiran Watermelon,External Damage/Bruises,Pod,1,75,0.0133
23,Manipal,1026,Cabbage,External Damage/Bruises,Pod,1,46,0.0217
23,Kolkata,8687,Pointed Gourd,Customer perception / Wrong claim,CX,5,3037,0.0016
23,Kolkata,8687,Pointed Gourd,Overripe,DP,7,3037,0.0023
23,Kolkata,8687,Pointed Gourd,External Rotten/ Fungal,Pod,1,3037,0.0003
23,Kolkata,8687,Pointed Gourd,Underweight (packing issue),WH,1,3037,0.0003
23,Bangalore,3387,Coconut Chunks,Internal Rotten,Sourcing,10,1077,0.0093
23,Bangalore,3387,Coconut Chunks,Customer perception / Wrong claim,CX,1,1077,0.0009
23,Bhubaneswar,19027,Green Cucumber,External Damage/Bruises,Pod,4,853,0.0047
23,Indore,1068,Sweet Corn,External Damage/Bruises,Pod,1,104,0.0096
23,Jamshedpur,1074,Garlic,Customer perception / Wrong claim,CX,1,247,0.004
23,Jamshedpur,1074,Garlic,External Damage/Bruises,Pod,1,247,0.004
23,Rudrapur,17042,Alphonso Mango (Hapus),Internal Rotten,Sourcing,1,6,0.1667
23,Bhubaneswar,3507,Raw Mango,<NA>,,1,121,0.0083
23,Bhubaneswar,3507,Raw Mango,Customer perception / Wrong claim,CX,2,121,0.0165
23,Ujjain,1296,Tender Coconut,External Damage/Bruises,Pod,5,155,0.0323
23,Chennai,1294,Gooseberry,Customer perception / Wrong claim,CX,3,2759,0.0011
23,Chennai,1294,Gooseberry,External Damage/Bruises,Pod,4,2759,0.0015
23,Kochi,4597,Coccinia,Customer perception / Wrong claim,CX,1,1526,0.0007
23,Kochi,4597,Coccinia,External Damage/Bruises,Pod,2,1526,0.0013
23,Vellore,38914,Baby Bottle Gourd,External Damage/Bruises,Pod,1,156,0.0064
23,Noida 1,1023,Long Green Brinjal,Internal Rotten,Sourcing,1,19,0.0526
23,Jamshedpur,17062,Mango Lalbagh Sindhura,<NA>,,1,9,0.1111
23,Jamshedpur,17062,Mango Lalbagh Sindhura,Raw,DP,1,9,0.1111
23,Mumbai,4231,Pulav Mix,Customer perception / Wrong claim,CX,1,780,0.0013
23,Mumbai,4231,Pulav Mix,External Damage/Bruises,Pod,2,780,0.0026
23,Nagpur,7433,Imported Avocado - Tanzania,Customer perception / Wrong claim,CX,1,72,0.0139
23,Nagpur,7433,Imported Avocado - Tanzania,External Rotten/ Fungal,Pod,1,72,0.0139
23,Nagpur,7433,Imported Avocado - Tanzania,Internal Rotten,Sourcing,3,72,0.0417
23,Nagpur,7433,Imported Avocado - Tanzania,Overripe,DP,1,72,0.0139
23,Nagpur,7433,Imported Avocado - Tanzania,External Damage/Bruises,Pod,1,72,0.0139
23,Noida 1,978814,Freshcon Cooked Kabuli Chana /(Chickpeas),Internal Rotten,Sourcing,1,15,0.0667
23,Hubli,7470,Betel Leaf (Fresh),Customer perception / Wrong claim,CX,1,10,0.1
23,Erode,4601,Ooty Carrot (Carrot),Shrivelled / Dry,WH,4,342,0.0117
23,Delhi,21211,Papaya,External Damage/Bruises,Pod,15,138,0.1087
23,Thoothukudi,1005,Robusta Banana,External Damage/Bruises,Pod,1,239,0.0042
23,Chennai,71360,Pluckk Cold Pressed Extracted 100% Mango Juice (No Preservatives),Customer perception / Wrong claim,CX,2,95,0.0211
23,Chennai,71360,Pluckk Cold Pressed Extracted 100% Mango Juice (No Preservatives),Taste / water content,Sourcing,2,95,0.0211
23,Vellore,7466,Striped Muskmelon,Raw,DP,1,8,0.125
23,Kurnool,7456,Thompson Green Grapes (Seedless),Taste / water content,Sourcing,1,41,0.0244
23,Kurnool,7456,Thompson Green Grapes (Seedless),External Rotten/ Fungal,Pod,1,41,0.0244
23,Kurnool,7456,Thompson Green Grapes (Seedless),External Damage/Bruises,Pod,1,41,0.0244
23,Kota,4563,Bitter Gourd,Customer perception / Wrong claim,CX,1,9,0.1111
23,Aurangabad,19027,Green Cucumber,Customer perception / Wrong claim,CX,1,57,0.0175
23,Central Goa,18879,Kesar Mango (Maharashtra),Customer perception / Wrong claim,CX,1,194,0.0052
23,Central Goa,18879,Kesar Mango (Maharashtra),Underweight (packing issue),WH,1,194,0.0052
23,Central Goa,18879,Kesar Mango (Maharashtra),Overripe,DP,1,194,0.0052
23,Mysore,41094,South Dasheri Mango,External Rotten/ Fungal,Pod,1,3,0.3333
23,Nashik,1037,Cauliflower,Customer perception / Wrong claim,CX,1,337,0.003
23,Nashik,1037,Cauliflower,External Damage/Bruises,Pod,2,337,0.0059
23,Pune,8688,Daily Juice Sweet Lime,Customer perception / Wrong claim,CX,2,346,0.0058
23,Pune,8688,Daily Juice Sweet Lime,External Damage/Bruises,Pod,2,346,0.0058
23,Allahabad,1047,Coconut,Internal Rotten,Sourcing,1,33,0.0303
23,Allahabad,1047,Coconut,Customer perception / Wrong claim,CX,1,33,0.0303
23,Lonavla,11565,Baby Banana,External Damage/Bruises,Pod,1,26,0.0385
23,Panipat,1074,Garlic,Customer perception / Wrong claim,CX,1,26,0.0385
23,Central Goa,4602,Carrot (Gajar),External Damage/Bruises,Pod,2,1193,0.0017
23,Central Goa,4602,Carrot (Gajar),Underweight (packing issue),WH,1,1193,0.0008
23,Central Goa,4602,Carrot (Gajar),Customer perception / Wrong claim,CX,1,1193,0.0008
23,Bangalore,255541,Unripe Imported Avocado,External Damage/Bruises,Pod,1,91,0.011
23,Faridabad,17048,South Alphonso Mango (Karnataka Badami),Internal Rotten,Sourcing,2,30,0.0667
23,Faridabad,17048,South Alphonso Mango (Karnataka Badami),External Damage/Bruises,Pod,1,30,0.0333
23,Faridabad,17048,South Alphonso Mango (Karnataka Badami),Customer perception / Wrong claim,CX,1,30,0.0333
23,Faridabad,17048,South Alphonso Mango (Karnataka Badami),Raw,DP,1,30,0.0333
23,Mysore,51935,Baby Yelakki Banana,External Damage/Bruises,Pod,2,212,0.0094
