Mon Aug 17 2026 00:00:00 GMT+0530 (India Standard Time),,,,,,,,,,,,,,,,,,,,,,,,
A.City vs spoc level,,,,,,,,,,,,,,City,SPOC,Basic reason,Mon Aug 17 2026 00:00:00 GMT+0530 (India Standard Time),Sun Aug 16 2026 00:00:00 GMT+0530 (India Standard Time),Sat Aug 15 2026 00:00:00 GMT+0530 (India Standard Time),Fri Aug 14 2026 00:00:00 GMT+0530 (India Standard Time),Thu Aug 13 2026 00:00:00 GMT+0530 (India Standard Time),Wed Aug 12 2026 00:00:00 GMT+0530 (India Standard Time),Tue Aug 11 2026 00:00:00 GMT+0530 (India Standard Time),Tier
,,,,,,,,,,,,,,Bangalore,WH,Underweight (packing issue),0.0008307252424558557,0.000709849157054126,0.0007683946174894111,0.00021463372754394625,0.0002674697362946526,0.0001899829015388615,0.0004418141092822062,Tier-1
,,,,,,,,,,,,,,Chennai,CX,Customer perception / Wrong claim,0.0031300565001724182,0.0028235825615541,0.003390737931649862,0.0023794860310173004,0.0032097454949831933,0.0037043355348134427,0.002744888227220917,Tier-1
,,,,,,,,,,,,,,Chennai,Pod,Damage in transit,0,0.0000225886604924328,0,0,0,0,0,Tier-1
,,,,,,,,,,,,,,Chennai,Pod,External Damage/Bruises,0.005278654606222977,0.009464648746329343,0.007606852859819755,0.0054868148479928335,0.008163368463618672,0.007896083639997076,0.008932517620786713,Tier-1
,,,,,,,,,,,,,,Chennai,Pod,External Rotten/ Fungal,0.002413857131488899,0,0,0,0,0.0007554894840737943,0.000023261764637465398,Tier-1
,,,,,,,,,,,,,,Chennai,Sourcing,Internal Rotten,0.0009018806864903578,0.00112943302462164,0.0008253769965200321,0.0008678125524886625,0.0012636793287335406,0.0010479370262959082,0.0010235176440484776,Tier-1
,,,,,,,,,,,,,,Chennai,Sourcing,Taste / water content,0.00042441444070134485,0.0005421278518183872,0.0006246096189881324,0.00030793348636694475,0.00037910379862006216,0.00021933565666658542,0.00020935588173718857,Tier-1
,,,,,,,,,,,,,,Chennai,Sourcing,Incorrect size (sourcing issue),0.0005835698559643491,0.0002710639259091936,0.000223074863924333,0.00013996976653042942,0.00005054717314934162,0.00002437062851850949,0,Tier-1
,,,,,,,,,,,,,,Chennai,DP,Overripe,0.0003183108305260086,0.00011294330246216399,0.0001115374319621665,0.00008398185991825766,0.00010109434629868324,0.00019496502814807593,0.000046523529274930796,Tier-1
,,,,,,,,,,,,,,Chennai,DP,Raw,0.0004509403432451789,0.0009035464196973119,0.0009369144284821987,0.0006998488326521471,0.0008593019435388076,0.00041430068481466135,0.00041871176347437714,Tier-1
,,,,,,,,,,,,,,Chennai,WH,Shrivelled / Dry,0.0016711318602615453,0.0007680144567427152,0.00042384224145623273,0.0005878730194278036,0.0008087547703894659,0.0010235663977773988,0.0006280676452115658,Tier-1
