WEEK,CITY,Basic Reason for IGCC,SPOC,ORDERS_TOTAL,IGCC,inc_%
9,Khammam,Damage in transit,Pod,849,1,0.0012
9,Belgaum,External Damage/Bruises,Pod,644,1,0.0016
9,Kollam,Internal Rotten,Sourcing,1487,1,0.0007
9,Tirupati,Underweight (packing issue),WH,1901,1,0.0005
9,Thanjavur,Taste / water content,Sourcing,834,1,0.0012
9,Surat,Internal Rotten,Sourcing,1579,3,0.0019
9,Bhubaneswar,Underweight (packing issue),WH,4266,1,0.0002
9,Coimbatore,Taste / water content,Sourcing,5012,1,0.0002
9,Thiruvananthapuram,External Rotten/ Fungal,Pod,7074,5,0.0007
9,Palakkad,Internal Rotten,Sourcing,526,1,0.0019
9,Patna,Raw,Sourcing,2851,1,0.0004
9,Panipat,External Rotten/ Fungal,Pod,673,2,0.003
9,Khammam,Customer perception / Wrong claim,CX,849,1,0.0012
9,Bangalore,External Damage/Bruises,Pod,94481,449,0.0048
9,Bangalore,Shrivelled / Dry,WH,94481,29,0.0003
9,Delhi,Customer perception / Wrong claim,CX,27539,76,0.0028
9,Patna,Shrivelled / Dry,WH,2851,3,0.0011
9,Lonavla,Raw,Sourcing,117,1,0.0085
9,Bhilai,External Damage/Bruises,Pod,131,1,0.0076
9,Delhi,External Rotten/ Fungal,Pod,27539,68,0.0025
9,Kota,Internal Rotten,Sourcing,982,3,0.0031
9,Manipal,External Rotten/ Fungal,Pod,1352,1,0.0007
9,Kolhapur,Customer perception / Wrong claim,CX,319,2,0.0063
9,Varanasi,Taste / water content,Sourcing,910,1,0.0011
9,Anantapur,Taste / water content,Sourcing,597,1,0.0017
9,Aurangabad,External Damage/Bruises,Pod,433,2,0.0046
9,Amritsar,Internal Rotten,Sourcing,524,2,0.0038
9,Jhansi,Taste / water content,Sourcing,232,1,0.0043
9,Lucknow,Internal Rotten,Sourcing,3248,1,0.0003
9,Jaipur,Taste / water content,Sourcing,3789,6,0.0016
9,Kannur,External Damage/Bruises,Pod,363,1,0.0028
9,Raipur,Internal Rotten,Sourcing,711,1,0.0014
9,Central Goa,External Damage/Bruises,Pod,5277,22,0.0042
9,Warangal,External Damage/Bruises,Pod,1310,15,0.0115
9,Guwahati,Customer perception / Wrong claim,CX,1053,6,0.0057
9,Noida 1,Taste / water content,Sourcing,9977,17,0.0017
9,Kakinada,Raw,Sourcing,603,2,0.0033
9,Noida 1,Customer perception / Wrong claim,CX,9977,23,0.0023
9,Ajmer,External Damage/Bruises,Pod,244,2,0.0082
9,Kanpur,Customer perception / Wrong claim,CX,834,2,0.0024
9,Mangaluru,Raw,Sourcing,3249,2,0.0006
9,Kanpur,External Damage/Bruises,Pod,834,3,0.0036
9,Indore,Customer perception / Wrong claim,CX,2008,3,0.0015
9,Kozhikode,Raw,Sourcing,2229,2,0.0009
9,Gurgaon,Taste / water content,Sourcing,14302,12,0.0008
9,Lonavla,Customer perception / Wrong claim,CX,117,1,0.0085
9,Sonipat,External Damage/Bruises,Pod,199,1,0.005
9,Warangal,External Rotten/ Fungal,Pod,1310,2,0.0015
9,Hubli,External Rotten/ Fungal,Pod,512,1,0.002
9,Ujjain,External Damage/Bruises,Pod,413,2,0.0048
9,Rudrapur,External Damage/Bruises,Pod,211,1,0.0047
9,Chennai,Overripe,Pod,44609,4,0.0001
9,Khammam,Shrivelled / Dry,WH,849,1,0.0012
9,Vijayawada,External Damage/Bruises,Pod,2956,13,0.0044
9,Gurgaon,Underweight (packing issue),WH,14302,8,0.0006
9,Nagpur,Customer perception / Wrong claim,CX,1131,5,0.0044
9,Chennai,Damage in transit,Pod,44609,7,0.0002
9,Vijayawada,Customer perception / Wrong claim,CX,2956,4,0.0014
9,Indore,Raw,Sourcing,2008,2,0.001
9,Thanjavur,External Damage/Bruises,Pod,834,2,0.0024
9,Raipur,External Damage/Bruises,Pod,711,8,0.0113
9,Delhi,Underweight (packing issue),WH,27539,6,0.0002
9,Warangal,Customer perception / Wrong claim,CX,1310,4,0.0031
9,Ludhiana,Customer perception / Wrong claim,CX,1470,4,0.0027
9,Nagercoil,Taste / water content,Sourcing,548,1,0.0018
9,Vadodara,External Rotten/ Fungal,Pod,1429,1,0.0007
9,Erode,External Damage/Bruises,Pod,553,1,0.0018
9,Ahmedabad,External Rotten/ Fungal,Pod,6909,6,0.0009
9,Kota,External Damage/Bruises,Pod,982,9,0.0092
9,Rohtak,External Damage/Bruises,Pod,430,6,0.014
9,Pune,Internal Rotten,Sourcing,27453,9,0.0003
9,Pune,External Damage/Bruises,Pod,27453,174,0.0063
9,Mumbai,Shrivelled / Dry,WH,59923,19,0.0003
9,Guntur,External Damage/Bruises,Pod,1648,6,0.0036
9,Amravati,External Damage/Bruises,Pod,239,3,0.0126
9,Central Goa,Taste / water content,Sourcing,5277,7,0.0013
9,Kolkata,Underweight (packing issue),WH,17654,2,0.0001
9,Aligarh,External Rotten/ Fungal,Pod,178,2,0.0112
9,Salem,Overripe,Pod,1282,1,0.0008
9,Karur,Customer perception / Wrong claim,CX,470,1,0.0021
9,Jamshedpur,Customer perception / Wrong claim,CX,775,1,0.0013
9,Gurgaon,Internal Rotten,Sourcing,14302,3,0.0002
9,Ambala,External Damage/Bruises,Pod,362,3,0.0083
9,Delhi,Internal Rotten,Sourcing,27539,46,0.0017
9,Bangalore,Overripe,Pod,94481,15,0.0002
9,Mysore,Internal Rotten,Sourcing,3476,3,0.0009
9,Noida,External Rotten/ Fungal,Pod,3496,11,0.0031
9,Chennai,External Rotten/ Fungal,Pod,44609,3,0.0001
9,Patiala,Customer perception / Wrong claim,CX,624,3,0.0048
9,Kolkata,Overripe,Pod,17654,3,0.0002
9,Siliguri,External Damage/Bruises,Pod,339,1,0.003
9,Madurai,Internal Rotten,Sourcing,1397,1,0.0007
9,Latur,Internal Rotten,Sourcing,146,1,0.0068
9,Rudrapur,Taste / water content,Sourcing,211,2,0.0095
9,Bhubaneswar,Raw,Sourcing,4266,1,0.0002
9,Bhubaneswar,Internal Rotten,Sourcing,4266,2,0.0005
9,Faridabad,Internal Rotten,Sourcing,2610,4,0.0015
9,Nagpur,External Damage/Bruises,Pod,1131,2,0.0018
9,Hyderabad,Internal Rotten,Sourcing,56962,7,0.0001
9,Lonavla,External Damage/Bruises,Pod,117,2,0.0171
9,Noida,Shrivelled / Dry,WH,3496,2,0.0006
9,Guwahati,External Rotten/ Fungal,Pod,1053,1,0.001
9,Noida,Incorrect size (sourcing issue),Sourcing,3496,1,0.0003
9,Ahmedabad,External Damage/Bruises,Pod,6909,62,0.009
9,Kolkata,External Rotten/ Fungal,Pod,17654,34,0.0019
9,Mumbai,Customer perception / Wrong claim,CX,59923,173,0.0029
9,Noida 1,External Rotten/ Fungal,Pod,9977,35,0.0035
9,Thiruvananthapuram,Customer perception / Wrong claim,CX,7074,7,0.001
9,Chennai,Internal Rotten,Sourcing,44609,13,0.0003
9,Kottayam,External Damage/Bruises,Pod,892,3,0.0034
9,Kozhikode,External Damage/Bruises,Pod,2229,5,0.0022
9,Chennai,Taste / water content,Sourcing,44609,15,0.0003
9,Meerut,External Damage/Bruises,Pod,388,3,0.0077
9,Roorkee,External Damage/Bruises,Pod,270,2,0.0074
9,Thanjavur,Raw,Sourcing,834,1,0.0012
9,Kochi,Taste / water content,Sourcing,14867,5,0.0003
9,Nanded,External Rotten/ Fungal,Pod,111,1,0.009
9,Vijayawada,Shrivelled / Dry,WH,2956,1,0.0003
9,Tirupur,External Damage/Bruises,Pod,904,1,0.0011
9,Kanpur,Raw,Sourcing,834,1,0.0012
9,Hyderabad,External Damage/Bruises,Pod,56962,466,0.0082
9,Ahmedabad,Customer perception / Wrong claim,CX,6909,33,0.0048
9,Trichy,External Damage/Bruises,Pod,1377,7,0.0051
9,Lucknow,External Damage/Bruises,Pod,3248,12,0.0037
9,Khammam,External Damage/Bruises,Pod,849,5,0.0059
9,Surat,Underweight (packing issue),WH,1579,2,0.0013
9,Noida 1,Overripe,Pod,9977,4,0.0004
9,Kurnool,Shrivelled / Dry,WH,824,1,0.0012
9,Saharanpur,External Damage/Bruises,Pod,88,1,0.0114
9,Agra,Taste / water content,Sourcing,403,1,0.0025
9,Ambala,Underweight (packing issue),WH,362,1,0.0028
9,Aligarh,Internal Rotten,Sourcing,178,1,0.0056
9,Guntur,Taste / water content,Sourcing,1648,1,0.0006
9,Nizamabad,Customer perception / Wrong claim,CX,80,1,0.0125
9,Chandigarh,Underweight (packing issue),WH,7031,1,0.0001
9,Jabalpur,Raw,Sourcing,522,1,0.0019
9,Thrissur,External Damage/Bruises,Pod,3470,6,0.0017
9,Chennai,External Damage/Bruises,Pod,44609,328,0.0074
9,Patna,External Rotten/ Fungal,Pod,2851,4,0.0014
9,Gwalior,External Damage/Bruises,Pod,684,4,0.0058
9,Hyderabad,Overripe,Pod,56962,5,0.0001
9,Salem,Customer perception / Wrong claim,CX,1282,1,0.0008
9,Pune,External Rotten/ Fungal,Pod,27453,1,0
9,Chandigarh,Overripe,Pod,7031,1,0.0001
9,Karimnagar,Taste / water content,Sourcing,476,1,0.0021
9,Trichy,Internal Rotten,Sourcing,1377,1,0.0007
9,Aligarh,External Damage/Bruises,Pod,178,1,0.0056
9,Tirupati,Customer perception / Wrong claim,CX,1901,8,0.0042
9,Guwahati,External Damage/Bruises,Pod,1053,15,0.0142
9,Ranchi,External Damage/Bruises,Pod,1135,4,0.0035
9,Kurnool,External Damage/Bruises,Pod,824,10,0.0121
9,Chandigarh,Customer perception / Wrong claim,CX,7031,25,0.0036
9,Tirupati,External Damage/Bruises,Pod,1901,18,0.0095
9,Anand,External Damage/Bruises,Pod,176,2,0.0114
9,Salem,Internal Rotten,Sourcing,1282,2,0.0016
9,Panipat,Customer perception / Wrong claim,CX,673,2,0.003
9,Coimbatore,External Rotten/ Fungal,Pod,5012,3,0.0006
9,Tirunelveli,External Damage/Bruises,Pod,885,2,0.0023
9,Ludhiana,Shrivelled / Dry,WH,1470,1,0.0007
9,Raipur,Customer perception / Wrong claim,CX,711,1,0.0014
9,Noida 1,Damage in transit,Pod,9977,2,0.0002
9,Rajkot,Taste / water content,Sourcing,545,1,0.0018
9,Tirupati,External Rotten/ Fungal,Pod,1901,1,0.0005
9,Mysore,Shrivelled / Dry,WH,3476,1,0.0003
9,Mumbai,External Rotten/ Fungal,Pod,59923,2,0
9,Noida 1,Underweight (packing issue),WH,9977,1,0.0001
9,Jaipur,Shrivelled / Dry,WH,3789,3,0.0008
9,Jalandhar,Overripe,Pod,361,1,0.0028
9,Bangalore,Internal Rotten,Sourcing,94481,163,0.0017
9,Dehradun,Customer perception / Wrong claim,CX,2013,7,0.0035
9,Bhopal,Customer perception / Wrong claim,CX,1253,5,0.004
9,Tumakuru,External Damage/Bruises,Pod,590,2,0.0034
9,Kolkata,Customer perception / Wrong claim,CX,17654,23,0.0013
9,Pune,Raw,Sourcing,27453,13,0.0005
9,Surat,Customer perception / Wrong claim,CX,1579,7,0.0044
9,Thiruvananthapuram,Raw,Sourcing,7074,3,0.0004
9,Pondicherry,Raw,Sourcing,1974,3,0.0015
9,Hubli,External Damage/Bruises,Pod,512,3,0.0059
9,Varanasi,External Rotten/ Fungal,Pod,910,2,0.0022
9,Bhopal,Taste / water content,Sourcing,1253,1,0.0008
9,Trichy,Shrivelled / Dry,WH,1377,1,0.0007
9,Warangal,Raw,Sourcing,1310,3,0.0023
9,Jodhpur,External Rotten/ Fungal,Pod,297,2,0.0067
9,Manipal,Raw,Sourcing,1352,2,0.0015
9,Varanasi,Raw,Sourcing,910,1,0.0011
9,Thanjavur,Customer perception / Wrong claim,CX,834,1,0.0012
9,Hyderabad,Customer perception / Wrong claim,CX,56962,181,0.0032
9,Kollam,External Damage/Bruises,Pod,1487,2,0.0013
9,Mangaluru,Internal Rotten,Sourcing,3249,3,0.0009
9,Nagercoil,External Damage/Bruises,Pod,548,3,0.0055
9,Ludhiana,Incorrect size (sourcing issue),Sourcing,1470,1,0.0007
9,Vizianagaram,Internal Rotten,Sourcing,124,1,0.0081
9,Thiruvananthapuram,Internal Rotten,Sourcing,7074,4,0.0006
9,Rajkot,Raw,Sourcing,545,1,0.0018
9,Varanasi,Customer perception / Wrong claim,CX,910,1,0.0011
9,Agra,Internal Rotten,Sourcing,403,1,0.0025
9,Patna,Underweight (packing issue),WH,2851,1,0.0004
9,Pondicherry,External Damage/Bruises,Pod,1974,6,0.003
9,Bathinda,External Damage/Bruises,Pod,196,2,0.0102
9,Surat,External Damage/Bruises,Pod,1579,10,0.0063
9,Madurai,Customer perception / Wrong claim,CX,1397,4,0.0029
9,Shivamogga,Customer perception / Wrong claim,CX,582,3,0.0052
9,Jaipur,Raw,Sourcing,3789,2,0.0005
9,Nellore,External Damage/Bruises,Pod,731,4,0.0055
9,Patiala,External Damage/Bruises,Pod,624,4,0.0064
9,Mysore,Raw,Sourcing,3476,3,0.0009
9,Dehradun,Raw,Sourcing,2013,1,0.0005
9,Mysore,External Rotten/ Fungal,Pod,3476,1,0.0003
9,Hyderabad,Damage in transit,Pod,56962,11,0.0002
9,Karimnagar,Shrivelled / Dry,WH,476,1,0.0021
9,Vizag,External Rotten/ Fungal,Pod,3011,3,0.001
9,Mangaluru,Taste / water content,Sourcing,3249,1,0.0003
9,Ahmedabad,Shrivelled / Dry,WH,6909,1,0.0001
9,Faridabad,Shrivelled / Dry,WH,2610,1,0.0004
9,Bhubaneswar,Customer perception / Wrong claim,CX,4266,4,0.0009
9,Jamshedpur,Shrivelled / Dry,WH,775,1,0.0013
9,Tirupati,Taste / water content,Sourcing,1901,1,0.0005
9,Latur,External Damage/Bruises,Pod,146,1,0.0068
9,Faridabad,Customer perception / Wrong claim,CX,2610,10,0.0038
9,Noida 1,Raw,Sourcing,9977,20,0.002
9,Jaipur,Customer perception / Wrong claim,CX,3789,17,0.0045
9,Tirupati,Raw,Sourcing,1901,3,0.0016
9,Nashik,Customer perception / Wrong claim,CX,1146,3,0.0026
9,Nellore,Customer perception / Wrong claim,CX,731,3,0.0041
9,Panipat,Taste / water content,Sourcing,673,1,0.0015
9,Ahmedabad,Raw,Sourcing,6909,2,0.0003
9,Ahmedabad,Taste / water content,Sourcing,6909,1,0.0001
9,Salem,Raw,Sourcing,1282,1,0.0008
9,Surat,Taste / water content,Sourcing,1579,1,0.0006
9,Jabalpur,External Damage/Bruises,Pod,522,1,0.0019
9,Indore,External Damage/Bruises,Pod,2008,11,0.0055
9,Jaipur,External Rotten/ Fungal,Pod,3789,4,0.0011
9,Bangalore,Taste / water content,Sourcing,94481,68,0.0007
9,Vadodara,Internal Rotten,Sourcing,1429,5,0.0035
9,Manipal,External Damage/Bruises,Pod,1352,7,0.0052
9,Mumbai,Damage in transit,Pod,59923,3,0.0001
9,Bangalore,Incorrect size (sourcing issue),Sourcing,94481,22,0.0002
9,Salem,External Damage/Bruises,Pod,1282,5,0.0039
9,Patna,Customer perception / Wrong claim,CX,2851,8,0.0028
9,Agra,External Damage/Bruises,Pod,403,2,0.005
9,Hyderabad,External Rotten/ Fungal,Pod,56962,1,0
9,Rajahmundry,External Damage/Bruises,Pod,559,1,0.0018
9,Ujjain,Customer perception / Wrong claim,CX,413,1,0.0024
9,Nagpur,Internal Rotten,Sourcing,1131,1,0.0009
9,Vadodara,Customer perception / Wrong claim,CX,1429,1,0.0007
9,Tirupati,Shrivelled / Dry,WH,1901,1,0.0005
9,Aurangabad,Customer perception / Wrong claim,CX,433,1,0.0023
9,Karnal,Raw,Sourcing,174,1,0.0057
9,Varanasi,External Damage/Bruises,Pod,910,5,0.0055
9,Bangalore,Raw,Sourcing,94481,77,0.0008
9,Delhi,Taste / water content,Sourcing,27539,58,0.0021
9,Chandigarh,Internal Rotten,Sourcing,7031,6,0.0009
9,Gurgaon,External Rotten/ Fungal,Pod,14302,2,0.0001
9,Faridabad,Taste / water content,Sourcing,2610,5,0.0019
9,Rohtak,Raw,Sourcing,430,1,0.0023
9,Kanchipuram,External Damage/Bruises,Pod,595,1,0.0017
9,Thoothukudi,Internal Rotten,Sourcing,771,1,0.0013
9,Thiruvananthapuram,Overripe,Pod,7074,1,0.0001
9,Karimnagar,External Rotten/ Fungal,Pod,476,1,0.0021
9,Noida,Taste / water content,Sourcing,3496,3,0.0009
9,Karaikkudi,External Rotten/ Fungal,Pod,340,1,0.0029
9,Rajahmundry,Taste / water content,Sourcing,559,1,0.0018
9,Indore,External Rotten/ Fungal,Pod,2008,5,0.0025
9,Noida,Internal Rotten,Sourcing,3496,9,0.0026
9,Gurgaon,Raw,Sourcing,14302,45,0.0031
9,Bangalore,External Rotten/ Fungal,Pod,94481,170,0.0018
9,Sri Ganganagar,External Damage/Bruises,Pod,473,5,0.0106
9,Indore,Taste / water content,Sourcing,2008,3,0.0015
9,Anantapur,Raw,Sourcing,597,2,0.0034
9,Thiruvalla,Shrivelled / Dry,WH,688,1,0.0015
9,Indore,Internal Rotten,Sourcing,2008,3,0.0015
9,Kanpur,Internal Rotten,Sourcing,834,1,0.0012
9,Noida 1,Shrivelled / Dry,WH,9977,3,0.0003
9,Vijayawada,Taste / water content,Sourcing,2956,1,0.0003
9,Mumbai,Taste / water content,Sourcing,59923,37,0.0006
9,Kochi,Internal Rotten,Sourcing,14867,16,0.0011
9,Madurai,External Rotten/ Fungal,Pod,1397,2,0.0014
9,Ranchi,Customer perception / Wrong claim,CX,1135,1,0.0009
9,Jaipur,Underweight (packing issue),WH,3789,3,0.0008
9,Patna,Taste / water content,Sourcing,2851,2,0.0007
9,Jodhpur,External Damage/Bruises,Pod,297,1,0.0034
9,Allahabad,External Damage/Bruises,Pod,145,1,0.0069
9,Kurukshetra,External Damage/Bruises,Pod,166,3,0.0181
9,Khammam,Internal Rotten,Sourcing,849,1,0.0012
9,Gorakhpur,External Damage/Bruises,Pod,211,2,0.0095
9,Lucknow,Customer perception / Wrong claim,CX,3248,1,0.0003
9,Nashik,External Damage/Bruises,Pod,1146,8,0.007
9,Delhi,Incorrect size (sourcing issue),Sourcing,27539,6,0.0002
9,Chennai,Shrivelled / Dry,WH,44609,13,0.0003
9,Chandigarh,Raw,Sourcing,7031,15,0.0021
9,Vizag,Customer perception / Wrong claim,CX,3011,7,0.0023
9,Kochi,Raw,Sourcing,14867,4,0.0003
9,Udaipur,External Damage/Bruises,Pod,765,7,0.0092
9,Shivamogga,Internal Rotten,Sourcing,582,2,0.0034
9,Vapi,External Damage/Bruises,Pod,611,3,0.0049
9,Bikaner,External Damage/Bruises,Pod,159,4,0.0252
9,Karaikkudi,Underweight (packing issue),WH,340,4,0.0118
9,Thrissur,Incorrect size (sourcing issue),Sourcing,3470,1,0.0003
9,Jabalpur,Taste / water content,Sourcing,522,1,0.0019
9,Thiruvananthapuram,Underweight (packing issue),WH,7074,1,0.0001
9,Silchar,External Rotten/ Fungal,Pod,479,1,0.0021
9,Dehradun,External Rotten/ Fungal,Pod,2013,1,0.0005
9,Bhubaneswar,Taste / water content,Sourcing,4266,1,0.0002
9,Mysore,Underweight (packing issue),WH,3476,2,0.0006
9,Ambala,Raw,Sourcing,362,1,0.0028
9,Meerut,Customer perception / Wrong claim,CX,388,1,0.0026
9,Bathinda,Raw,Sourcing,196,1,0.0051
9,Kolkata,Incorrect size (sourcing issue),Sourcing,17654,1,0.0001
9,Thrissur,Raw,Sourcing,3470,1,0.0003
9,Jamshedpur,External Damage/Bruises,Pod,775,2,0.0026
9,Mumbai,External Damage/Bruises,Pod,59923,353,0.0059
9,Faridabad,External Damage/Bruises,Pod,2610,21,0.008
9,Vizag,External Damage/Bruises,Pod,3011,10,0.0033
9,Varanasi,Internal Rotten,Sourcing,910,2,0.0022
9,Gurgaon,Customer perception / Wrong claim,CX,14302,34,0.0024
9,Pune,Taste / water content,Sourcing,27453,13,0.0005
9,Mysore,Customer perception / Wrong claim,CX,3476,8,0.0023
9,Anantapur,External Damage/Bruises,Pod,597,2,0.0034
9,Dibrugarh,External Damage/Bruises,Pod,401,7,0.0175
9,Gorakhpur,Customer perception / Wrong claim,CX,211,2,0.0095
9,Salem,Shrivelled / Dry,WH,1282,1,0.0008
9,Thiruvallur,Customer perception / Wrong claim,CX,463,1,0.0022
9,Gurgaon,External Damage/Bruises,Pod,14302,117,0.0082
9,Jaipur,External Damage/Bruises,Pod,3789,34,0.009
9,Chennai,Raw,Sourcing,44609,48,0.0011
9,Kolkata,Raw,Sourcing,17654,8,0.0005
9,Pune,Customer perception / Wrong claim,CX,27453,93,0.0034
9,Mangaluru,External Damage/Bruises,Pod,3249,9,0.0028
9,Noida 1,External Damage/Bruises,Pod,9977,48,0.0048
9,Noida 1,Internal Rotten,Sourcing,9977,18,0.0018
9,Kochi,Customer perception / Wrong claim,CX,14867,20,0.0013
9,Chandigarh,External Rotten/ Fungal,Pod,7031,7,0.001
9,Karimnagar,External Damage/Bruises,Pod,476,2,0.0042
9,Central Goa,Customer perception / Wrong claim,CX,5277,3,0.0006
9,Mumbai,Overripe,Pod,59923,2,0
9,Vapi,External Rotten/ Fungal,Pod,611,1,0.0016
9,Thiruvananthapuram,External Damage/Bruises,Pod,7074,31,0.0044
9,Nagpur,External Rotten/ Fungal,Pod,1131,1,0.0009
9,Gwalior,Internal Rotten,Sourcing,684,1,0.0015
9,Salem,Taste / water content,Sourcing,1282,1,0.0008
9,Kochi,Shrivelled / Dry,WH,14867,2,0.0001
9,Vijayawada,Raw,Sourcing,2956,3,0.001
9,Vadodara,External Damage/Bruises,Pod,1429,12,0.0084
9,Mysore,External Damage/Bruises,Pod,3476,10,0.0029
9,Kolkata,External Damage/Bruises,Pod,17654,40,0.0023
9,Kanpur,Taste / water content,Sourcing,834,2,0.0024
9,Patna,External Damage/Bruises,Pod,2851,17,0.006
9,Vijayawada,Internal Rotten,Sourcing,2956,4,0.0014
9,Guntur,Internal Rotten,Sourcing,1648,5,0.003
9,Karaikkudi,External Damage/Bruises,Pod,340,2,0.0059
9,Udaipur,Customer perception / Wrong claim,CX,765,3,0.0039
