WEEK,CITY,Basic Reason for IGCC,SPOC,ORDERS_TOTAL,IGCC,inc_%
13,Jodhpur,External Damage/Bruises,Pod,1920,17,0.0089
13,Nellore,Shrivelled / Dry,WH,4229,2,0.0005
13,Surat,Raw,Sourcing,12185,8,0.0007
13,Hubli,External Damage/Bruises,Pod,2979,7,0.0024
13,Bilaspur,Customer perception / Wrong claim,CX,1090,5,0.0046
13,Vizag,Damage in transit,Pod,22811,3,0.0001
13,Nizamabad,Underweight (packing issue),WH,830,1,0.0012
13,Tirupur,External Rotten/ Fungal,Pod,5349,1,0.0002
13,Chennai,Incorrect size (sourcing issue),Sourcing,228068,19,0.0001
13,Anantapur,Incorrect size (sourcing issue),Sourcing,3578,1,0.0003
13,Kottayam,Internal Rotten,Sourcing,5351,1,0.0002
13,Salem,External Damage/Bruises,Pod,7054,22,0.0031
13,Coimbatore,Taste / water content,Sourcing,33089,7,0.0002
13,Chennai,Shrivelled / Dry,WH,228068,40,0.0002
13,Jaipur,External Damage/Bruises,Pod,24943,155,0.0062
13,Guntur,Taste / water content,Sourcing,11159,2,0.0002
13,Alappuzha,Raw,Sourcing,3662,2,0.0005
13,Ludhiana,External Damage/Bruises,Pod,7640,24,0.0031
13,Madurai,Internal Rotten,Sourcing,10430,8,0.0008
13,Jabalpur,Raw,Sourcing,2359,2,0.0008
13,Kottayam,External Damage/Bruises,Pod,5351,5,0.0009
13,Vadodara,Internal Rotten,Sourcing,11451,18,0.0016
13,Gwalior,Customer perception / Wrong claim,CX,3164,7,0.0022
13,Pondicherry,Raw,Sourcing,10189,7,0.0007
13,Rajahmundry,Taste / water content,Sourcing,3897,3,0.0008
13,Vizag,Overripe,Pod,22811,6,0.0003
13,Nellore,Taste / water content,Sourcing,4229,1,0.0002
13,Manipal,Internal Rotten,Sourcing,6991,3,0.0004
13,Guntur,Overripe,Pod,11159,1,0.0001
13,Nellore,Raw,Sourcing,4229,4,0.0009
13,Central Goa,Damage in transit,Pod,37062,6,0.0002
13,Bangalore,Customer perception / Wrong claim,CX,613280,1713,0.0028
13,Delhi,Customer perception / Wrong claim,CX,165347,497,0.003
13,Patna,Customer perception / Wrong claim,CX,14785,66,0.0045
13,Delhi,Internal Rotten,Sourcing,165347,134,0.0008
13,Kolkata,External Rotten/ Fungal,Pod,95830,158,0.0016
13,Chandigarh,Internal Rotten,Sourcing,41278,15,0.0004
13,Nagpur,Shrivelled / Dry,WH,10676,7,0.0007
13,Sri Ganganagar,Customer perception / Wrong claim,CX,1775,1,0.0006
13,Kanchipuram,Internal Rotten,Sourcing,2550,1,0.0004
13,Central Goa,Underweight (packing issue),WH,37062,10,0.0003
13,Bhopal,Shrivelled / Dry,WH,9383,3,0.0003
13,Erode,Raw,Sourcing,3359,2,0.0006
13,Jabalpur,Internal Rotten,Sourcing,2359,1,0.0004
13,Bhopal,Raw,Sourcing,9383,5,0.0005
13,Kozhikode,Incorrect size (sourcing issue),Sourcing,14135,1,0.0001
13,Siliguri,Taste / water content,Sourcing,2778,1,0.0004
13,Thrissur,Raw,Sourcing,22057,23,0.001
13,Noida 1,Underweight (packing issue),WH,67389,15,0.0002
13,Hyderabad,Damage in transit,Pod,347561,20,0.0001
13,Varanasi,Taste / water content,Sourcing,9972,6,0.0006
13,Meerut,Internal Rotten,Sourcing,5106,6,0.0012
13,Kanpur,External Damage/Bruises,Pod,3394,6,0.0018
13,Patna,Underweight (packing issue),WH,14785,1,0.0001
13,Dehradun,Shrivelled / Dry,WH,9770,1,0.0001
13,Ujjain,Raw,Sourcing,2178,1,0.0005
13,Nashik,Shrivelled / Dry,WH,6074,2,0.0003
13,Mysore,Overripe,Pod,21173,4,0.0002
13,Vellore,Raw,Sourcing,5990,6,0.001
13,Central Goa,External Damage/Bruises,Pod,37062,219,0.0059
13,Delhi,Taste / water content,Sourcing,165347,203,0.0012
13,Jamshedpur,Damage in transit,Pod,2981,1,0.0003
13,Bhubaneswar,Overripe,Pod,30051,1,0
13,Indore,Damage in transit,Pod,16312,2,0.0001
13,Rohtak,Raw,Sourcing,2386,2,0.0008
13,Gorakhpur,Raw,Sourcing,2681,1,0.0004
13,Hubli,Customer perception / Wrong claim,CX,2979,6,0.002
13,Jamshedpur,External Rotten/ Fungal,Pod,2981,2,0.0007
13,Rajkot,Raw,Sourcing,4917,1,0.0002
13,Noida 1,Incorrect size (sourcing issue),Sourcing,67389,20,0.0003
13,Faridabad,Internal Rotten,Sourcing,12969,4,0.0003
13,Udaipur,Customer perception / Wrong claim,CX,4600,7,0.0015
13,Rohtak,Customer perception / Wrong claim,CX,2386,7,0.0029
13,Lonavla,Customer perception / Wrong claim,CX,845,3,0.0036
13,Jabalpur,Customer perception / Wrong claim,CX,2359,5,0.0021
13,Hubli,Internal Rotten,Sourcing,2979,2,0.0007
13,Rajkot,External Rotten/ Fungal,Pod,4917,4,0.0008
13,Bhimavaram,External Damage/Bruises,Pod,693,2,0.0029
13,Muzaffarpur,External Rotten/ Fungal,Pod,891,1,0.0011
13,Panipat,Raw,Sourcing,2276,1,0.0004
13,Siliguri,External Rotten/ Fungal,Pod,2778,1,0.0004
13,Mangaluru,Shrivelled / Dry,WH,20699,7,0.0003
13,Noida 1,Taste / water content,Sourcing,67389,86,0.0013
13,Guntur,Customer perception / Wrong claim,CX,11159,26,0.0023
13,Bangalore,Underweight (packing issue),WH,613280,166,0.0003
13,Kozhikode,Customer perception / Wrong claim,CX,14135,16,0.0011
13,Ahmedabad,Internal Rotten,Sourcing,44015,25,0.0006
13,Noida 1,Overripe,Pod,67389,16,0.0002
13,Gurgaon,Overripe,Pod,87944,8,0.0001
13,Pondicherry,External Damage/Bruises,Pod,10189,37,0.0036
13,Dehradun,Internal Rotten,Sourcing,9770,5,0.0005
13,Vijayawada,Taste / water content,Sourcing,18637,5,0.0003
13,Sonipat,Customer perception / Wrong claim,CX,1092,2,0.0018
13,Guwahati,External Rotten/ Fungal,Pod,9699,6,0.0006
13,Kolhapur,Damage in transit,Pod,2164,1,0.0005
13,Ongole,Customer perception / Wrong claim,CX,590,5,0.0085
13,Mangaluru,External Damage/Bruises,Pod,20699,96,0.0046
13,Kollam,External Damage/Bruises,Pod,8394,8,0.001
13,Amritsar,External Damage/Bruises,Pod,2864,14,0.0049
13,Dibrugarh,Customer perception / Wrong claim,CX,2701,17,0.0063
13,Sonipat,Taste / water content,Sourcing,1092,4,0.0037
13,Ahmedabad,Taste / water content,Sourcing,44015,8,0.0002
13,Kolkata,Incorrect size (sourcing issue),Sourcing,95830,20,0.0002
13,Jaipur,Internal Rotten,Sourcing,24943,11,0.0004
13,Vapi,Customer perception / Wrong claim,CX,3294,6,0.0018
13,Trichy,Internal Rotten,Sourcing,8806,7,0.0008
13,Faridabad,Damage in transit,Pod,12969,1,0.0001
13,Rajahmundry,External Damage/Bruises,Pod,3897,14,0.0036
13,Tirupur,Underweight (packing issue),WH,5349,2,0.0004
13,Thiruvallur,Customer perception / Wrong claim,CX,2108,1,0.0005
13,Kolkata,Damage in transit,Pod,95830,2,0
13,Rajahmundry,Shrivelled / Dry,WH,3897,3,0.0008
13,Madurai,Overripe,Pod,10430,1,0.0001
13,Moradabad,Raw,Sourcing,2052,1,0.0005
13,Thiruvananthapuram,Raw,Sourcing,45488,17,0.0004
13,Varanasi,Internal Rotten,Sourcing,9972,5,0.0005
13,Thoothukudi,Taste / water content,Sourcing,4234,2,0.0005
13,Alappuzha,Taste / water content,Sourcing,3662,1,0.0003
13,Nizamabad,Internal Rotten,Sourcing,830,1,0.0012
13,Nagercoil,External Rotten/ Fungal,Pod,3404,2,0.0006
13,Chennai,Customer perception / Wrong claim,CX,228068,756,0.0033
13,Manipal,External Damage/Bruises,Pod,6991,43,0.0062
13,Allahabad,Customer perception / Wrong claim,CX,1826,9,0.0049
13,Faridabad,Underweight (packing issue),WH,12969,4,0.0003
13,Amritsar,Customer perception / Wrong claim,CX,2864,4,0.0014
13,Nellore,External Rotten/ Fungal,Pod,4229,4,0.0009
13,Tumakuru,Internal Rotten,Sourcing,3286,2,0.0006
13,Ludhiana,Taste / water content,Sourcing,7640,1,0.0001
13,Silchar,Shrivelled / Dry,WH,3223,3,0.0009
13,Varanasi,Underweight (packing issue),WH,9972,6,0.0006
13,Nagpur,Incorrect size (sourcing issue),Sourcing,10676,4,0.0004
13,Hyderabad,Underweight (packing issue),WH,347561,198,0.0006
13,Central Goa,Shrivelled / Dry,WH,37062,9,0.0002
13,Gorakhpur,Customer perception / Wrong claim,CX,2681,7,0.0026
13,Gurgaon,Raw,Sourcing,87944,133,0.0015
13,Panipat,Customer perception / Wrong claim,CX,2276,4,0.0018
13,Kozhikode,External Rotten/ Fungal,Pod,14135,7,0.0005
13,Karur,External Damage/Bruises,Pod,2763,5,0.0018
13,Jamshedpur,External Damage/Bruises,Pod,2981,18,0.006
13,Ahmedabad,Damage in transit,Pod,44015,4,0.0001
14,Madurai,External Rotten/ Fungal,Pod,10762,14,0.0013
14,Noida,Shrivelled / Dry,WH,22599,11,0.0005
14,Bareilly,Internal Rotten,Sourcing,1145,2,0.0017
14,Kakinada,Taste / water content,Sourcing,3451,1,0.0003
14,Bathinda,Customer perception / Wrong claim,CX,1007,4,0.004
14,Erode,Shrivelled / Dry,WH,3846,1,0.0003
14,Sonipat,Internal Rotten,Sourcing,1123,3,0.0027
14,Noida,External Damage/Bruises,Pod,22599,187,0.0083
14,Meerut,Underweight (packing issue),WH,4488,2,0.0004
14,Panipat,Customer perception / Wrong claim,CX,2473,8,0.0032
14,Udaipur,Raw,Sourcing,5272,8,0.0015
14,Thoothukudi,Shrivelled / Dry,WH,5002,2,0.0004
14,Ahmedabad,Damage in transit,Pod,41592,1,0
14,Indore,Underweight (packing issue),WH,15657,5,0.0003
14,Thiruvananthapuram,Shrivelled / Dry,WH,42736,18,0.0004
14,Manipal,Customer perception / Wrong claim,CX,6987,19,0.0027
14,Patna,Customer perception / Wrong claim,CX,16051,50,0.0031
14,Bhopal,External Damage/Bruises,Pod,9206,50,0.0054
14,Mangaluru,External Rotten/ Fungal,Pod,20243,30,0.0015
14,Palakkad,Customer perception / Wrong claim,CX,3743,5,0.0013
14,Kochi,Shrivelled / Dry,WH,88401,9,0.0001
14,Kakinada,Internal Rotten,Sourcing,3451,2,0.0006
14,Amritsar,Raw,Sourcing,3213,2,0.0006
14,Latur,Taste / water content,Sourcing,850,1,0.0012
14,Vadodara,Overripe,Pod,9575,1,0.0001
14,Aurangabad,Raw,Sourcing,3068,1,0.0003
14,Chennai,Taste / water content,Sourcing,257858,52,0.0002
14,Thiruvananthapuram,External Rotten/ Fungal,Pod,42736,31,0.0007
14,Ajmer,Underweight (packing issue),WH,1766,1,0.0006
14,Moradabad,Taste / water content,Sourcing,2251,3,0.0013
14,Bikaner,External Damage/Bruises,Pod,1227,1,0.0008
14,Anantapur,External Damage/Bruises,Pod,3551,23,0.0065
14,Rajkot,Shrivelled / Dry,WH,4119,3,0.0007
14,Belgaum,Raw,Sourcing,3525,4,0.0011
14,Kochi,Customer perception / Wrong claim,CX,88401,99,0.0011
14,Kurnool,Customer perception / Wrong claim,CX,5507,27,0.0049
14,Pondicherry,Overripe,Pod,11895,3,0.0003
14,Bhopal,External Rotten/ Fungal,Pod,9206,4,0.0004
14,Noida,Taste / water content,Sourcing,22599,39,0.0017
14,Ahmedabad,Overripe,Pod,41592,5,0.0001
14,Faridabad,Taste / water content,Sourcing,13824,9,0.0007
14,Siliguri,External Rotten/ Fungal,Pod,2717,5,0.0018
14,Jabalpur,Raw,Sourcing,2888,2,0.0007
14,Hyderabad,External Rotten/ Fungal,Pod,347502,83,0.0002
14,Kanchipuram,Underweight (packing issue),WH,3048,1,0.0003
14,Rajahmundry,Underweight (packing issue),WH,4086,1,0.0002
14,Thrissur,Internal Rotten,Sourcing,22768,4,0.0002
14,Tumakuru,Raw,Sourcing,3266,1,0.0003
14,Jaipur,Incorrect size (sourcing issue),Sourcing,25004,1,0
14,Amritsar,Taste / water content,Sourcing,3213,2,0.0006
14,Rohtak,Internal Rotten,Sourcing,2712,1,0.0004
14,Ludhiana,Raw,Sourcing,7827,14,0.0018
14,Surat,Customer perception / Wrong claim,CX,11172,32,0.0029
14,Nashik,External Damage/Bruises,Pod,6880,22,0.0032
14,Kozhikode,Taste / water content,Sourcing,13094,1,0.0001
14,Kanpur,Underweight (packing issue),WH,3624,1,0.0003
14,Bangalore,Raw,Sourcing,627930,698,0.0011
14,Kannur,Customer perception / Wrong claim,CX,1937,3,0.0015
14,Guwahati,External Damage/Bruises,Pod,9239,108,0.0117
14,Vijayawada,External Rotten/ Fungal,Pod,18638,5,0.0003
14,Thoothukudi,External Rotten/ Fungal,Pod,5002,2,0.0004
14,Kochi,Raw,Sourcing,88401,47,0.0005
14,Chandigarh,Internal Rotten,Sourcing,43348,25,0.0006
14,Vellore,Internal Rotten,Sourcing,6596,7,0.0011
14,Faridabad,External Rotten/ Fungal,Pod,13824,4,0.0003
14,Gorakhpur,Raw,Sourcing,2322,1,0.0004
14,Moradabad,Underweight (packing issue),WH,2251,1,0.0004
14,Allahabad,External Rotten/ Fungal,Pod,1641,1,0.0006
14,Bilaspur,Underweight (packing issue),WH,1211,1,0.0008
14,Thiruvananthapuram,Incorrect size (sourcing issue),Sourcing,42736,1,0
14,Hyderabad,Shrivelled / Dry,WH,347502,83,0.0002
14,Thiruvallur,External Damage/Bruises,Pod,2479,23,0.0093
14,Gurgaon,Overripe,Pod,93705,13,0.0001
14,Ahmedabad,Raw,Sourcing,41592,27,0.0006
14,Kurnool,Taste / water content,Sourcing,5507,6,0.0011
14,Manipal,External Damage/Bruises,Pod,6987,23,0.0033
14,Trichy,External Rotten/ Fungal,Pod,9493,2,0.0002
14,Guwahati,External Rotten/ Fungal,Pod,9239,6,0.0006
14,Tumakuru,Shrivelled / Dry,WH,3266,1,0.0003
14,Bangalore,Internal Rotten,Sourcing,627930,685,0.0011
14,Chennai,Underweight (packing issue),WH,257858,118,0.0005
14,Kollam,External Damage/Bruises,Pod,8669,10,0.0012
14,Thrissur,Customer perception / Wrong claim,CX,22768,17,0.0007
14,Tirupur,Raw,Sourcing,5828,5,0.0009
14,Trichy,Taste / water content,Sourcing,9493,1,0.0001
14,Aurangabad,Taste / water content,Sourcing,3068,1,0.0003
14,Mumbai,External Damage/Bruises,Pod,369770,2827,0.0076
14,Jaipur,Raw,Sourcing,25004,24,0.001
14,Faridabad,Shrivelled / Dry,WH,13824,4,0.0003
14,Kochi,Damage in transit,Pod,88401,3,0
14,Silchar,Internal Rotten,Sourcing,3670,1,0.0003
14,Sonipat,Customer perception / Wrong claim,CX,1123,1,0.0009
14,Dehradun,External Damage/Bruises,Pod,10415,69,0.0066
14,Thiruvananthapuram,Customer perception / Wrong claim,CX,42736,59,0.0014
14,Coimbatore,External Rotten/ Fungal,Pod,33841,13,0.0004
14,Karimnagar,Underweight (packing issue),WH,3485,1,0.0003
14,Central Goa,Customer perception / Wrong claim,CX,36298,76,0.0021
14,Patiala,Customer perception / Wrong claim,CX,3619,4,0.0011
14,Guwahati,Underweight (packing issue),WH,9239,3,0.0003
14,Sri Ganganagar,External Rotten/ Fungal,Pod,2065,1,0.0005
14,Kottayam,Taste / water content,Sourcing,5839,1,0.0002
14,Pondicherry,Taste / water content,Sourcing,11895,4,0.0003
14,Muzaffarpur,External Damage/Bruises,Pod,1113,15,0.0135
14,Kolkata,Incorrect size (sourcing issue),Sourcing,103150,7,0.0001
14,Pondicherry,Damage in transit,Pod,11895,1,0.0001
14,Khammam,Incorrect size (sourcing issue),Sourcing,4907,1,0.0002
14,Bhilai,External Rotten/ Fungal,Pod,1016,1,0.001
14,Hyderabad,Underweight (packing issue),WH,347502,225,0.0006
14,Thanjavur,External Damage/Bruises,Pod,5297,21,0.004
14,Mysore,External Damage/Bruises,Pod,21496,83,0.0039
14,Rajkot,External Damage/Bruises,Pod,4119,23,0.0056
14,Hyderabad,Damage in transit,Pod,347502,17,0
14,Kollam,Overripe,Pod,8669,1,0.0001
14,Surat,Taste / water content,Sourcing,11172,5,0.0004
14,Indore,Internal Rotten,Sourcing,15657,7,0.0004
14,Tirupati,External Rotten/ Fungal,Pod,11096,13,0.0012
14,Kolhapur,External Damage/Bruises,Pod,2092,9,0.0043
14,Mangaluru,Underweight (packing issue),WH,20243,3,0.0001
14,Udaipur,External Rotten/ Fungal,Pod,5272,3,0.0006
14,Nizamabad,External Rotten/ Fungal,Pod,810,1,0.0012
14,Madurai,External Damage/Bruises,Pod,10762,46,0.0043
14,Central Goa,Taste / water content,Sourcing,36298,9,0.0002
14,Bhopal,Raw,Sourcing,9206,5,0.0005
14,Tirunelveli,Shrivelled / Dry,WH,5656,3,0.0005
14,Bhimavaram,Taste / water content,Sourcing,819,1,0.0012
14,Bilaspur,Shrivelled / Dry,WH,1211,1,0.0008
14,Karnal,Customer perception / Wrong claim,CX,1183,1,0.0008
14,Tirupati,External Damage/Bruises,Pod,11096,80,0.0072
14,Roorkee,External Damage/Bruises,Pod,1251,7,0.0056
14,Lucknow,Taste / water content,Sourcing,17042,7,0.0004
14,Berhampur,Customer perception / Wrong claim,CX,1327,2,0.0015
14,Thrissur,Incorrect size (sourcing issue),Sourcing,22768,1,0
14,Bhopal,Underweight (packing issue),WH,9206,3,0.0003
14,Kottayam,Overripe,Pod,5839,1,0.0002
14,Patna,Underweight (packing issue),WH,16051,3,0.0002
14,Dibrugarh,External Rotten/ Fungal,Pod,2386,2,0.0008
14,Raipur,Damage in transit,Pod,4886,1,0.0002
14,Raipur,Taste / water content,Sourcing,4886,2,0.0004
14,Delhi,Taste / water content,Sourcing,184221,243,0.0013
14,Jaipur,External Damage/Bruises,Pod,25004,169,0.0068
14,Pune,Raw,Sourcing,176187,125,0.0007
14,Patiala,Raw,Sourcing,3619,7,0.0019
14,Varanasi,Taste / water content,Sourcing,9522,16,0.0017
14,Ranchi,Underweight (packing issue),WH,5692,3,0.0005
14,Bhubaneswar,External Damage/Bruises,Pod,32076,237,0.0074
14,Kottayam,Raw,Sourcing,5839,4,0.0007
14,Thiruvananthapuram,Overripe,Pod,42736,4,0.0001
14,Amravati,Customer perception / Wrong claim,CX,929,3,0.0032
14,Dehradun,Raw,Sourcing,10415,3,0.0003
14,Muzaffarpur,External Rotten/ Fungal,Pod,1113,3,0.0027
14,Rohtak,Shrivelled / Dry,WH,2712,1,0.0004
14,Hyderabad,Incorrect size (sourcing issue),Sourcing,347502,13,0
14,Vizag,External Damage/Bruises,Pod,21495,133,0.0062
14,Thiruvalla,External Damage/Bruises,Pod,4136,7,0.0017
14,Madurai,Raw,Sourcing,10762,3,0.0003
14,Meerut,Overripe,Pod,4488,1,0.0002
14,Silchar,Shrivelled / Dry,WH,3670,2,0.0005
14,Ongole,External Damage/Bruises,Pod,576,2,0.0035
14,Sri Ganganagar,External Damage/Bruises,Pod,2065,7,0.0034
14,Vellore,Underweight (packing issue),WH,6596,1,0.0002
14,Kolkata,Internal Rotten,Sourcing,103150,126,0.0012
14,Shivamogga,External Damage/Bruises,Pod,3823,21,0.0055
14,Vapi,External Damage/Bruises,Pod,3703,19,0.0051
14,Siliguri,Internal Rotten,Sourcing,2717,1,0.0004
14,Thiruvalla,Raw,Sourcing,4136,4,0.001
14,Ajmer,External Rotten/ Fungal,Pod,1766,1,0.0006
14,Shivamogga,Taste / water content,Sourcing,3823,1,0.0003
14,Rajkot,Taste / water content,Sourcing,4119,1,0.0002
14,Amravati,Underweight (packing issue),WH,929,1,0.0011
14,Ongole,Customer perception / Wrong claim,CX,576,1,0.0017
14,Salem,External Damage/Bruises,Pod,7680,32,0.0042
14,Delhi,Shrivelled / Dry,WH,184221,62,0.0003
14,Mumbai,Raw,Sourcing,369770,427,0.0012
14,Aligarh,External Damage/Bruises,Pod,1745,17,0.0097
14,Vijayawada,Customer perception / Wrong claim,CX,18638,55,0.003
14,Karimnagar,External Damage/Bruises,Pod,3485,31,0.0089
14,Bilaspur,External Damage/Bruises,Pod,1211,12,0.0099
14,Thrissur,External Damage/Bruises,Pod,22768,48,0.0021
14,Vizag,Internal Rotten,Sourcing,21495,33,0.0015
14,Kozhikode,Underweight (packing issue),WH,13094,3,0.0002
14,Tirupati,Internal Rotten,Sourcing,11096,10,0.0009
14,Bhopal,Taste / water content,Sourcing,9206,10,0.0011
14,Vadodara,External Rotten/ Fungal,Pod,9575,10,0.001
14,Bikaner,Customer perception / Wrong claim,CX,1227,3,0.0024
14,Dehradun,Internal Rotten,Sourcing,10415,4,0.0004
14,Surat,Overripe,Pod,11172,2,0.0002
14,Varanasi,Raw,Sourcing,9522,4,0.0004
14,Jodhpur,Taste / water content,Sourcing,2209,1,0.0005
14,Agra,External Rotten/ Fungal,Pod,1814,2,0.0011
14,Hyderabad,External Damage/Bruises,Pod,347502,3522,0.0101
14,Noida 1,Overripe,Pod,69863,46,0.0007
14,Pondicherry,External Rotten/ Fungal,Pod,11895,11,0.0009
14,Kolkata,Raw,Sourcing,103150,71,0.0007
14,Shivamogga,Customer perception / Wrong claim,CX,3823,13,0.0034
14,Rajkot,External Rotten/ Fungal,Pod,4119,3,0.0007
14,Nashik,Raw,Sourcing,6880,8,0.0012
14,Warangal,External Rotten/ Fungal,Pod,8114,9,0.0011
14,Kurnool,External Damage/Bruises,Pod,5507,27,0.0049
14,Nashik,Taste / water content,Sourcing,6880,12,0.0017
14,Guntur,Taste / water content,Sourcing,10668,4,0.0004
14,Nellore,Raw,Sourcing,4685,1,0.0002
14,Jodhpur,Internal Rotten,Sourcing,2209,1,0.0005
14,Ujjain,Underweight (packing issue),WH,2233,2,0.0009
14,Coimbatore,Overripe,Pod,33841,1,0
14,Jabalpur,External Rotten/ Fungal,Pod,2888,1,0.0003
14,Tirunelveli,Raw,Sourcing,5656,1,0.0002
14,Patna,Raw,Sourcing,16051,15,0.0009
14,Noida 1,Shrivelled / Dry,WH,69863,32,0.0005
14,Coimbatore,Underweight (packing issue),WH,33841,10,0.0003
14,Jabalpur,Customer perception / Wrong claim,CX,2888,8,0.0028
14,Silchar,Customer perception / Wrong claim,CX,3670,4,0.0011
14,Kakinada,Customer perception / Wrong claim,CX,3451,14,0.0041
14,Lonavla,External Damage/Bruises,Pod,949,9,0.0095
14,Guntur,Internal Rotten,Sourcing,10668,7,0.0007
14,Rajahmundry,Customer perception / Wrong claim,CX,4086,7,0.0017
14,Madurai,Incorrect size (sourcing issue),Sourcing,10762,3,0.0003
14,Aurangabad,Internal Rotten,Sourcing,3068,3,0.001
14,Ludhiana,Underweight (packing issue),WH,7827,2,0.0003
14,Davanagere,Customer perception / Wrong claim,CX,1594,6,0.0038
14,Nellore,Underweight (packing issue),WH,4685,2,0.0004
14,Patna,Shrivelled / Dry,WH,16051,3,0.0002
14,Cuttack,Customer perception / Wrong claim,CX,2839,4,0.0014
14,Thoothukudi,Underweight (packing issue),WH,5002,1,0.0002
14,Kota,Incorrect size (sourcing issue),Sourcing,3576,1,0.0003
14,Aurangabad,Shrivelled / Dry,WH,3068,2,0.0007
14,Jamshedpur,Incorrect size (sourcing issue),Sourcing,3491,1,0.0003
14,Mumbai,Shrivelled / Dry,WH,369770,233,0.0006
14,Pune,Customer perception / Wrong claim,CX,176187,641,0.0036
14,Patiala,External Damage/Bruises,Pod,3619,9,0.0025
14,Kakinada,External Damage/Bruises,Pod,3451,22,0.0064
14,Faridabad,Customer perception / Wrong claim,CX,13824,40,0.0029
14,Vadodara,Customer perception / Wrong claim,CX,9575,28,0.0029
14,Ajmer,Customer perception / Wrong claim,CX,1766,3,0.0017
14,Mysore,External Rotten/ Fungal,Pod,21496,26,0.0012
14,Rajahmundry,Shrivelled / Dry,WH,4086,4,0.001
14,Raipur,Customer perception / Wrong claim,CX,4886,7,0.0014
14,Surat,External Damage/Bruises,Pod,11172,60,0.0054
14,Jamshedpur,Customer perception / Wrong claim,CX,3491,3,0.0009
14,Latur,External Rotten/ Fungal,Pod,850,2,0.0024
14,Manipal,External Rotten/ Fungal,Pod,6987,4,0.0006
14,Bhubaneswar,Underweight (packing issue),WH,32076,3,0.0001
14,Nagercoil,Taste / water content,Sourcing,3884,1,0.0003
14,Roorkee,Customer perception / Wrong claim,CX,1251,1,0.0008
14,Latur,Customer perception / Wrong claim,CX,850,1,0.0012
14,Manipal,Overripe,Pod,6987,1,0.0001
14,Chennai,External Damage/Bruises,Pod,257858,2228,0.0086
14,Gurgaon,Customer perception / Wrong claim,CX,93705,290,0.0031
14,Vijayawada,Internal Rotten,Sourcing,18638,27,0.0014
14,Lucknow,External Damage/Bruises,Pod,17042,49,0.0029
14,Madurai,Internal Rotten,Sourcing,10762,11,0.001
14,Thiruvananthapuram,Raw,Sourcing,42736,14,0.0003
14,Vizianagaram,External Damage/Bruises,Pod,709,4,0.0056
14,Agra,Customer perception / Wrong claim,CX,1814,5,0.0028
14,Ludhiana,Incorrect size (sourcing issue),Sourcing,7827,2,0.0003
14,Thoothukudi,Internal Rotten,Sourcing,5002,3,0.0006
14,Gwalior,Raw,Sourcing,3673,2,0.0005
14,Bhilai,Internal Rotten,Sourcing,1016,1,0.001
14,Muzaffarpur,Taste / water content,Sourcing,1113,1,0.0009
14,Thanjavur,Taste / water content,Sourcing,5297,1,0.0002
14,Varanasi,External Damage/Bruises,Pod,9522,71,0.0075
14,Ahmedabad,External Damage/Bruises,Pod,41592,328,0.0079
14,Varanasi,Customer perception / Wrong claim,CX,9522,24,0.0025
14,Cuttack,External Damage/Bruises,Pod,2839,12,0.0042
14,Bangalore,Overripe,Pod,627930,164,0.0003
14,Ludhiana,External Damage/Bruises,Pod,7827,19,0.0024
14,Noida,Overripe,Pod,22599,5,0.0002
14,Trichy,Raw,Sourcing,9493,7,0.0007
14,Anantapur,Raw,Sourcing,3551,5,0.0014
14,Vellore,External Damage/Bruises,Pod,6596,14,0.0021
14,Siliguri,External Damage/Bruises,Pod,2717,24,0.0088
14,Ambala,Customer perception / Wrong claim,CX,1845,3,0.0016
14,Indore,Shrivelled / Dry,WH,15657,5,0.0003
14,Saharanpur,Customer perception / Wrong claim,CX,663,4,0.006
14,Siliguri,Taste / water content,Sourcing,2717,2,0.0007
14,Tumakuru,Internal Rotten,Sourcing,3266,1,0.0003
14,Vapi,Incorrect size (sourcing issue),Sourcing,3703,1,0.0003
14,Kanchipuram,Shrivelled / Dry,WH,3048,1,0.0003
14,Ongole,Underweight (packing issue),WH,576,1,0.0017
14,Ranchi,Customer perception / Wrong claim,CX,5692,17,0.003
14,Coimbatore,Raw,Sourcing,33841,20,0.0006
14,Gurgaon,Underweight (packing issue),WH,93705,34,0.0004
14,Chennai,Internal Rotten,Sourcing,257858,65,0.0003
14,Ahmedabad,Internal Rotten,Sourcing,41592,22,0.0005
14,Chandigarh,Overripe,Pod,43348,6,0.0001
14,Siliguri,Raw,Sourcing,2717,4,0.0015
14,Bhubaneswar,Overripe,Pod,32076,4,0.0001
14,Pondicherry,Internal Rotten,Sourcing,11895,12,0.001
14,Palakkad,Internal Rotten,Sourcing,3743,3,0.0008
14,Kochi,Overripe,Pod,88401,6,0.0001
14,Tumakuru,External Damage/Bruises,Pod,3266,7,0.0021
14,Khammam,Internal Rotten,Sourcing,4907,4,0.0008
14,Karur,Customer perception / Wrong claim,CX,2928,2,0.0007
14,Thrissur,Taste / water content,Sourcing,22768,2,0.0001
14,Raipur,Raw,Sourcing,4886,2,0.0004
14,Vizianagaram,Customer perception / Wrong claim,CX,709,1,0.0014
14,Dehradun,Damage in transit,Pod,10415,1,0.0001
14,Guwahati,Overripe,Pod,9239,1,0.0001
14,Delhi,External Damage/Bruises,Pod,184221,1750,0.0095
14,Udaipur,Customer perception / Wrong claim,CX,5272,19,0.0036
14,Moradabad,External Damage/Bruises,Pod,2251,13,0.0058
