Mon Aug 24 2026 00:00:00 GMT+0530 (India Standard Time),,,,,,,,,,,,,,,,,,,,,,,,
A.City vs spoc level,,,,,,,,,,,,,,City,SPOC,Basic reason,Mon Aug 24 2026 00:00:00 GMT+0530 (India Standard Time),Sun Aug 23 2026 00:00:00 GMT+0530 (India Standard Time),Sat Aug 22 2026 00:00:00 GMT+0530 (India Standard Time),Fri Aug 21 2026 00:00:00 GMT+0530 (India Standard Time),Thu Aug 20 2026 00:00:00 GMT+0530 (India Standard Time),Wed Aug 19 2026 00:00:00 GMT+0530 (India Standard Time),Tue Aug 18 2026 00:00:00 GMT+0530 (India Standard Time),Tier
,,,,,,,,,,,,,,Bangalore,WH,Underweight (packing issue),0,0,0.0005925648702594811,0.00037196153917684914,0.0005297461948141632,0.00022800290185511453,0.0006880553589683102,Tier-1
,,,,,,,,,,,,,,Chennai,CX,Customer perception / Wrong claim,0,0,0.00357832410863689,0.0029007784995289335,0.004313546933787054,0.003304163762616485,0.004075655887736424,Tier-1
,,,,,,,,,,,,,,Chennai,Pod,Damage in transit,0,0,0,0.000024792978628452424,0,0,0,Tier-1
,,,,,,,,,,,,,,Chennai,Pod,External Damage/Bruises,0,0,0.008572531857381903,0.007413100609907275,0.007428886385966594,0.008441105862309301,0.00888346552776083,Tier-1
,,,,,,,,,,,,,,Chennai,Pod,External Rotten/ Fungal,0,0,0,0.00004958595725690485,0.000023964149632150305,0.00023232401455897158,0.000024405125076266016,Tier-1
,,,,,,,,,,,,,,Chennai,Sourcing,Internal Rotten,0,0,0.0013643969622860084,0.001289234888679526,0.00079081693786096,0.0008002271612586798,0.0008053691275167785,Tier-1
,,,,,,,,,,,,,,Chennai,Sourcing,Taste / water content,0,0,0.00028317672802162443,0.0001983438290276194,0.00023964149632150304,0.0002581377939544129,0.0001464307504575961,Tier-1
,,,,,,,,,,,,,,Chennai,Sourcing,Incorrect size (sourcing issue),0,0,0.0003346634058437379,0.00027272276491297664,0.00031153394521795394,0.000025813779395441288,0.00004881025015253203,Tier-1
,,,,,,,,,,,,,,Chennai,DP,Overripe,0,0,0.00010297335564422706,0.000024792978628452424,0.000023964149632150305,0.00033557913214073674,0.00019524100061012813,Tier-1
,,,,,,,,,,,,,,Chennai,DP,Raw,0,0,0.00030892006693268115,0.0005702385084544057,0.0007189244889645091,0.00046464802911794315,0.0008297742525930445,Tier-1
,,,,,,,,,,,,,,Chennai,WH,Shrivelled / Dry,0,0,0.0006178401338653623,0.000644617444339763,0.0008866735363895612,0.0007744133818632386,0.0010250152532031726,Tier-1
,,,,,,,,,,,,,,Chennai,WH,Underweight (packing issue),0,0,0.00015446003346634057,0.00012396489314226211,0.0003834263941144049,0.00033557913214073674,0.0001708358755338621,Tier-1
,,,,,,,,,,,,,,Delhi,CX,Customer perception / Wrong claim,0,0,0.0029978724775965443,0.0032484185330825784,0.003775695706894141,0.0030937802126973896,0.002200182784415936,Tier-1
,,,,,,,,,,,,,,Delhi,Pod,Damage in transit,0,0,0,0,0,0,0,Tier-1
,,,,,,,,,,,,,,Delhi,Pod,External Damage/Bruises,0,0,0.008219972922442137,0.008958796375448795,0.007061949377709411,0.007605543022881083,0.005077344887113699,Tier-1
,,,,,,,,,,,,,,Delhi,Pod,External Rotten/ Fungal,0,0,0.00022564631551801948,0.00020516327577363653,0.00027968116347364006,0.0003222687721559781,0.0018616931252750228,Tier-1
,,,,,,,,,,,,,,Delhi,Sourcing,Internal Rotten,0,0,0.0010959963896589517,0.0012993674132330312,0.0009439239267235352,0.000676764421527554,0.0011847138069931964,Tier-1
,,,,,,,,,,,,,,Delhi,Sourcing,Taste / water content,0,0,0.0012894075172458256,0.0012993674132330312,0.0016780869808418403,0.0010957138253303255,0.001353958636563653,Tier-1
,,,,,,,,,,,,,,Delhi,Sourcing,Incorrect size (sourcing issue),0,0,0.00019341112758687384,0.00020516327577363653,0.00017480072717102502,0.00003222687721559781,0.00030464069322682193,Tier-1
,,,,,,,,,,,,,,Delhi,DP,Overripe,0,0,0.000354587067242602,0.0002735510343648487,0.00020976087260523004,0.00016113438607798906,0.0004061875909690959,Tier-1
,,,,,,,,,,,,,,Delhi,DP,Raw,0,0,0.0006769389465540584,0.0009574286202769704,0.0008040833449867151,0.0005800837898807605,0.0010154689774227398,Tier-1
,,,,,,,,,,,,,,Delhi,WH,Shrivelled / Dry,0,0,0.0004835278189671846,0.00041032655154727305,0.0006292826178156901,0.0003544956493715759,0.0008462241478522831,Tier-1
,,,,,,,,,,,,,,Delhi,WH,Underweight (packing issue),0,0,0.0001611759396557282,0.0002393571550692426,0.00024472101803943506,0.0003222687721559781,0.0008462241478522831,Tier-1
,,,,,,,,,,,,,,Hyderabad,CX,Customer perception / Wrong claim,0,0,0.003908673532696364,0.004383819719942757,0.004616470843818455,0.0035023078791805006,0.00386194067573852,Tier-1
,,,,,,,,,,,,,,Hyderabad,Pod,Damage in transit,0,0,0,0,0.000018103807230660607,0,0,Tier-1
,,,,,,,,,,,,,,Hyderabad,Pod,External Damage/Bruises,0,0,0.007651900566654258,0.006213430429505643,0.006499266795807158,0.005911409830755527,0.007622783428028388,Tier-1
,,,,,,,,,,,,,,Hyderabad,Pod,External Rotten/ Fungal,0,0,0,0.00003622991504084923,0.000036207614461321215,0.00002024455421491619,0,Tier-1
,,,,,,,,,,,,,,Hyderabad,Sourcing,Internal Rotten,0,0,0.0012615295528808372,0.0008876329185008061,0.0008870865543023698,0.0008097821685966475,0.0009503204804173323,Tier-1
,,,,,,,,,,,,,,Hyderabad,Sourcing,Taste / water content,0,0,0.0003515738098192497,0.00009057478760212308,0.00030776472292123034,0.00036440197586849136,0.00026285460096649616,Tier-1
,,,,,,,,,,,,,,Hyderabad,Sourcing,Incorrect size (sourcing issue),0,0,0.0003308929974769409,0.0003441841928880677,0.00030776472292123034,0.00032391286743865903,0.00048527003255353137,Tier-1
,,,,,,,,,,,,,,Hyderabad,DP,Overripe,0,0,0.00014476568639616163,0.00014491966016339693,0.0002353494939985879,0.00014171187950441332,0.0003032937703459571,Tier-1
,,,,,,,,,,,,,,Hyderabad,DP,Raw,0,0,0.0004756586838731025,0.0005977935981740123,0.000923294168763691,0.0006275811806624018,0.0008896617263481408,Tier-1
,,,,,,,,,,,,,,Hyderabad,WH,Shrivelled / Dry,0,0,0.0010960830541423667,0.00188395558212416,0.0018284845302967215,0.0006478257348773181,0.0008492225569686799,Tier-1
,,,,,,,,,,,,,,Hyderabad,WH,Underweight (packing issue),0,0,0.00010340406171154403,0.00014491966016339693,0.0002534533012292485,0.00016195643371932951,0.00036395252441514853,Tier-1
,,,,,,,,,,,,,,Kolkata,CX,Customer perception / Wrong claim,0,0,0.0032589482987185154,0.004258996358249491,0.0026786801412394985,0.0022697611076434206,0.0016993315962388128,Tier-1
,,,,,,,,,,,,,,Kolkata,Pod,Damage in transit,0,0,0,0,0,0,0,Tier-1
,,,,,,,,,,,,,,Kolkata,Pod,External Damage/Bruises,0,0,0.005910296067167477,0.005123140546879823,0.0034092292706684527,0.0074334676275322024,0.004531550923303501,Tier-1
,,,,,,,,,,,,,,Kolkata,Pod,External Rotten/ Fungal,0,0,0.002927529827662395,0.0033948521696191593,0.003957141117740168,0,0.002548997394358219,Tier-1
,,,,,,,,,,,,,,Kolkata,Sourcing,Internal Rotten,0,0,0.0009390190013256739,0.001172767113141164,0.0006087909411907951,0.0009646484707484537,0.0010195989577432877,Tier-1
,,,,,,,,,,,,,,Kolkata,Sourcing,Taste / water content,0,0,0.0006076005302695537,0.0003086229245108327,0.00036527456471447707,0.00017023208307325653,0.0002832219327064688,Tier-1
,,,,,,,,,,,,,,Kolkata,Sourcing,Incorrect size (sourcing issue),0,0,0.0001104728236853734,0,0.00024351637647631802,0.00022697611076434205,0.00016993315962388127,Tier-1
,,,,,,,,,,,,,,Kolkata,DP,Overripe,0,0,0.0000552364118426867,0.0001851737547064996,0.00048703275295263604,0,0.00016993315962388127,Tier-1
,,,,,,,,,,,,,,Kolkata,DP,Raw,0,0,0.0009390190013256739,0.000925868773532498,0.0006696700353098746,0.0004539522215286841,0.0005664438654129376,Tier-1
,,,,,,,,,,,,,,Kolkata,WH,Shrivelled / Dry,0,0,0.0014913831197525408,0.0012344916980433307,0.0010349446000243517,0.00005674402769108551,0.0006797326384955251,Tier-1
,,,,,,,,,,,,,,Kolkata,WH,Underweight (packing issue),0,0,0.0004971277065841803,0.0001851737547064996,0.00024351637647631802,0.00017023208307325653,0.00016993315962388127,Tier-1
,,,,,,,,,,,,,,Mumbai,CX,Customer perception / Wrong claim,0,0,0.0033288570293733806,0.003092888391494557,0.003351394742123219,0.0022467852915805733,0.0024700554782301856,Tier-1
,,,,,,,,,,,,,,Mumbai,Pod,Damage in transit,0,0,0,0,0,0,0.000019603614906588774,Tier-1
,,,,,,,,,,,,,,Mumbai,Pod,External Damage/Bruises,0,0,0.007130563068600934,0.007203174280191271,0.006602448324302629,0.006379265381451985,0.006371174844641352,Tier-1
,,,,,,,,,,,,,,Mumbai,Pod,External Rotten/ Fungal,0,0,0.0001702256435475024,0.00024417539932851764,0.0005017057997190448,0.0001805452466448675,0.00003920722981317755,Tier-1
,,,,,,,,,,,,,,Mumbai,Sourcing,Internal Rotten,0,0,0.0010024399008908475,0.0008342659477057686,0.0008027292795504716,0.0006419386547373067,0.001470271117994158,Tier-1
,,,,,,,,,,,,,,Mumbai,Sourcing,Taste / water content,0,0,0.0002647954455183371,0.0006307864482653372,0.0005017057997190448,0.0005015145740135208,0.00029405422359883164,Tier-1
,,,,,,,,,,,,,,Mumbai,Sourcing,Incorrect size (sourcing issue),0,0,0.00009456980197083468,0.00006104384983212941,0.00004013646397752358,0.00004012116592108167,0.00011762168943953265,Tier-1
,,,,,,,,,,,,,,Mumbai,DP,Overripe,0,0,0.00013239772275916854,0.00014243564960830197,0.0002207505518763797,0.0000601817488816225,0.00011762168943953265,Tier-1
,,,,,,,,,,,,,,Mumbai,DP,Raw,0,0,0.0007565584157666774,0.0006307864482653372,0.0005819787276740919,0.0005215751569740617,0.0008429554409833173,Tier-1
,,,,,,,,,,,,,,Mumbai,WH,Shrivelled / Dry,0,0,0.0004161071286716726,0.00036626309899277646,0.0007023881196066627,0.0004613934080924392,0.0004900903726647194,Tier-1
,,,,,,,,,,,,,,Mumbai,WH,Underweight (packing issue),0,0,0.0001702256435475024,0.00012208769966425882,0.0002006823198876179,0.000120363497763245,0.000058810844719766325,Tier-1
,,,,,,,,,,,,,,Pune,CX,Customer perception / Wrong claim,0,0,0.003147445726737148,0.003509522790498609,0.004784257086116628,0.003933701657458564,0.0027216347655378576,Tier-1
,,,,,,,,,,,,,,Pune,Pod,Damage in transit,0,0,0,0,0,0,0,Tier-1
,,,,,,,,,,,,,,Pune,Pod,External Damage/Bruises,0,0,0.008594947946089905,0.005392681361010058,0.008169344647048203,0.0077348066298342545,0.006290991835095704,Tier-1
,,,,,,,,,,,,,,Pune,Pod,External Rotten/ Fungal,0,0,0,0,0.00009026900162484202,0.00004419889502762431,0,Tier-1
,,,,,,,,,,,,,,Pune,Sourcing,Internal Rotten,0,0,0.0010895004438705512,0.0012411726942007275,0.0011283625203105253,0.0014585635359116022,0.0012938919377147192,Tier-1
,,,,,,,,,,,,,,Pune,Sourcing,Taste / water content,0,0,0.00012105560487450569,0.00034239246736571797,0.00018053800324968405,0.00008839779005524861,0.0001784678534778923,Tier-1
,,,,,,,,,,,,,,Pune,Sourcing,Incorrect size (sourcing issue),0,0,0.0001614074731660076,0.00012839717526214425,0.00022567250406210507,0.00026519337016574587,0.0003123187435863115,Tier-1
,,,,,,,,,,,,,,Pune,DP,Overripe,0,0,0.0000807037365830038,0.00008559811684142949,0.00009026900162484202,0.00017679558011049723,0.00008923392673894615,Tier-1
,,,,,,,,,,,,,,Pune,DP,Raw,0,0,0.0002824630780405133,0.00047078964262786216,0.0008575555154359993,0.0006187845303867403,0.0005354035604336768,Tier-1
,,,,,,,,,,,,,,Pune,WH,Shrivelled / Dry,0,0,0.00012105560487450569,0.00047078964262786216,0.0008575555154359993,0.00030939226519337016,0.00022308481684736538,Tier-1
,,,,,,,,,,,,,,Pune,WH,Underweight (packing issue),0,0,0.0002017593414575095,0.00021399529210357372,0.00018053800324968405,0.00035359116022099445,0.0003569357069557846,Tier-1
,,,,,,,,,,,,,,Gurgaon,CX,Customer perception / Wrong claim,0,0,0.0030194376297414606,0.0029632431750835383,0.0031088082901554403,0.00335612968591692,0.002300210304942166,Tier-1
,,,,,,,,,,,,,,Gurgaon,Pod,Damage in transit,0,0,0,0,0,0,0,Tier-1
,,,,,,,,,,,,,,Gurgaon,Pod,External Damage/Bruises,0,0,0.008177643580549789,0.007628774982661875,0.006735751295336788,0.007598784194528876,0.006703470031545741,Tier-1
,,,,,,,,,,,,,,Gurgaon,Pod,External Rotten/ Fungal,0,0,0.00006290495061961377,0.0003782863627766219,0.00012953367875647668,0.00018996960486322188,0,Tier-1
,,,,,,,,,,,,,,Gurgaon,Sourcing,Internal Rotten,0,0,0.0016355287161099578,0.0016392409053653616,0.0012953367875647669,0.0012664640324214793,0.0017087276550998948,Tier-1
,,,,,,,,,,,,,,Gurgaon,Sourcing,Taste / water content,0,0,0.0008806693086745927,0.0008826681798121178,0.0009715025906735751,0.0004432624113475177,0.0013144058885383807,Tier-1
,,,,,,,,,,,,,,Gurgaon,Sourcing,Incorrect size (sourcing issue),0,0,0.00006290495061961377,0,0.00006476683937823834,0.00006332320162107397,0.0002628811777076761,Tier-1
,,,,,,,,,,,,,,Gurgaon,DP,Overripe,0,0,0.0003145247530980688,0.00018914318138831096,0.00012953367875647668,0.00025329280648429586,0.0003943217665615142,Tier-1
,,,,,,,,,,,,,,Gurgaon,DP,Raw,0,0,0.0010064792099138203,0.0010718113612004287,0.0006476683937823834,0.0004432624113475177,0.0013144058885383807,Tier-1
,,,,,,,,,,,,,,Gurgaon,WH,Shrivelled / Dry,0,0,0.00044033465433729633,0.0008196204526826808,0.0011010362694300517,0.00037993920972644377,0.0005914826498422713,Tier-1
,,,,,,,,,,,,,,Gurgaon,WH,Underweight (packing issue),0,0,0.0003145247530980688,0.0004413340899060589,0.0004533678756476684,0.0005065856129685917,0.00013144058885383806,Tier-1
,,,,,,,,,,,,,,Noida 1,CX,Customer perception / Wrong claim,0,0,0.003427004797806717,0.002474540782335586,0.003602771362586605,0.0029151862986243966,0.004000727404982724,Tier-1
,,,,,,,,,,,,,,Noida 1,Pod,Damage in transit,0,0,0,0,0,0,0,Tier-1
,,,,,,,,,,,,,,Noida 1,Pod,External Damage/Bruises,0,0,0.008053461274845785,0.006947749119634529,0.005450346420323326,0.009656554614193314,0.006455719221676669,Tier-1
,,,,,,,,,,,,,,Noida 1,Pod,External Rotten/ Fungal,0,0,0.0019705277587388622,0.002474540782335586,0.002956120092378753,0,0.004273504273504274,Tier-1
,,,,,,,,,,,,,,Noida 1,Sourcing,Internal Rotten,0,0,0.00205620287868403,0.0013324450366422385,0.0013856812933025404,0.002186389723968297,0.0012729587197672304,Tier-1
,,,,,,,,,,,,,,Noida 1,Sourcing,Taste / water content,0,0,0.0018848526387936944,0.001237270391167793,0.0013856812933025404,0.0005465974309920743,0.0015457355882887798,Tier-1
,,,,,,,,,,,,,,Noida 1,Sourcing,Incorrect size (sourcing issue),0,0,0.00008567511994516793,0.0001903492909488912,0.00018475750577367207,0.00027329871549603714,0.0008183306055646482,Tier-1
,,,,,,,,,,,,,,Noida 1,DP,Overripe,0,0,0.0004283755997258396,0.0002855239364233368,0.0005542725173210162,0.0003643982873280496,0.0003637024913620658,Tier-1
,,,,,,,,,,,,,,Noida 1,DP,Raw,0,0,0.0014564770390678547,0.0005710478728466736,0.0008314087759815242,0.0005465974309920743,0.0010911074740861974,Tier-1
,,,,,,,,,,,,,,Noida 1,WH,Shrivelled / Dry,0,0,0.0009424263193968472,0.001427619682116684,0.0008314087759815242,0.0001821991436640248,0.001182033096926714,Tier-1
,,,,,,,,,,,,,,Noida 1,WH,Underweight (packing issue),0,0,0.0005140507196710075,0.00047587322737222806,0.00036951501154734414,0,0.0009092562284051646,Tier-1
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
B.7days trend (City vs spoc level),,,,,,,,,,,,,,,,,,,,,,,,
CITY,SPOC,Tue Aug 18 2026 00:00:00 GMT+0530 (India Standard Time),Wed Aug 19 2026 00:00:00 GMT+0530 (India Standard Time),Thu Aug 20 2026 00:00:00 GMT+0530 (India Standard Time),Fri Aug 21 2026 00:00:00 GMT+0530 (India Standard Time),Sat Aug 22 2026 00:00:00 GMT+0530 (India Standard Time),Sun Aug 23 2026 00:00:00 GMT+0530 (India Standard Time),Mon Aug 24 2026 00:00:00 GMT+0530 (India Standard Time),Avg,,,,,,,,,,,,,,,
Bangalore,CX,0.0019265550051112683,0.0037620478806093894,0.00474879624636982,0.0032825605832356936,0.002609364604125083,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Bangalore,Pod,0.0024540641136536396,0.00283967250492279,0.0020527665049048824,0.0019597723595380237,0.0020817739520958083,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Bangalore,DP,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Bangalore,Sourcing,0.0005873043956908076,0.0003912322520468442,0.000499001996007984,0.0006881288474771709,0.0005795700266134398,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Bangalore,WH,0.0012384996461429583,0.0004508239195771583,0.002629811467113167,0.0013204634640778144,0.000738107119095143,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Chennai,CX,0.004075655887736424,0.003304163762616485,0.004313546933787054,0.0029007784995289335,0.00357832410863689,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Chennai,Pod,0.0030343705511490745,0.003003003003003003,0.0024922715617436315,0.001878068131105271,0.004337752606513065,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Chennai,DP,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Chennai,Sourcing,0.0004575960951799878,0.0003872066909316193,0.0005152292170912316,0.0005826349977686319,0.000572789290771013,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Chennai,WH,0.0005979255643685174,0.0005549962570019877,0.000635049965251983,0.0003842911687410125,0.00038615008366585146,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Delhi,CX,0.002200182784415936,0.0030937802126973896,0.003775695706894141,0.0032484185330825784,0.0029978724775965443,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Delhi,Pod,0.002448408534452606,0.002696315393705017,0.0025171304712627604,0.00314583689519576,0.0029334021017342533,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Delhi,DP,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Delhi,Sourcing,0.0009646955285516028,0.0005961972284885595,0.0009002237449307789,0.0009403316806291674,0.0008139384952614274,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Delhi,WH,0.0008462241478522831,0.000338382210763777,0.00043700181792756255,0.0003248418533082578,0.0003223518793114564,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Hyderabad,CX,0.00386194067573852,0.0035023078791805006,0.004616470843818455,0.004383819719942757,0.003908673532696364,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Hyderabad,Pod,0.003963038599187172,0.0020244554214916186,0.001697231927874432,0.0021315266682366296,0.00389833312652521,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Hyderabad,DP,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Hyderabad,Sourcing,0.0006470267100713752,0.0005314195481415499,0.0006064775422271304,0.00048004637429125227,0.0006049137610125326,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Hyderabad,WH,0.0006065875406919142,0.00040489108429832374,0.001040968915762985,0.0010144376211437783,0.0005997435579269554,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Kolkata,CX,0.0016993315962388128,0.0022697611076434206,0.0026786801412394985,0.004258996358249491,0.0032589482987185154,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Kolkata,Pod,0.0024168271590952004,0.0074334676275322024,0.002617801047120419,0.0029010554904018273,0.0029643541022241864,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Kolkata,DP,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Kolkata,Sourcing,0.0005097994788716439,0.0004539522215286841,0.00047181297942286616,0.000802419603728165,0.0006490278391515687,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Kolkata,WH,0.0004248328990597032,0.00011348805538217103,0.0006392304882503349,0.0007098327263749152,0.0009942554131683605,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Mumbai,CX,0.0024700554782301856,0.0022467852915805733,0.003351394742123219,0.003092888391494557,0.0033288570293733806,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Mumbai,Pod,0.0016369018447001627,0.0022066641256594916,0.002441634891966018,0.0025299284430426966,0.0024777288116358685,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Mumbai,DP,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Mumbai,Sourcing,0.0006812256180039599,0.0004262873879114927,0.00048163756773028296,0.0005392206735171432,0.0005295908910366742,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Mumbai,WH,0.00027445060869224285,0.0002908784529278421,0.0004515352197471403,0.00024417539932851764,0.0002931663861095875,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Pune,CX,0.0027216347655378576,0.003933701657458564,0.004784257086116628,0.003509522790498609,0.003147445726737148,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Pune,Pod,0.003190112880917325,0.0026519337016574587,0.0027832942167659628,0.0027391397389257438,0.004337825841336454,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
Pune,DP,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
