DT,WEEK,MT,CITY,STORE_ID,SPOC,ORDERS_TOTAL,IGCC,inc_%
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1401462,Pod,300,1,0.0033
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida,1404167,CX,603,1,0.0017
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida,1404167,WH,603,1,0.0017
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida,1404167,Pod,603,1,0.0017
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Patna,1400979,Sourcing,476,1,0.0021
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400610,Pod,836,1,0.0012
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400610,Pod,836,1,0.0012
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400610,Sourcing,836,1,0.0012
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400610,CX,836,1,0.0012
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400610,Sourcing,836,1,0.0012
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400610,Pod,836,1,0.0012
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400610,WH,836,1,0.0012
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400610,CX,836,1,0.0012
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1405005,CX,294,1,0.0034
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1405005,Sourcing,294,1,0.0034
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1393562,Pod,266,1,0.0038
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1393562,Pod,266,1,0.0038
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1393562,Pod,266,1,0.0038
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Ahmedabad,1388195,CX,369,1,0.0027
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1395723,Pod,399,1,0.0025
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1395723,WH,399,1,0.0025
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chandigarh,1389004,Pod,320,1,0.0031
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chandigarh,1389004,Pod,320,2,0.0063
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1402624,Pod,313,1,0.0032
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1402624,Pod,313,1,0.0032
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1402624,Pod,313,1,0.0032
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1402624,Pod,313,1,0.0032
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1402624,Pod,313,1,0.0032
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1402624,Sourcing,313,1,0.0032
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1404580,Pod,253,1,0.004
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Kannur,1404569,CX,317,1,0.0032
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Kannur,1404569,Sourcing,317,1,0.0032
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1404881,Pod,256,1,0.0039
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1387903,CX,720,1,0.0014
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1387903,Pod,720,1,0.0014
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1387903,Pod,720,1,0.0014
Fri Aug 07 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1387903,CX,720,1,0.0014
