WEEK,CITY,Basic Reason for IGCC,SPOC,ORDERS_TOTAL,IGCC,inc_%
12,Manipal,Internal Rotten,Sourcing,7022,2,0.0003
12,Bilaspur,Internal Rotten,Sourcing,1231,1,0.0008
12,Sonipat,Internal Rotten,Sourcing,1010,1,0.001
12,Hyderabad,Incorrect size (sourcing issue),Sourcing,359518,31,0.0001
12,Lucknow,Incorrect size (sourcing issue),Sourcing,22424,3,0.0001
12,Faridabad,Incorrect size (sourcing issue),Sourcing,13067,1,0.0001
12,Anantapur,Overripe,Pod,3548,2,0.0006
12,Nellore,Taste / water content,Sourcing,4249,2,0.0005
12,Guntur,External Rotten/ Fungal,Pod,10766,3,0.0003
12,Pondicherry,Overripe,Pod,10080,2,0.0002
12,Ludhiana,Overripe,Pod,8081,1,0.0001
12,Guwahati,Incorrect size (sourcing issue),Sourcing,8950,2,0.0002
12,Kanpur,Overripe,Pod,4053,1,0.0002
12,Ranchi,Underweight (packing issue),WH,6291,1,0.0002
12,Thiruvalla,Internal Rotten,Sourcing,3549,1,0.0003
12,Erode,Shrivelled / Dry,WH,3231,1,0.0003
12,Siliguri,External Damage/Bruises,Pod,2740,24,0.0088
12,Central Goa,External Damage/Bruises,Pod,37476,185,0.0049
12,Dibrugarh,External Damage/Bruises,Pod,2868,21,0.0073
12,Ujjain,External Damage/Bruises,Pod,2354,20,0.0085
12,Madurai,External Damage/Bruises,Pod,9835,35,0.0036
12,Nellore,External Damage/Bruises,Pod,4249,25,0.0059
12,Mumbai,Overripe,Pod,344041,30,0.0001
12,Pune,External Rotten/ Fungal,Pod,177273,10,0.0001
12,Thrissur,Internal Rotten,Sourcing,22148,8,0.0004
12,Central Goa,Damage in transit,Pod,37476,5,0.0001
12,Kota,External Damage/Bruises,Pod,5468,14,0.0026
12,Agra,External Damage/Bruises,Pod,2388,17,0.0071
12,Thiruvananthapuram,Taste / water content,Sourcing,45832,11,0.0002
12,Ludhiana,Shrivelled / Dry,WH,8081,4,0.0005
12,Kakinada,Shrivelled / Dry,WH,3342,3,0.0009
12,Vijayawada,Raw,Sourcing,18437,6,0.0003
12,Coimbatore,External Rotten/ Fungal,Pod,32457,10,0.0003
12,Aligarh,Taste / water content,Sourcing,1462,2,0.0014
12,Bilaspur,Customer perception / Wrong claim,CX,1231,6,0.0049
12,Kanpur,External Damage/Bruises,Pod,4053,20,0.0049
12,Roorkee,Taste / water content,Sourcing,1273,2,0.0016
12,Jamshedpur,Raw,Sourcing,4036,2,0.0005
12,Nellore,Underweight (packing issue),WH,4249,2,0.0005
12,Varanasi,Shrivelled / Dry,WH,8924,6,0.0007
12,Noida 1,Taste / water content,Sourcing,69653,102,0.0015
12,Patna,Taste / water content,Sourcing,18088,28,0.0015
12,Dehradun,Raw,Sourcing,11284,4,0.0004
12,Chandigarh,External Damage/Bruises,Pod,41937,245,0.0058
12,Bangalore,Underweight (packing issue),WH,649289,158,0.0002
12,Tirupati,Raw,Sourcing,11005,3,0.0003
12,Kolkata,Shrivelled / Dry,WH,97163,26,0.0003
12,Chennai,Taste / water content,Sourcing,239427,88,0.0004
12,Tirupati,Shrivelled / Dry,WH,11005,3,0.0003
12,Ajmer,Customer perception / Wrong claim,CX,1644,3,0.0018
12,Rudrapur,External Damage/Bruises,Pod,1311,13,0.0099
12,Cuttack,External Damage/Bruises,Pod,2841,12,0.0042
12,Patna,Internal Rotten,Sourcing,18088,9,0.0005
12,Bhopal,Customer perception / Wrong claim,CX,8764,19,0.0022
12,Chandigarh,Raw,Sourcing,41937,38,0.0009
12,Rajahmundry,External Rotten/ Fungal,Pod,3394,3,0.0009
12,Vapi,Customer perception / Wrong claim,CX,3042,7,0.0023
12,Chandigarh,Shrivelled / Dry,WH,41937,10,0.0002
12,Nashik,Customer perception / Wrong claim,CX,5742,9,0.0016
12,Chandigarh,Taste / water content,Sourcing,41937,17,0.0004
12,Khammam,Shrivelled / Dry,WH,4792,5,0.001
12,Pune,Taste / water content,Sourcing,177273,43,0.0002
12,Pune,Damage in transit,Pod,177273,16,0.0001
12,Bhopal,Internal Rotten,Sourcing,8764,3,0.0003
12,Trichy,Raw,Sourcing,8428,5,0.0006
12,Coimbatore,Taste / water content,Sourcing,32457,4,0.0001
12,Jamshedpur,Taste / water content,Sourcing,4036,3,0.0007
12,Vizag,Underweight (packing issue),WH,22647,10,0.0004
12,Bhubaneswar,Taste / water content,Sourcing,29770,6,0.0002
12,Kota,Internal Rotten,Sourcing,5468,4,0.0007
12,Kottayam,Internal Rotten,Sourcing,5102,4,0.0008
12,Jaipur,Shrivelled / Dry,WH,25668,21,0.0008
12,Alappuzha,External Rotten/ Fungal,Pod,3439,2,0.0006
12,Bilaspur,External Damage/Bruises,Pod,1231,8,0.0065
12,Jodhpur,External Rotten/ Fungal,Pod,2272,2,0.0009
12,Moradabad,Customer perception / Wrong claim,CX,2352,6,0.0026
12,Noida,Underweight (packing issue),WH,23503,2,0.0001
12,Guntur,Taste / water content,Sourcing,10766,6,0.0006
12,Madurai,External Rotten/ Fungal,Pod,9835,11,0.0011
12,Muzaffarpur,Customer perception / Wrong claim,CX,1426,7,0.0049
12,Aurangabad,Customer perception / Wrong claim,CX,3055,9,0.0029
12,Kakinada,Internal Rotten,Sourcing,3342,3,0.0009
12,Ongole,Customer perception / Wrong claim,CX,602,4,0.0066
12,Roorkee,External Damage/Bruises,Pod,1273,8,0.0063
12,Indore,External Rotten/ Fungal,Pod,14999,3,0.0002
12,Central Goa,Taste / water content,Sourcing,37476,13,0.0003
12,Delhi,Raw,Sourcing,165194,263,0.0016
12,Shivamogga,External Damage/Bruises,Pod,3306,16,0.0048
12,Noida 1,Raw,Sourcing,69653,137,0.002
12,Nagpur,External Damage/Bruises,Pod,9259,55,0.0059
12,Kakinada,External Damage/Bruises,Pod,3342,22,0.0066
12,Ahmedabad,Raw,Sourcing,44850,24,0.0005
12,Mangaluru,Raw,Sourcing,20925,7,0.0003
12,Patiala,Customer perception / Wrong claim,CX,3415,5,0.0015
12,Guwahati,Shrivelled / Dry,WH,8950,4,0.0004
12,Muzaffarpur,External Damage/Bruises,Pod,1426,10,0.007
12,Chennai,Internal Rotten,Sourcing,239427,93,0.0004
12,Rohtak,External Damage/Bruises,Pod,2625,16,0.0061
12,Thiruvallur,Customer perception / Wrong claim,CX,2118,7,0.0033
12,Thiruvalla,External Damage/Bruises,Pod,3549,9,0.0025
12,Anand,Customer perception / Wrong claim,CX,843,3,0.0036
12,Dehradun,Customer perception / Wrong claim,CX,11284,30,0.0027
12,Madurai,Underweight (packing issue),WH,9835,5,0.0005
12,Ahmedabad,Underweight (packing issue),WH,44850,9,0.0002
12,Nagpur,Customer perception / Wrong claim,CX,9259,19,0.0021
12,Nanded,External Damage/Bruises,Pod,843,4,0.0047
12,Mysore,Underweight (packing issue),WH,21498,8,0.0004
12,Coimbatore,Underweight (packing issue),WH,32457,14,0.0004
12,Trichy,Shrivelled / Dry,WH,8428,8,0.0009
12,Rajkot,Customer perception / Wrong claim,CX,4312,8,0.0019
12,Ludhiana,Internal Rotten,Sourcing,8081,4,0.0005
12,Vizag,Overripe,Pod,22647,6,0.0003
12,Rohtak,Taste / water content,Sourcing,2625,3,0.0011
12,Dehradun,Shrivelled / Dry,WH,11284,7,0.0006
12,Kurnool,Shrivelled / Dry,WH,5493,3,0.0005
12,Varanasi,Raw,Sourcing,8924,6,0.0007
12,Udaipur,Overripe,Pod,4978,3,0.0006
12,Ahmedabad,Damage in transit,Pod,44850,4,0.0001
12,Ambala,Raw,Sourcing,1986,3,0.0015
12,Kurnool,External Rotten/ Fungal,Pod,5493,4,0.0007
12,Amritsar,Customer perception / Wrong claim,CX,3043,5,0.0016
12,Udaipur,Raw,Sourcing,4978,4,0.0008
12,Meerut,Taste / water content,Sourcing,4316,7,0.0016
12,Kozhikode,Raw,Sourcing,14111,8,0.0006
12,Noida,External Damage/Bruises,Pod,23503,118,0.005
12,Central Goa,External Rotten/ Fungal,Pod,37476,11,0.0003
12,Agra,Customer perception / Wrong claim,CX,2388,4,0.0017
12,Bangalore,Internal Rotten,Sourcing,649289,607,0.0009
12,Rajahmundry,External Damage/Bruises,Pod,3394,21,0.0062
12,Kolkata,Customer perception / Wrong claim,CX,97163,189,0.0019
12,Patna,External Damage/Bruises,Pod,18088,157,0.0087
12,Bangalore,Taste / water content,Sourcing,649289,495,0.0008
12,Jodhpur,Customer perception / Wrong claim,CX,2272,16,0.007
12,Delhi,Taste / water content,Sourcing,165194,229,0.0014
12,Thrissur,External Damage/Bruises,Pod,22148,30,0.0014
12,Kanpur,Raw,Sourcing,4053,3,0.0007
12,Thrissur,Customer perception / Wrong claim,CX,22148,13,0.0006
12,Mangaluru,External Damage/Bruises,Pod,20925,117,0.0056
12,Gwalior,External Damage/Bruises,Pod,4134,12,0.0029
12,Tirupur,External Damage/Bruises,Pod,5279,34,0.0064
12,Pune,Internal Rotten,Sourcing,177273,69,0.0004
12,Ranchi,External Damage/Bruises,Pod,6291,40,0.0064
12,Delhi,External Rotten/ Fungal,Pod,165194,112,0.0007
12,Trichy,External Damage/Bruises,Pod,8428,30,0.0036
12,Delhi,Damage in transit,Pod,165194,5,0
12,Nagpur,Internal Rotten,Sourcing,9259,6,0.0006
12,Warangal,Customer perception / Wrong claim,CX,8269,44,0.0053
12,Madurai,Customer perception / Wrong claim,CX,9835,17,0.0017
12,Bhopal,Taste / water content,Sourcing,8764,6,0.0007
12,Bhopal,Raw,Sourcing,8764,10,0.0011
12,Vizag,Taste / water content,Sourcing,22647,18,0.0008
12,Aligarh,External Damage/Bruises,Pod,1462,10,0.0068
12,Karur,External Damage/Bruises,Pod,2737,6,0.0022
12,Mysore,Shrivelled / Dry,WH,21498,11,0.0005
12,Panipat,Internal Rotten,Sourcing,2185,2,0.0009
12,Thrissur,Shrivelled / Dry,WH,22148,3,0.0001
12,Surat,Shrivelled / Dry,WH,11932,8,0.0007
12,Lucknow,External Rotten/ Fungal,Pod,22424,6,0.0003
12,Karimnagar,Customer perception / Wrong claim,CX,3188,13,0.0041
12,Patna,Overripe,Pod,18088,3,0.0002
12,Manipal,Taste / water content,Sourcing,7022,2,0.0003
12,Salem,Customer perception / Wrong claim,CX,7285,8,0.0011
12,Guwahati,External Rotten/ Fungal,Pod,8950,12,0.0013
12,Roorkee,Customer perception / Wrong claim,CX,1273,3,0.0024
12,Jaipur,External Rotten/ Fungal,Pod,25668,5,0.0002
12,Ahmednagar,Customer perception / Wrong claim,CX,583,4,0.0069
12,Bangalore,Shrivelled / Dry,WH,649289,886,0.0014
12,Chennai,Raw,Sourcing,239427,231,0.001
12,Thiruvananthapuram,External Damage/Bruises,Pod,45832,162,0.0035
12,Guwahati,External Damage/Bruises,Pod,8950,130,0.0145
12,Kanchipuram,Customer perception / Wrong claim,CX,2579,8,0.0031
12,Kolkata,External Rotten/ Fungal,Pod,97163,110,0.0011
12,Surat,Internal Rotten,Sourcing,11932,7,0.0006
12,Ahmedabad,External Damage/Bruises,Pod,44850,384,0.0086
12,Chennai,Shrivelled / Dry,WH,239427,81,0.0003
12,Chennai,Underweight (packing issue),WH,239427,105,0.0004
12,Rajahmundry,Customer perception / Wrong claim,CX,3394,12,0.0035
12,Siliguri,Raw,Sourcing,2740,4,0.0015
12,Kolkata,Internal Rotten,Sourcing,97163,86,0.0009
12,Noida 1,External Rotten/ Fungal,Pod,69653,109,0.0016
12,Kanpur,Customer perception / Wrong claim,CX,4053,8,0.002
12,Gurgaon,Shrivelled / Dry,WH,93951,37,0.0004
12,Thiruvananthapuram,Raw,Sourcing,45832,19,0.0004
12,Ujjain,Customer perception / Wrong claim,CX,2354,9,0.0038
12,Meerut,External Damage/Bruises,Pod,4316,27,0.0063
12,Coimbatore,Damage in transit,Pod,32457,3,0.0001
12,Kollam,External Damage/Bruises,Pod,8363,10,0.0012
12,Jamshedpur,Customer perception / Wrong claim,CX,4036,10,0.0025
12,Silchar,External Damage/Bruises,Pod,3540,17,0.0048
12,Hyderabad,Overripe,Pod,359518,31,0.0001
12,Udaipur,External Damage/Bruises,Pod,4978,45,0.009
12,Kozhikode,Internal Rotten,Sourcing,14111,7,0.0005
12,Lucknow,Raw,Sourcing,22424,4,0.0002
12,Mumbai,Damage in transit,Pod,344041,21,0.0001
12,Nagpur,Raw,Sourcing,9259,8,0.0009
12,Kurukshetra,Shrivelled / Dry,WH,915,2,0.0022
12,Guwahati,Taste / water content,Sourcing,8950,3,0.0003
12,Allahabad,External Damage/Bruises,Pod,1794,10,0.0056
12,Chandigarh,External Rotten/ Fungal,Pod,41937,13,0.0003
12,Faridabad,Underweight (packing issue),WH,13067,3,0.0002
12,Bilaspur,Underweight (packing issue),WH,1231,2,0.0016
12,Nashik,External Rotten/ Fungal,Pod,5742,4,0.0007
12,Aligarh,Internal Rotten,Sourcing,1462,3,0.0021
12,Lucknow,Taste / water content,Sourcing,22424,21,0.0009
12,Hyderabad,Underweight (packing issue),WH,359518,163,0.0005
12,Bangalore,Raw,Sourcing,649289,378,0.0006
12,Lucknow,External Damage/Bruises,Pod,22424,105,0.0047
12,Khammam,Customer perception / Wrong claim,CX,4792,27,0.0056
12,Salem,External Damage/Bruises,Pod,7285,20,0.0027
12,Ranchi,Internal Rotten,Sourcing,6291,3,0.0005
12,Anantapur,External Damage/Bruises,Pod,3548,21,0.0059
12,Tirupati,Customer perception / Wrong claim,CX,11005,45,0.0041
12,Amritsar,External Damage/Bruises,Pod,3043,8,0.0026
12,Meerut,Customer perception / Wrong claim,CX,4316,8,0.0019
12,Varanasi,Customer perception / Wrong claim,CX,8924,23,0.0026
12,Palakkad,External Damage/Bruises,Pod,3508,5,0.0014
12,Jamshedpur,External Damage/Bruises,Pod,4036,36,0.0089
12,Jabalpur,External Damage/Bruises,Pod,3140,22,0.007
12,Karnal,External Damage/Bruises,Pod,926,3,0.0032
12,Ludhiana,External Damage/Bruises,Pod,8081,38,0.0047
12,Mysore,Raw,Sourcing,21498,9,0.0004
12,Jodhpur,External Damage/Bruises,Pod,2272,20,0.0088
12,Eluru,Customer perception / Wrong claim,CX,780,9,0.0115
12,Thanjavur,Underweight (packing issue),WH,5027,3,0.0006
12,Kozhikode,Shrivelled / Dry,WH,14111,7,0.0005
12,Patna,Underweight (packing issue),WH,18088,6,0.0003
12,Vadodara,Underweight (packing issue),WH,10360,4,0.0004
12,Latur,External Damage/Bruises,Pod,1024,6,0.0059
12,Ludhiana,Taste / water content,Sourcing,8081,4,0.0005
12,Kottayam,External Rotten/ Fungal,Pod,5102,3,0.0006
12,Nellore,Internal Rotten,Sourcing,4249,6,0.0014
12,Chandigarh,Overripe,Pod,41937,2,0
12,Alappuzha,Internal Rotten,Sourcing,3439,2,0.0006
12,Kurnool,Underweight (packing issue),WH,5493,2,0.0004
12,Vijayawada,Overripe,Pod,18437,5,0.0003
12,Rohtak,Customer perception / Wrong claim,CX,2625,7,0.0027
12,Pune,Customer perception / Wrong claim,CX,177273,569,0.0032
12,Vadodara,External Damage/Bruises,Pod,10360,61,0.0059
12,Bhubaneswar,Customer perception / Wrong claim,CX,29770,55,0.0018
12,Bhopal,Underweight (packing issue),WH,8764,4,0.0005
12,Mysore,Taste / water content,Sourcing,21498,11,0.0005
12,Manipal,Shrivelled / Dry,WH,7022,4,0.0006
12,Guntur,Customer perception / Wrong claim,CX,10766,48,0.0045
12,Ujjain,Shrivelled / Dry,WH,2354,2,0.0009
12,Mumbai,Underweight (packing issue),WH,344041,102,0.0003
12,Kozhikode,External Damage/Bruises,Pod,14111,37,0.0026
12,Tirupati,External Damage/Bruises,Pod,11005,71,0.0065
12,Belgaum,External Damage/Bruises,Pod,3674,10,0.0027
12,Thiruvananthapuram,External Rotten/ Fungal,Pod,45832,18,0.0004
12,Chennai,Damage in transit,Pod,239427,25,0.0001
12,Manipal,External Damage/Bruises,Pod,7022,29,0.0041
12,Bangalore,Overripe,Pod,649289,140,0.0002
12,Udaipur,Internal Rotten,Sourcing,4978,4,0.0008
12,Pune,Shrivelled / Dry,WH,177273,51,0.0003
12,Vellore,Customer perception / Wrong claim,CX,5779,9,0.0016
12,Thiruvananthapuram,Customer perception / Wrong claim,CX,45832,69,0.0015
12,Tirupati,Taste / water content,Sourcing,11005,5,0.0005
12,Noida,Overripe,Pod,23503,3,0.0001
12,Bhubaneswar,Shrivelled / Dry,WH,29770,7,0.0002
12,Patna,External Rotten/ Fungal,Pod,18088,17,0.0009
12,Bhimavaram,External Damage/Bruises,Pod,711,5,0.007
12,Guwahati,Internal Rotten,Sourcing,8950,12,0.0013
12,Jalandhar,Customer perception / Wrong claim,CX,1985,4,0.002
12,Tirunelveli,Customer perception / Wrong claim,CX,4914,7,0.0014
12,Kozhikode,Underweight (packing issue),WH,14111,3,0.0002
12,Coimbatore,Overripe,Pod,32457,3,0.0001
12,Guntur,Raw,Sourcing,10766,8,0.0007
12,Tirupati,Internal Rotten,Sourcing,11005,9,0.0008
12,Karaikkudi,Customer perception / Wrong claim,CX,2196,5,0.0023
12,Pondicherry,Raw,Sourcing,10080,4,0.0004
12,Pondicherry,Underweight (packing issue),WH,10080,5,0.0005
12,Alappuzha,External Damage/Bruises,Pod,3439,8,0.0023
12,Vizag,Damage in transit,Pod,22647,4,0.0002
12,Surat,External Rotten/ Fungal,Pod,11932,8,0.0007
12,Ambala,External Damage/Bruises,Pod,1986,6,0.003
12,Anantapur,Taste / water content,Sourcing,3548,2,0.0006
12,Kolkata,Taste / water content,Sourcing,97163,77,0.0008
12,Noida 1,Incorrect size (sourcing issue),Sourcing,69653,10,0.0001
12,Mysore,Customer perception / Wrong claim,CX,21498,56,0.0026
12,Lucknow,Shrivelled / Dry,WH,22424,8,0.0004
12,Pondicherry,Internal Rotten,Sourcing,10080,7,0.0007
12,Manipal,Customer perception / Wrong claim,CX,7022,22,0.0031
12,Nashik,Raw,Sourcing,5742,12,0.0021
12,Eluru,External Damage/Bruises,Pod,780,10,0.0128
12,Warangal,Internal Rotten,Sourcing,8269,5,0.0006
12,Patiala,External Damage/Bruises,Pod,3415,16,0.0047
12,Karaikkudi,External Damage/Bruises,Pod,2196,12,0.0055
12,Vellore,Shrivelled / Dry,WH,5779,5,0.0009
12,Tirupur,Customer perception / Wrong claim,CX,5279,21,0.004
12,Tirupur,Shrivelled / Dry,WH,5279,4,0.0008
12,Meerut,Raw,Sourcing,4316,7,0.0016
12,Indore,Raw,Sourcing,14999,9,0.0006
12,Faridabad,Taste / water content,Sourcing,13067,17,0.0013
12,Berhampur,External Damage/Bruises,Pod,1153,6,0.0052
12,Tirupati,External Rotten/ Fungal,Pod,11005,7,0.0006
12,Kochi,External Rotten/ Fungal,Pod,88549,24,0.0003
12,Jaipur,Internal Rotten,Sourcing,25668,11,0.0004
12,Madurai,Shrivelled / Dry,WH,9835,4,0.0004
12,Sri Ganganagar,External Damage/Bruises,Pod,2372,14,0.0059
12,Udaipur,Taste / water content,Sourcing,4978,4,0.0008
12,Guntur,Internal Rotten,Sourcing,10766,7,0.0007
12,Jaipur,Raw,Sourcing,25668,15,0.0006
12,Silchar,Raw,Sourcing,3540,2,0.0006
12,Gwalior,Taste / water content,Sourcing,4134,3,0.0007
12,Gurgaon,Overripe,Pod,93951,12,0.0001
12,Kurukshetra,Taste / water content,Sourcing,915,2,0.0022
12,Rohtak,Raw,Sourcing,2625,2,0.0008
12,Kozhikode,External Rotten/ Fungal,Pod,14111,5,0.0004
12,Gwalior,Customer perception / Wrong claim,CX,4134,8,0.0019
12,Central Goa,Shrivelled / Dry,WH,37476,11,0.0003
12,Bathinda,Customer perception / Wrong claim,CX,1030,3,0.0029
12,Davanagere,Internal Rotten,Sourcing,1569,3,0.0019
12,Saharanpur,Customer perception / Wrong claim,CX,722,2,0.0028
12,Hubli,Internal Rotten,Sourcing,3156,1,0.0003
12,Agra,Overripe,Pod,2388,1,0.0004
12,Durgapur,Customer perception / Wrong claim,CX,396,1,0.0025
12,Warangal,Shrivelled / Dry,WH,8269,6,0.0007
12,Ongole,Underweight (packing issue),WH,602,1,0.0017
12,Roorkee,Internal Rotten,Sourcing,1273,1,0.0008
12,Shivamogga,Raw,Sourcing,3306,1,0.0003
12,Tirupur,Underweight (packing issue),WH,5279,1,0.0002
12,Jabalpur,Raw,Sourcing,3140,1,0.0003
12,Ludhiana,Underweight (packing issue),WH,8081,1,0.0001
12,Nanded,External Rotten/ Fungal,Pod,843,1,0.0012
12,Kanpur,Shrivelled / Dry,WH,4053,2,0.0005
12,Bangalore,External Rotten/ Fungal,Pod,649289,845,0.0013
12,Gurgaon,External Damage/Bruises,Pod,93951,693,0.0074
12,Mumbai,Customer perception / Wrong claim,CX,344041,849,0.0025
12,Kottayam,External Damage/Bruises,Pod,5102,10,0.002
12,Noida 1,Customer perception / Wrong claim,CX,69653,175,0.0025
12,Noida 1,Underweight (packing issue),WH,69653,26,0.0004
12,Thiruvallur,Overripe,Pod,2118,1,0.0005
12,Tirupur,External Rotten/ Fungal,Pod,5279,3,0.0006
12,Chandigarh,Customer perception / Wrong claim,CX,41937,116,0.0028
12,Ahmedabad,Customer perception / Wrong claim,CX,44850,173,0.0039
12,Warangal,Raw,Sourcing,8269,14,0.0017
12,Ajmer,Raw,Sourcing,1644,1,0.0006
12,Jalandhar,Overripe,Pod,1985,1,0.0005
12,Bikaner,Shrivelled / Dry,WH,1136,1,0.0009
12,Latur,Customer perception / Wrong claim,CX,1024,1,0.001
12,Nagpur,Underweight (packing issue),WH,9259,1,0.0001
12,Silchar,Shrivelled / Dry,WH,3540,1,0.0003
12,Delhi,Internal Rotten,Sourcing,165194,132,0.0008
12,Aurangabad,External Damage/Bruises,Pod,3055,20,0.0065
12,Bangalore,External Damage/Bruises,Pod,649289,3292,0.0051
12,Khammam,External Damage/Bruises,Pod,4792,21,0.0044
12,Mysore,Incorrect size (sourcing issue),Sourcing,21498,1,0
12,Patna,Shrivelled / Dry,WH,18088,5,0.0003
12,Thanjavur,Raw,Sourcing,5027,4,0.0008
12,Jabalpur,Underweight (packing issue),WH,3140,1,0.0003
12,Chandigarh,Damage in transit,Pod,41937,2,0
12,Jamshedpur,Internal Rotten,Sourcing,4036,2,0.0005
12,Hyderabad,Customer perception / Wrong claim,CX,359518,1374,0.0038
12,Manipal,Raw,Sourcing,7022,1,0.0001
12,Bareilly,Raw,Sourcing,1627,1,0.0006
12,Patiala,External Rotten/ Fungal,Pod,3415,1,0.0003
12,Sri Ganganagar,Underweight (packing issue),WH,2372,1,0.0004
12,Belgaum,Taste / water content,Sourcing,3674,1,0.0003
12,Saharanpur,Underweight (packing issue),WH,722,1,0.0014
12,Moradabad,Raw,Sourcing,2352,1,0.0004
12,Bhimavaram,Raw,Sourcing,711,2,0.0028
12,Indore,Overripe,Pod,14999,2,0.0001
12,Jhansi,Customer perception / Wrong claim,CX,1671,2,0.0012
12,Saharanpur,Taste / water content,Sourcing,722,2,0.0028
12,Panipat,Taste / water content,Sourcing,2185,1,0.0005
12,Karnal,External Rotten/ Fungal,Pod,926,1,0.0011
12,Vizag,Incorrect size (sourcing issue),Sourcing,22647,1,0
12,Saharanpur,External Damage/Bruises,Pod,722,3,0.0042
12,Bikaner,External Rotten/ Fungal,Pod,1136,1,0.0009
12,Tirupur,Raw,Sourcing,5279,1,0.0002
12,Raipur,External Rotten/ Fungal,Pod,4430,1,0.0002
12,Thiruvananthapuram,Incorrect size (sourcing issue),Sourcing,45832,1,0
12,Nagercoil,External Damage/Bruises,Pod,3349,3,0.0009
12,Kanchipuram,Shrivelled / Dry,WH,2579,1,0.0004
12,Karimnagar,Taste / water content,Sourcing,3188,2,0.0006
12,Rajahmundry,Underweight (packing issue),WH,3394,2,0.0006
12,Shivamogga,Internal Rotten,Sourcing,3306,2,0.0006
12,Cuttack,Taste / water content,Sourcing,2841,1,0.0004
12,Sonipat,Taste / water content,Sourcing,1010,1,0.001
12,Ajmer,Internal Rotten,Sourcing,1644,1,0.0006
12,Salem,Underweight (packing issue),WH,7285,1,0.0001
12,Gwalior,External Rotten/ Fungal,Pod,4134,1,0.0002
12,Rohtak,External Rotten/ Fungal,Pod,2625,2,0.0008
12,Dehradun,External Rotten/ Fungal,Pod,11284,1,0.0001
12,Bhubaneswar,Underweight (packing issue),WH,29770,2,0.0001
12,Dibrugarh,Overripe,Pod,2868,1,0.0003
12,Trichy,External Rotten/ Fungal,Pod,8428,3,0.0004
12,Muzaffarpur,External Rotten/ Fungal,Pod,1426,1,0.0007
12,Alappuzha,Incorrect size (sourcing issue),Sourcing,3439,1,0.0003
12,Cuttack,Raw,Sourcing,2841,1,0.0004
12,Nellore,External Rotten/ Fungal,Pod,4249,3,0.0007
12,Thoothukudi,External Rotten/ Fungal,Pod,4266,1,0.0002
12,Rudrapur,Underweight (packing issue),WH,1311,1,0.0008
12,Nashik,Shrivelled / Dry,WH,5742,2,0.0003
12,Siliguri,Overripe,Pod,2740,2,0.0007
12,Dehradun,Underweight (packing issue),WH,11284,1,0.0001
12,Ahmednagar,Taste / water content,Sourcing,583,1,0.0017
12,Udaipur,Underweight (packing issue),WH,4978,2,0.0004
12,Nashik,Underweight (packing issue),WH,5742,1,0.0002
12,Jabalpur,Taste / water content,Sourcing,3140,1,0.0003
12,Anantapur,External Rotten/ Fungal,Pod,3548,1,0.0003
12,Ranchi,Shrivelled / Dry,WH,6291,1,0.0002
12,Rajahmundry,Damage in transit,Pod,3394,1,0.0003
12,Khammam,Internal Rotten,Sourcing,4792,2,0.0004
12,Thiruvalla,Customer perception / Wrong claim,CX,3549,4,0.0011
12,Salem,Shrivelled / Dry,WH,7285,3,0.0004
12,Eluru,Raw,Sourcing,780,1,0.0013
12,Patiala,Shrivelled / Dry,WH,3415,1,0.0003
12,Thiruvallur,Internal Rotten,Sourcing,2118,3,0.0014
12,Berhampur,Customer perception / Wrong claim,CX,1153,2,0.0017
12,Kota,External Rotten/ Fungal,Pod,5468,1,0.0002
12,Kozhikode,Overripe,Pod,14111,1,0.0001
12,Bathinda,Raw,Sourcing,1030,1,0.001
12,Muzaffarpur,Taste / water content,Sourcing,1426,1,0.0007
12,Aurangabad,Shrivelled / Dry,WH,3055,1,0.0003
12,Anand,Raw,Sourcing,843,1,0.0012
12,Lucknow,Underweight (packing issue),WH,22424,7,0.0003
12,Mathura,Shrivelled / Dry,WH,1227,2,0.0016
12,Sonipat,Incorrect size (sourcing issue),Sourcing,1010,1,0.001
12,Muzaffarpur,Shrivelled / Dry,WH,1426,1,0.0007
12,Aligarh,Shrivelled / Dry,WH,1462,1,0.0007
12,Karimnagar,Underweight (packing issue),WH,3188,1,0.0003
12,Ajmer,Incorrect size (sourcing issue),Sourcing,1644,1,0.0006
12,Jhansi,Raw,Sourcing,1671,1,0.0006
12,Kochi,Incorrect size (sourcing issue),Sourcing,88549,1,0
12,Raipur,Overripe,Pod,4430,2,0.0005
12,Thrissur,Overripe,Pod,22148,1,0
12,Salem,Raw,Sourcing,7285,1,0.0001
12,Patna,Incorrect size (sourcing issue),Sourcing,18088,1,0.0001
12,Jodhpur,Shrivelled / Dry,WH,2272,1,0.0004
12,Coimbatore,Incorrect size (sourcing issue),Sourcing,32457,1,0
12,Ranchi,Taste / water content,Sourcing,6291,2,0.0003
12,Thoothukudi,Overripe,Pod,4266,1,0.0002
12,Warangal,Taste / water content,Sourcing,8269,2,0.0002
12,Dibrugarh,External Rotten/ Fungal,Pod,2868,6,0.0021
12,Jamshedpur,Shrivelled / Dry,WH,4036,1,0.0002
12,Bhubaneswar,Incorrect size (sourcing issue),Sourcing,29770,2,0.0001
12,Anand,External Rotten/ Fungal,Pod,843,1,0.0012
12,Madurai,Overripe,Pod,9835,1,0.0001
12,Bathinda,External Rotten/ Fungal,Pod,1030,1,0.001
