WEEK,CITY,SPOC,ORDERS_TOTAL,IGCC,inc_%
9,Dehradun,Pod,2095,1,0.0005
9,Dehradun,Pod,2095,6,0.0029
9,Siliguri,Pod,356,1,0.0028
9,Guwahati,Pod,1089,1,0.0009
9,Kozhikode,Pod,2259,1,0.0004
9,Aurangabad,CX,448,1,0.0022
9,Kolkata,Sourcing,18917,22,0.0012
9,Salem,Pod,1301,1,0.0008
9,Ahmedabad,WH,7274,1,0.0001
9,Kota,Sourcing,985,1,0.001
9,Thiruvananthapuram,Sourcing,7384,4,0.0005
9,Patna,WH,3054,1,0.0003
9,Hyderabad,Pod,62077,466,0.0075
9,Kochi,Sourcing,15667,16,0.001
9,Thiruvananthapuram,Pod,7384,31,0.0042
9,Chandigarh,CX,7431,25,0.0034
9,Salem,Sourcing,1301,2,0.0015
9,Noida 1,Sourcing,10877,18,0.0017
9,Mysore,CX,3562,8,0.0022
9,Noida,Sourcing,3711,9,0.0024
9,Tirupati,Sourcing,1937,3,0.0015
9,Tirupati,Sourcing,1937,3,0.0015
9,Amravati,CX,242,1,0.0041
9,Lucknow,CX,3430,1,0.0003
9,Mysore,Sourcing,3562,3,0.0008
9,Lucknow,WH,3430,1,0.0003
9,Anantapur,Sourcing,602,1,0.0017
9,Vijayawada,Sourcing,3049,3,0.001
9,Central Goa,Sourcing,5440,7,0.0013
9,Silchar,Sourcing,487,1,0.0021
9,Panipat,Sourcing,686,1,0.0015
9,Kochi,WH,15667,2,0.0001
9,Bikaner,Pod,159,2,0.0126
9,Surat,CX,1640,7,0.0043
9,Guntur,Sourcing,1694,5,0.003
9,Nellore,Pod,781,4,0.0051
9,Gurgaon,Pod,15572,2,0.0001
9,Hyderabad,WH,62077,32,0.0005
9,Mumbai,Sourcing,66888,15,0.0002
9,Thiruvananthapuram,CX,7384,7,0.0009
9,Rudrapur,Pod,211,1,0.0047
9,Kollam,CX,1522,1,0.0007
9,Noida,WH,3711,2,0.0005
9,Trichy,WH,1383,1,0.0007
9,Gurgaon,Sourcing,15572,3,0.0002
9,Indore,Sourcing,2094,3,0.0014
9,Jodhpur,Pod,300,2,0.0067
9,Thrissur,Sourcing,3545,1,0.0003
9,Surat,Sourcing,1640,1,0.0006
9,Vadodara,Sourcing,1456,1,0.0007
9,Jamshedpur,WH,800,1,0.0013
9,Saharanpur,Pod,91,1,0.011
9,Tirupur,Sourcing,910,1,0.0011
9,Bikaner,CX,159,2,0.0126
9,Kolkata,WH,18917,4,0.0002
9,Mumbai,Pod,66888,2,0
9,Noida,Sourcing,3711,1,0.0003
9,Noida 1,WH,10877,1,0.0001
9,Noida 1,Pod,10877,2,0.0002
9,Nagpur,Pod,1184,2,0.0017
9,Udaipur,CX,783,3,0.0038
9,Mysore,Pod,3562,1,0.0003
9,Faridabad,Pod,2714,1,0.0004
9,Delhi,Sourcing,29995,64,0.0021
9,Vadodara,Pod,1456,12,0.0082
9,Gurgaon,Pod,15572,4,0.0003
9,Pondicherry,Sourcing,2064,3,0.0015
9,Kollam,Pod,1522,2,0.0013
9,Mangaluru,Pod,3341,2,0.0006
9,Kota,Sourcing,985,1,0.001
9,Gurgaon,Pod,15572,117,0.0075
9,Thanjavur,Sourcing,857,1,0.0012
9,Coimbatore,Sourcing,5090,1,0.0002
9,Ambala,Sourcing,364,1,0.0027
9,Rajkot,Sourcing,552,1,0.0018
9,Ujjain,Pod,420,2,0.0048
9,Nagercoil,Sourcing,553,1,0.0018
9,Anantapur,Sourcing,602,2,0.0033
9,Delhi,WH,29995,6,0.0002
9,Kota,CX,985,6,0.0061
9,Hyderabad,Pod,62077,5,0.0001
9,Anand,Pod,178,2,0.0112
9,Kochi,Sourcing,15667,5,0.0003
9,Kakinada,Pod,612,2,0.0033
9,Jaipur,Sourcing,3924,2,0.0005
9,Kota,Sourcing,985,3,0.003
9,Vijayawada,WH,3049,1,0.0003
9,Khammam,CX,853,1,0.0012
9,Chennai,Sourcing,47945,48,0.001
9,Roorkee,Pod,272,2,0.0074
9,Kanchipuram,Pod,596,1,0.0017
9,Jamshedpur,Sourcing,800,2,0.0025
9,Thiruvananthapuram,Pod,7384,1,0.0001
9,Thiruvalla,WH,690,1,0.0014
9,Patna,Sourcing,3054,2,0.0007
9,Kolhapur,CX,323,2,0.0062
9,Warangal,Sourcing,1328,2,0.0015
9,Palakkad,CX,528,1,0.0019
9,Patiala,Pod,646,1,0.0015
9,Bangalore,Sourcing,105648,163,0.0015
9,Kochi,Pod,15667,58,0.0037
9,Vizag,Sourcing,3123,4,0.0013
9,Varanasi,Pod,951,5,0.0053
9,Karimnagar,Pod,485,2,0.0041
9,Pune,Pod,28752,174,0.0061
9,Ludhiana,Pod,1486,15,0.0101
9,Tirupati,Pod,1937,18,0.0093
9,Vadodara,Sourcing,1456,5,0.0034
9,Chandigarh,Sourcing,7431,6,0.0008
9,Noida,CX,3711,14,0.0038
9,Kota,Pod,985,9,0.0091
9,Kochi,CX,15667,20,0.0013
9,Rajkot,Sourcing,552,1,0.0018
9,Karaikkudi,CX,340,1,0.0029
9,Patna,Sourcing,3054,1,0.0003
9,Sonipat,Pod,200,1,0.005
9,Kolkata,WH,18917,2,0.0001
9,Pune,WH,28752,5,0.0002
9,Tirupati,CX,1937,8,0.0041
9,Nagpur,CX,1184,5,0.0042
9,Ranchi,Pod,1184,4,0.0034
9,Chennai,WH,47945,30,0.0006
9,Bangalore,Pod,105648,170,0.0016
9,Guwahati,CX,1089,6,0.0055
9,Bangalore,Pod,105648,15,0.0001
9,Mysore,Pod,3562,10,0.0028
9,Rohtak,Pod,437,6,0.0137
9,Noida 1,Sourcing,10877,20,0.0018
9,Dibrugarh,Pod,425,7,0.0165
9,Kottayam,Pod,903,3,0.0033
9,Nashik,CX,1160,3,0.0026
9,Patna,WH,3054,3,0.001
9,Mumbai,Pod,66888,3,0
9,Tumakuru,Pod,594,2,0.0034
9,Madurai,Sourcing,1397,1,0.0007
9,Jabalpur,Pod,536,1,0.0019
9,Pondicherry,CX,2064,4,0.0019
9,Tirupati,Pod,1937,1,0.0005
9,Bhilai,Pod,132,1,0.0076
9,Amritsar,CX,527,1,0.0019
9,Vijayawada,Sourcing,3049,1,0.0003
9,Tirupati,WH,1937,1,0.0005
9,Kolhapur,Sourcing,323,1,0.0031
9,Delhi,Sourcing,29995,58,0.0019
9,Lucknow,Pod,3430,12,0.0035
9,Vapi,Pod,619,3,0.0048
9,Noida 1,Pod,10877,35,0.0032
9,Shivamogga,CX,585,3,0.0051
9,Central Goa,CX,5440,3,0.0006
9,Udaipur,Pod,783,7,0.0089
9,Gwalior,Pod,709,4,0.0056
9,Kakinada,Sourcing,612,2,0.0033
9,Trichy,Sourcing,1383,2,0.0014
9,Jaipur,Pod,3924,4,0.001
9,Siliguri,CX,356,1,0.0028
9,Vadodara,Pod,1456,1,0.0007
9,Dehradun,Sourcing,2095,1,0.0005
9,Bhubaneswar,WH,4419,1,0.0002
9,Salem,Sourcing,1301,1,0.0008
9,Tirupati,Sourcing,1937,1,0.0005
9,Chandigarh,WH,7431,1,0.0001
9,Ludhiana,CX,1486,4,0.0027
9,Faridabad,Sourcing,2714,4,0.0015
9,Udaipur,Sourcing,783,1,0.0013
9,Silchar,Pod,487,1,0.0021
9,Patna,Sourcing,3054,1,0.0003
9,Manipal,Pod,1382,1,0.0007
9,Ludhiana,Sourcing,1486,1,0.0007
9,Meerut,CX,394,1,0.0025
9,Kolkata,Sourcing,18917,19,0.001
9,Shivamogga,Sourcing,585,2,0.0034
9,Gorakhpur,CX,214,2,0.0093
9,Coimbatore,Sourcing,5090,3,0.0006
9,Gurgaon,WH,15572,8,0.0005
9,Nellore,CX,781,3,0.0038
9,Indore,CX,2094,3,0.0014
9,Karimnagar,Pod,485,1,0.0021
9,Ahmedabad,Sourcing,7274,1,0.0001
9,Salem,Sourcing,1301,1,0.0008
9,Gwalior,CX,709,2,0.0028
9,Karnal,Pod,174,1,0.0057
9,Erode,Pod,556,1,0.0018
9,Karur,CX,478,1,0.0021
9,Lonavla,Pod,117,2,0.0171
9,Jamshedpur,CX,800,1,0.0013
9,Chandigarh,Pod,7431,1,0.0001
9,Khammam,Pod,853,1,0.0012
9,Mangaluru,CX,3341,5,0.0015
9,Rajkot,Pod,552,5,0.0091
9,Patna,Pod,3054,4,0.0013
9,Chandigarh,Pod,7431,56,0.0075
9,Dehradun,CX,2095,7,0.0033
9,Noida 1,Pod,10877,4,0.0004
9,Patna,Pod,3054,17,0.0056
9,Meerut,Pod,394,3,0.0076
9,Kanpur,CX,848,2,0.0024
9,Cuttack,Pod,473,2,0.0042
9,Kanpur,Sourcing,848,1,0.0012
9,Karimnagar,WH,485,1,0.0021
9,Meerut,Sourcing,394,1,0.0025
9,Kurukshetra,Pod,167,3,0.018
9,Guwahati,Pod,1089,15,0.0138
9,Warangal,CX,1328,4,0.003
9,Kolkata,CX,18917,23,0.0012
9,Bathinda,Pod,196,2,0.0102
9,Salem,Pod,1301,5,0.0038
9,Chennai,Pod,47945,7,0.0001
10,Bhopal,Pod,8499,1,0.0001
10,Vapi,Pod,4031,15,0.0037
10,Tumakuru,Sourcing,3690,3,0.0008
10,Allahabad,WH,1321,2,0.0015
10,Khammam,Sourcing,5488,2,0.0004
10,Ambala,Pod,2127,1,0.0005
10,Thanjavur,WH,5435,1,0.0002
10,Cuttack,WH,3196,1,0.0003
10,Nagercoil,CX,3479,2,0.0006
10,Kurnool,Pod,5252,1,0.0002
10,Tirupur,Pod,5921,1,0.0002
10,Noida 1,CX,71727,188,0.0026
10,Central Goa,Sourcing,35990,17,0.0005
10,Patiala,Pod,3795,14,0.0037
10,Tumakuru,CX,3690,1,0.0003
10,Kanpur,Sourcing,5181,1,0.0002
10,Ahmedabad,Pod,44621,22,0.0005
10,Jamshedpur,Pod,5668,3,0.0005
10,Bhubaneswar,Pod,30723,135,0.0044
10,Kanpur,Pod,5181,21,0.0041
10,Ranchi,WH,7573,3,0.0004
10,Dibrugarh,Pod,2781,3,0.0011
10,Central Goa,Pod,35990,6,0.0002
10,Meerut,Pod,3337,1,0.0003
10,Indore,Sourcing,14906,1,0.0001
10,Belgaum,CX,4628,5,0.0011
10,Tumakuru,Sourcing,3690,5,0.0014
10,Bhubaneswar,CX,30723,46,0.0015
10,Jaipur,WH,30010,6,0.0002
10,Guntur,WH,10065,3,0.0003
10,Kakinada,CX,3503,5,0.0014
10,Trichy,WH,8454,5,0.0006
10,Coimbatore,Sourcing,31184,29,0.0009
10,Aligarh,CX,1507,7,0.0046
10,Kurnool,WH,5252,2,0.0004
10,Gwalior,WH,4222,1,0.0002
10,Mysore,Sourcing,22787,1,0
10,Mumbai,Pod,433575,48,0.0001
10,Noida 1,Sourcing,71727,88,0.0012
10,Patna,CX,19804,45,0.0023
10,Hyderabad,Pod,392758,3255,0.0083
10,Noida 1,Pod,71727,20,0.0003
10,Trichy,CX,8454,15,0.0018
10,Coimbatore,WH,31184,13,0.0004
10,Kottayam,Pod,5848,2,0.0003
10,Ambala,Sourcing,2127,2,0.0009
10,Tirupati,WH,12210,5,0.0004
10,Chandigarh,Pod,47714,12,0.0003
10,Jodhpur,Pod,2054,1,0.0005
10,Dibrugarh,Sourcing,2781,2,0.0007
10,Tirupur,Pod,5921,1,0.0002
10,Lonavla,Sourcing,847,1,0.0012
10,Nashik,Pod,8221,1,0.0001
10,Saharanpur,Pod,766,1,0.0013
10,Noida 1,Pod,71727,384,0.0054
10,Nellore,Sourcing,4614,2,0.0004
10,Karimnagar,WH,3523,2,0.0006
10,Patiala,Sourcing,3795,9,0.0024
10,Pondicherry,WH,11946,2,0.0002
10,Nizamabad,Sourcing,473,1,0.0021
10,Bareilly,Sourcing,2462,1,0.0004
10,Hyderabad,Sourcing,392758,295,0.0008
10,Noida 1,Sourcing,71727,70,0.001
10,Delhi,Pod,199871,28,0.0001
10,Rohtak,Sourcing,3040,3,0.001
10,Vizag,Sourcing,19307,9,0.0005
10,Salem,Sourcing,7986,3,0.0004
10,Surat,Pod,10495,5,0.0005
10,Alappuzha,CX,3728,2,0.0005
10,Varanasi,WH,6894,2,0.0003
10,Udaipur,Pod,5157,4,0.0008
10,Amravati,WH,1711,1,0.0006
10,Nizamabad,Sourcing,473,1,0.0021
10,Kurnool,CX,5252,18,0.0034
10,Ahmedabad,Sourcing,44621,23,0.0005
10,Central Goa,WH,35990,6,0.0002
10,Kochi,Pod,96727,7,0.0001
10,Cuttack,Pod,3196,2,0.0006
10,Thoothukudi,CX,4630,10,0.0022
10,Siliguri,CX,2574,2,0.0008
10,Ongole,Sourcing,392,1,0.0026
10,Nagercoil,Pod,3479,8,0.0023
10,Meerut,CX,3337,9,0.0027
10,Delhi,Pod,199871,7,0
10,Kottayam,WH,5848,1,0.0002
10,Karur,Pod,2960,7,0.0024
10,Vellore,WH,6818,1,0.0001
10,Nellore,Pod,4614,1,0.0002
10,Hyderabad,Pod,392758,38,0.0001
10,Guntur,CX,10065,24,0.0024
10,Panipat,Sourcing,4085,6,0.0015
10,Belgaum,Sourcing,4628,2,0.0004
10,Gwalior,Sourcing,4222,3,0.0007
10,Siliguri,Pod,2574,2,0.0008
10,Mumbai,Sourcing,433575,5,0
10,Dibrugarh,WH,2781,1,0.0004
10,Faridabad,Sourcing,16346,8,0.0005
10,Coimbatore,Pod,31184,201,0.0064
10,Faridabad,Pod,16346,124,0.0076
10,Ujjain,Sourcing,2841,3,0.0011
10,Jaipur,Pod,30010,5,0.0002
10,Thiruvallur,WH,2680,2,0.0007
10,Salem,Pod,7986,19,0.0024
10,Rudrapur,Pod,1390,4,0.0029
10,Eluru,CX,787,2,0.0025
10,Madurai,Sourcing,8750,4,0.0005
10,Vizianagaram,Sourcing,824,1,0.0012
10,Salem,Sourcing,7986,1,0.0001
10,Ludhiana,WH,8531,1,0.0001
10,Vadodara,Sourcing,9437,16,0.0017
10,Kozhikode,Sourcing,14350,16,0.0011
10,Thiruvananthapuram,Sourcing,46900,42,0.0009
10,Vizag,Sourcing,19307,23,0.0012
10,Tirupati,Sourcing,12210,5,0.0004
10,Noida,Pod,25986,2,0.0001
10,Vijayawada,Pod,18713,1,0.0001
10,Ludhiana,CX,8531,22,0.0026
10,Surat,WH,10495,7,0.0007
10,Udaipur,CX,5157,20,0.0039
10,Ajmer,CX,1855,3,0.0016
10,Karur,Pod,2960,1,0.0003
10,Muzaffarpur,Sourcing,578,1,0.0017
10,Mangaluru,Pod,21603,25,0.0012
10,Erode,Pod,3644,13,0.0036
10,Bhopal,Sourcing,8499,11,0.0013
10,Silchar,CX,3364,9,0.0027
10,Kollam,Sourcing,8683,2,0.0002
10,Erode,Sourcing,3644,1,0.0003
10,Ujjain,Sourcing,2841,4,0.0014
10,Karaikkudi,CX,2168,1,0.0005
10,Warangal,Sourcing,8643,3,0.0003
10,Kannur,Pod,2046,5,0.0024
10,Gwalior,Pod,4222,26,0.0062
10,Chennai,Pod,288553,51,0.0002
10,Nanded,Pod,761,4,0.0053
10,Vapi,Sourcing,4031,2,0.0005
10,Rajahmundry,CX,3473,6,0.0017
10,Noida,CX,25986,78,0.003
10,Ambala,WH,2127,1,0.0005
10,Kakinada,Pod,3503,21,0.006
10,Bikaner,CX,1411,9,0.0064
10,Eluru,WH,787,1,0.0013
10,Ahmedabad,WH,44621,22,0.0005
10,Ranchi,WH,7573,2,0.0003
10,Rohtak,Pod,3040,3,0.001
10,Pune,Sourcing,190036,109,0.0006
10,Ahmedabad,Pod,44621,280,0.0063
10,Aligarh,Pod,1507,18,0.0119
10,Berhampur,WH,1401,1,0.0007
10,Kanchipuram,Pod,3267,1,0.0003
10,Khammam,Pod,5488,21,0.0038
10,Kolkata,Pod,127082,20,0.0002
