Unique ID,WEEK,CITY,ITEM_CODE_NEW,ITEM_NAME,Total IGCC,Unique Order Numbers,Reason Summary
19-Nizamabad-1096,19,Nizamabad,1096,Muskmelon,1,,Customer perception / Wrong claim (1.00)
19-Panipat-945269,19,Panipat,945269,Madhuras Muskmelon,2,,External Damage/Bruises (2.00)
19-Hyderabad-220874,19,Hyderabad,220874,Bhoomi Farms Organically Grown Bitter Gourd,7,,"External Damage/Bruises (6.00), Overripe (1.00)"
19-Noida-240205,19,Noida,240205,Green Grapes Sonaka (Seedless),2,,"Underweight (packing issue) (1.00), Taste / water content (1.00)"
19-Pune-785537,19,Pune,785537,Phulwaa Fresh Shevanti Yellow,2,,External Damage/Bruises (2.00)
19-Bangalore-902508,19,Bangalore,902508,nectr Royal Gala Apple,1,,External Damage/Bruises (1.00)
19-Nellore-45306,19,Nellore,45306,Daily Pomegranate,1,,Raw (1.00)
19-Bhimavaram-1284,19,Bhimavaram,1284,Indian Tomato,1,,External Damage/Bruises (1.00)
19-Nizamabad-1116,19,Nizamabad,1116,Semi ripe Chikoo,1,,External Damage/Bruises (1.00)
19-Nellore-3505,19,Nellore,3505,Banganapalli / Safeda Mango,3,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00), External Rotten/ Fungal (1.00)"
19-Pune-526665,19,Pune,526665,Phulwaa Fresh Daily Mix,3,,External Damage/Bruises (3.00)
19-Bangalore-233266,19,Bangalore,233266,Pluckk Organic Bitter Gourd,3,,"Overripe (2.00), Customer perception / Wrong claim (1.00)"
19-Tirupati-993186,19,Tirupati,993186,Imported Snacky Apple,1,,Customer perception / Wrong claim (1.00)
19-Pune-993186,19,Pune,993186,Imported Snacky Apple,4,,"External Damage/Bruises (3.00), Customer perception / Wrong claim (1.00)"
19-Noida 1-453296,19,Noida 1,453296,Flower Aura Five Purple Bliss Chrysanthemum Bouquet,2,,External Damage/Bruises (2.00)
19-Bangalore-143045,19,Bangalore,143045,Bhoomi Farms Organic Tomato,4,,Raw (4.00)
19-Nellore-17050,19,Nellore,17050,Mango South Alphonso (Karnataka Badami),1,,External Damage/Bruises (1.00)
19-Ludhiana-736728,19,Ludhiana,736728,Bobby Muskmelon (White Flesh),1,,Raw (1.00)
19-Bilaspur-1037,19,Bilaspur,1037,Cauliflower,1,,External Damage/Bruises (1.00)
19-Nellore-1016,19,Nellore,1016,Bottle Gourd,1,,Customer perception / Wrong claim (1.00)
19-Bangalore-462006,19,Bangalore,462006,Fresh Imported Peony (France),13,,"External Damage/Bruises (9.00), Shrivelled / Dry (4.00)"
19-Nizamabad-1095,19,Nizamabad,1095,Button Mushroom,1,,External Rotten/ Fungal (1.00)
19-Hyderabad-610771,19,Hyderabad,610771,The Flora Single Red Rose,2,,Customer perception / Wrong claim (2.00)
19-Bhilai-14877,19,Bhilai,14877,Small Cauliflower,1,,External Damage/Bruises (1.00)
19-Delhi-703928,19,Delhi,703928,The Flora Two Purple Eustoma Bouquet,10,,"Shrivelled / Dry (7.00), External Damage/Bruises (2.00), Customer perception / Wrong claim (1.00)"
19-Hyderabad-530584,19,Hyderabad,530584,Superplum South Alphonso Mango (Karnataka Badami),5,,"External Damage/Bruises (3.00), Customer perception / Wrong claim (1.00), External Rotten/ Fungal (1.00)"
19-Nanded-1296,19,Nanded,1296,Tender Coconut,4,,"Taste / water content (3.00), Customer perception / Wrong claim (1.00)"
19-Nizamabad-17041,19,Nizamabad,17041,Premium Alphonso Mango (Hapus),1,,External Rotten/ Fungal (1.00)
19-Bhilai-4563,19,Bhilai,4563,Bitter Gourd,1,,External Damage/Bruises (1.00)
19-Eluru-1128,19,Eluru,1128,Sweet Potato,2,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
19-Nellore-4600,19,Nellore,4600,Long Purple Brinjal,2,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
19-Pune-736728,19,Pune,736728,Bobby Muskmelon (White Flesh),6,,"External Damage/Bruises (4.00), Raw (2.00)"
19-Chennai-642046,19,Chennai,642046,Gujarat Kesar Mango,1,,External Damage/Bruises (1.00)
19-Karnal-1284,19,Karnal,1284,Indian Tomato,1,,External Damage/Bruises (1.00)
19-Nellore-3508,19,Nellore,3508,Kiran Watermelon,1,,Customer perception / Wrong claim (1.00)
19-Mysore-135817,19,Mysore,135817,Farmerr Two Orchids Bouquet,1,,Shrivelled / Dry (1.00)
19-Mumbai-976817,19,Mumbai,976817,Premium Sweet Lime,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
19-Anantapur-3505,19,Anantapur,3505,Banganapalli / Safeda Mango,1,,Customer perception / Wrong claim (1.00)
19-Delhi-945269,19,Delhi,945269,Madhuras Muskmelon,106,,"External Damage/Bruises (72.00), Customer perception / Wrong claim (24.00), Raw (4.00), Internal Rotten (3.00), External Rotten/ Fungal (2.00), Incorrect size (sourcing issue) (1.00)"
19-Mumbai-859112,19,Mumbai,859112,nectr Pomegranate Arils (Chemical Free),1,,Internal Rotten (1.00)
19-Berhampur-1296,19,Berhampur,1296,Tender Coconut,4,,"External Damage/Bruises (3.00), Internal Rotten (1.00)"
19-Anantapur-4599,19,Anantapur,4599,Lady's Finger,2,,External Damage/Bruises (2.00)
19-Karimnagar-271378,19,Karimnagar,271378,Kesar Mango (Maharashtra),1,,Customer perception / Wrong claim (1.00)
19-Nellore-1284,19,Nellore,1284,Indian Tomato,2,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
19-Gurgaon-854514,19,Gurgaon,854514,English Cucumber - Protected Cultivation,11,,External Damage/Bruises (11.00)
19-Saharanpur-1296,19,Saharanpur,1296,Tender Coconut,3,,"Taste / water content (2.00), External Damage/Bruises (1.00)"
19-Noida-512179,19,Noida,512179,Red & Yellow Bell Pepper - Protected Cultivation,1,,Customer perception / Wrong claim (1.00)
19-Nizamabad-11565,19,Nizamabad,11565,Baby Banana,1,,Customer perception / Wrong claim (1.00)
19-Pune-410955,19,Pune,410955,The Flora Three Pink Roses Bouquet,4,,External Damage/Bruises (4.00)
19-Bhilai-4599,19,Bhilai,4599,Lady's Finger,1,,External Damage/Bruises (1.00)
19-Bangalore-836288,19,Bangalore,836288,Bhoomi Farms Organically Grown Chow Chow,1,,External Damage/Bruises (1.00)
19-Anantapur-7466,19,Anantapur,7466,Striped Muskmelon,1,,Customer perception / Wrong claim (1.00)
19-Eluru-1005,19,Eluru,1005,Premium Robusta Banana,1,,Raw (1.00)
19-Pune-812053,19,Pune,812053,The Flora Three Purple chrysanthemum,5,,External Damage/Bruises (5.00)
19-Delhi-650027,19,Delhi,650027,Farmerr Two Yellow Roses Bouquet with Gift Bag,2,,External Damage/Bruises (2.00)
19-Aligarh-240205,19,Aligarh,240205,Green Grapes Sonaka (Seedless),1,,Customer perception / Wrong claim (1.00)
19-Delhi-182087,19,Delhi,182087,Farmerr Five Red Roses Bouquet,3,,"Customer perception / Wrong claim (1.00), Shrivelled / Dry (1.00), External Damage/Bruises (1.00)"
19-Ahmedabad-663048,19,Ahmedabad,663048,Thompson Green Grapes (Seedless),1,,External Damage/Bruises (1.00)
19-Bangalore-952698,19,Bangalore,952698,Kale Leaf - Protected Cultivation,1,,External Damage/Bruises (1.00)
19-Pune-240205,19,Pune,240205,Green Grapes Sonaka (Seedless),3,,"Customer perception / Wrong claim (2.00), External Damage/Bruises (1.00)"
19-Hyderabad-650770,19,Hyderabad,650770,Bhoomi Farms Organic Bottle gourd,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
19-Berhampur-7462,19,Berhampur,7462,Round Green Brinjal,1,,Shrivelled / Dry (1.00)
19-Hyderabad-642046,19,Hyderabad,642046,Gujarat Kesar Mango,2,,"Raw (1.00), External Damage/Bruises (1.00)"
19-Muzaffarpur-3796,19,Muzaffarpur,3796,Lemon,1,,External Damage/Bruises (1.00)
19-Pune-990181,19,Pune,990181,Premium Kesar Mango (Maharashtra),4,,"Raw (2.00), Customer perception / Wrong claim (1.00), Underweight (packing issue) (1.00)"
19-Anantapur-4223,19,Anantapur,4223,Fruit Chat Mix,1,,External Damage/Bruises (1.00)
19-Delhi-798681,19,Delhi,798681,The Flora Three Purple Roses,2,,"External Damage/Bruises (1.00), Shrivelled / Dry (1.00)"
19-Mangaluru-962806,19,Mangaluru,962806,Mangalore Coriander Leaves,3,,Shrivelled / Dry (3.00)
19-Nellore-1005,19,Nellore,1005,Premium Robusta Banana,3,,"External Damage/Bruises (2.00), Raw (1.00)"
19-Bathinda-7433,19,Bathinda,7433,Imported Avocado - Tanzania,1,,Customer perception / Wrong claim (1.00)
19-Bangalore-135817,19,Bangalore,135817,Farmerr Two Orchids Bouquet,35,,"External Damage/Bruises (22.00), Shrivelled / Dry (10.00), Customer perception / Wrong claim (3.00)"
19-Delhi-526248,19,Delhi,526248,Spinach - Protected Cultivation,11,,"External Damage/Bruises (6.00), Shrivelled / Dry (3.00), Customer perception / Wrong claim (1.00), Underweight (packing issue) (1.00)"
19-Bikaner-1096,19,Bikaner,1096,Muskmelon,2,,External Damage/Bruises (2.00)
19-Pune-964679,19,Pune,964679,Phulwaa Fresh Durva,1,,Internal Rotten (1.00)
19-Bangalore-190473,19,Bangalore,190473,The Flora Two Blue Orchids,15,,"External Damage/Bruises (10.00), Shrivelled / Dry (4.00), Customer perception / Wrong claim (1.00)"
19-Pondicherry-479352,19,Pondicherry,479352,Farmerr Single Sunflower Bouquet with Gift Bag,1,,External Damage/Bruises (1.00)
19-Bathinda-3857,19,Bathinda,3857,Raw Mango (Cut),1,,External Damage/Bruises (1.00)
19-Kannur-1131,19,Kannur,1131,Kiran Watermelon,1,,External Damage/Bruises (1.00)
19-Gurgaon-816696,19,Gurgaon,816696,Premium Indian Blueberry,3,,"External Rotten/ Fungal (1.00), Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
19-Chennai-991408,19,Chennai,991408,Organically Grown Kesar Mango (Maharashtra),1,,External Damage/Bruises (1.00)
19-Anantapur-7808,19,Anantapur,7808,Banana Poovan,1,,External Damage/Bruises (1.00)
19-Gurgaon-736728,19,Gurgaon,736728,Bobby Muskmelon (White Flesh),1,,Raw (1.00)
19-Mangaluru-240205,19,Mangaluru,240205,Green Grapes Sonaka (Seedless),2,,"External Rotten/ Fungal (1.00), External Damage/Bruises (1.00)"
19-Bikaner-3796,19,Bikaner,3796,Lemon,1,,External Damage/Bruises (1.00)
19-Chennai-350566,19,Chennai,350566,Freshcon Cooked White Peas (White Vatana),1,,External Damage/Bruises (1.00)
19-Hyderabad-741630,19,Hyderabad,741630,Bhoomi Farms Organic Sweet Potato,10,,"External Damage/Bruises (6.00), Customer perception / Wrong claim (3.00), Shrivelled / Dry (1.00)"
19-Mumbai-623987,19,Mumbai,623987,FlowerAura Three Pink Roses in Pink Paper Bouquet,2,,Shrivelled / Dry (2.00)
19-Karur-2969,19,Karur,2969,Imported Blueberry (From Peru),1,,Overripe (1.00)
19-Mumbai-747852,19,Mumbai,747852,Phulwaa Fresh Shevanti Assorted,6,,"External Damage/Bruises (4.00), Shrivelled / Dry (2.00)"
19-Ongole-17062,19,Ongole,17062,Mango Lalbagh Sindhura,1,,Internal Rotten (1.00)
19-Bikaner-1095,19,Bikaner,1095,Button Mushroom,1,,External Damage/Bruises (1.00)
19-Mumbai-796270,19,Mumbai,796270,Pluckk Organic Onion,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
19-Mysore-220874,19,Mysore,220874,Bhoomi Farms Organically Grown Bitter Gourd,1,,External Rotten/ Fungal (1.00)
19-Bathinda-1284,19,Bathinda,1284,Indian Tomato,1,,External Damage/Bruises (1.00)
19-Chennai-382395,19,Chennai,382395,Bhoomi Farms Organic Chilli,1,,Customer perception / Wrong claim (1.00)
19-Pune-502122,19,Pune,502122,Pluckk ABC Juice - No Added Sugar | No Added Preservatives,3,,External Damage/Bruises (3.00)
19-Ongole-4599,19,Ongole,4599,Lady's Finger,2,,"Overripe (1.00), Shrivelled / Dry (1.00)"
19-Nellore-20422,19,Nellore,20422,Daily Apple,1,,Customer perception / Wrong claim (1.00)
19-Hyderabad-722590,19,Hyderabad,722590,The Flora Three Pink Calimero Button,4,,"External Damage/Bruises (3.00), Customer perception / Wrong claim (1.00)"
19-Nanded-1037,19,Nanded,1037,Cauliflower,1,,External Damage/Bruises (1.00)
19-Karnal-17048,19,Karnal,17048,South Alphonso Mango (Karnataka Badami),1,,External Damage/Bruises (1.00)
19-Nellore-7466,19,Nellore,7466,Striped Muskmelon,1,,External Damage/Bruises (1.00)
19-Gurgaon-610771,19,Gurgaon,610771,The Flora Single Red Rose,1,,Shrivelled / Dry (1.00)
19-Warangal-240205,19,Warangal,240205,Green Grapes Sonaka (Seedless),4,,"External Rotten/ Fungal (3.00), Customer perception / Wrong claim (1.00)"
19-Karur-1128,19,Karur,1128,Sweet Potato,2,,External Damage/Bruises (2.00)
19-Bikaner-1131,19,Bikaner,1131,Kiran Watermelon,3,,"External Damage/Bruises (2.00), Raw (1.00)"
19-Mumbai-530584,19,Mumbai,530584,Superplum South Alphonso Mango (Karnataka Badami),1,,External Damage/Bruises (1.00)
19-Ongole-3505,19,Ongole,3505,Banganapalli / Safeda Mango,1,,Taste / water content (1.00)
19-Roorkee-240205,19,Roorkee,240205,Green Grapes Sonaka (Seedless),2,,"External Rotten/ Fungal (1.00), External Damage/Bruises (1.00)"
19-Bhimavaram-1026,19,Bhimavaram,1026,Cabbage,1,,External Damage/Bruises (1.00)
19-Bhilai-52733,19,Bhilai,52733,Flower Mix,1,,Customer perception / Wrong claim (1.00)
19-Bikaner-2116,19,Bikaner,2116,Onion,2,,External Damage/Bruises (2.00)
19-Delhi-306059,19,Delhi,306059,Indian Crimson Grapes (Seedless),6,,"Customer perception / Wrong claim (4.00), Raw (2.00)"
19-Mysore-240205,19,Mysore,240205,Green Grapes Sonaka (Seedless),2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
19-Bangalore-642046,19,Bangalore,642046,Gujarat Kesar Mango,6,,"External Damage/Bruises (4.00), Internal Rotten (1.00), Raw (1.00)"
19-Nanded-8687,19,Nanded,8687,Pointed Gourd,1,,Overripe (1.00)
19-Delhi-211229,19,Delhi,211229,FlowerAura Single Orchid in Purple Paper Bouquet,1,,Shrivelled / Dry (1.00)
19-Delhi-865335,19,Delhi,865335,Pluckk Raw Mango Sliced,1,,External Damage/Bruises (1.00)
19-Pune-610771,19,Pune,610771,The Flora Single Red Rose,8,,"External Damage/Bruises (6.00), Customer perception / Wrong claim (2.00)"
19-Anantapur-1009,19,Anantapur,1009,Cluster Beans - Gawar Phali,1,,External Damage/Bruises (1.00)
19-Bangalore-859112,19,Bangalore,859112,nectr Pomegranate Arils,3,,External Damage/Bruises (3.00)
19-Delhi-410955,19,Delhi,410955,The Flora Three Pink Roses Bouquet,1,,Shrivelled / Dry (1.00)
19-Pune-177706,19,Pune,177706,Farmerr Two White Chrysanthemums with Eucalyptus Bouquet,1,,External Damage/Bruises (1.00)
19-Bangalore-816696,19,Bangalore,816696,Premium Indian Blueberry,5,,"External Damage/Bruises (2.00), Underweight (packing issue) (1.00), External Rotten/ Fungal (1.00), Customer perception / Wrong claim (1.00)"
19-Hyderabad-502122,19,Hyderabad,502122,Pluckk ABC Juice - No Added Sugar | No Added Preservatives,3,,External Damage/Bruises (3.00)
19-Mangaluru-804342,19,Mangaluru,804342,Alphonso Mango (Hapus),1,,Internal Rotten (1.00)
19-Karnal-240205,19,Karnal,240205,Green Grapes Sonaka (Seedless),1,,Customer perception / Wrong claim (1.00)
19-Vadodara-240205,19,Vadodara,240205,Green Grapes Sonaka (Seedless),3,,"Customer perception / Wrong claim (2.00), External Damage/Bruises (1.00)"
19-Bhilai-1296,19,Bhilai,1296,Tender Coconut,5,,"External Damage/Bruises (3.00), Taste / water content (1.00), Customer perception / Wrong claim (1.00)"
19-Hyderabad-859112,19,Hyderabad,859112,nectr Pomegranate Arils (Chemical Free),1,,Customer perception / Wrong claim (1.00)
19-Mumbai-913501,19,Mumbai,913501,The Flora Single Sunflower Bouquet,19,,"External Damage/Bruises (9.00), Shrivelled / Dry (9.00), Customer perception / Wrong claim (1.00)"
19-Karaikkudi-5733,19,Karaikkudi,5733,Premium Guava,1,,External Damage/Bruises (1.00)
19-Eluru-5733,19,Eluru,5733,Premium Guava,1,,External Damage/Bruises (1.00)
19-Bathinda-1108,19,Bathinda,1108,Potato,1,,External Damage/Bruises (1.00)
19-Nellore-17052,19,Nellore,17052,Mango Lalbagh Sindhura,3,,"Underweight (packing issue) (1.00), External Damage/Bruises (1.00), Internal Rotten (1.00)"
19-Anantapur-1131,19,Anantapur,1131,Kiran Watermelon,1,,External Damage/Bruises (1.00)
19-Nanded-15113,19,Nanded,15113,Tomato Green,1,,Overripe (1.00)
19-Ongole-1007,19,Ongole,1007,Yelakki Banana,3,,External Damage/Bruises (3.00)
19-Bangalore-874167,19,Bangalore,874167,nectr Onion (Chemical Free),1,,Customer perception / Wrong claim (1.00)
19-Anantapur-20422,19,Anantapur,20422,Daily Apple,5,,"External Damage/Bruises (4.00), Underweight (packing issue) (1.00)"
19-Bangalore-513786,19,Bangalore,513786,The Flora Three Red Rose Bouquet,1,,Shrivelled / Dry (1.00)
19-Pune-210255,19,Pune,210255,The Flora Single Yellow Rose,13,,"External Damage/Bruises (10.00), Customer perception / Wrong claim (3.00)"
19-Faridabad-945269,19,Faridabad,945269,Madhuras Muskmelon,4,,"External Damage/Bruises (3.00), Customer perception / Wrong claim (1.00)"
19-Kakinada-240205,19,Kakinada,240205,Green Grapes Sonaka (Seedless),1,,External Damage/Bruises (1.00)
19-Bilaspur-1005,19,Bilaspur,1005,Robusta Banana,1,,External Damage/Bruises (1.00)
19-Gurgaon-380604,19,Gurgaon,380604,Radish with Leaves,1,,Customer perception / Wrong claim (1.00)
19-Gurgaon-271378,19,Gurgaon,271378,Kesar Mango (Maharashtra),3,,External Damage/Bruises (3.00)
19-Tirupati-744146,19,Tirupati,744146,Superplum Chikoo,1,,Raw (1.00)
19-Anantapur-9497,19,Anantapur,9497,Yellow Shevanti Flowers,1,,External Damage/Bruises (1.00)
19-Pune-344816,19,Pune,344816,Phulwaa Fresh Bel Patta,4,,External Damage/Bruises (4.00)
19-Delhi-480338,19,Delhi,480338,Indian Blueberry Minis,3,,"Underweight (packing issue) (2.00), External Rotten/ Fungal (1.00)"
19-Kolkata-479352,19,Kolkata,479352,Farmerr Single Sunflower Bouquet with Gift Bag,5,,External Damage/Bruises (5.00)
19-Hubli-480338,19,Hubli,480338,Indian Blueberry Minis,1,,External Damage/Bruises (1.00)
19-Bhimavaram-3505,19,Bhimavaram,3505,Banganapalli / Safeda Mango,1,,Customer perception / Wrong claim (1.00)
19-Kannur-1096,19,Kannur,1096,Muskmelon,1,,Raw (1.00)
19-Nellore-5733,19,Nellore,5733,Premium Guava,1,,Customer perception / Wrong claim (1.00)
19-Coimbatore-746008,19,Coimbatore,746008,nectr Coconut,1,,Internal Rotten (1.00)
19-Chennai-210255,19,Chennai,210255,The Flora Single Yellow Rose,4,,External Damage/Bruises (4.00)
19-Bhilai-1284,19,Bhilai,1284,Indian Tomato,2,,Customer perception / Wrong claim (2.00)
19-Bhilai-1013,19,Bhilai,1013,Beetroot,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
19-Rohtak-1005,19,Rohtak,1005,Premium Robusta Banana,2,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
19-Khammam-188428,19,Khammam,188428,Freshcon Cooked Sweetcorn Kernels 285g,1,,External Damage/Bruises (1.00)
19-Bangalore-648347,19,Bangalore,648347,nectr Red Cabbage,1,,Underweight (packing issue) (1.00)
19-Pune-816696,19,Pune,816696,Premium Indian Blueberry,3,,"External Rotten/ Fungal (2.00), Customer perception / Wrong claim (1.00)"
19-Faridabad-210255,19,Faridabad,210255,The Flora Single Yellow Rose,1,,External Damage/Bruises (1.00)
19-Noida 1-135817,19,Noida 1,135817,Farmerr Two Orchids Bouquet,4,,"External Damage/Bruises (3.00), Shrivelled / Dry (1.00)"
19-Mumbai-240205,19,Mumbai,240205,Green Grapes Sonaka (Seedless),13,,"External Damage/Bruises (8.00), External Rotten/ Fungal (2.00), Customer perception / Wrong claim (2.00), Underweight (packing issue) (1.00)"
19-Udaipur-240205,19,Udaipur,240205,Green Grapes Sonaka (Seedless),7,,"External Damage/Bruises (5.00), External Rotten/ Fungal (2.00)"
19-Vellore-549810,19,Vellore,549810,Arohi Watermelon (Yellow Flesh),1,,Taste / water content (1.00)
19-Bikaner-1108,19,Bikaner,1108,Potato,2,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
19-Faridabad-703928,19,Faridabad,703928,The Flora Two Purple Eustoma Bouquet,1,,External Damage/Bruises (1.00)
19-Berhampur-1101,19,Berhampur,1101,Papaya,1,,External Damage/Bruises (1.00)
19-Raipur-240205,19,Raipur,240205,Green Grapes Sonaka (Seedless),1,,External Rotten/ Fungal (1.00)
19-Ahmedabad-240205,19,Ahmedabad,240205,Green Grapes Sonaka (Seedless),9,,"External Damage/Bruises (8.00), External Rotten/ Fungal (1.00)"
19-Hyderabad-874167,19,Hyderabad,874167,nectr Onion (Chemical Free),1,,Customer perception / Wrong claim (1.00)
19-Bangalore-270874,19,Bangalore,270874,Pluckk Organic Lady Finger,1,,Overripe (1.00)
19-Chennai-913501,19,Chennai,913501,The Flora Single Sunflower Bouquet,1,,External Damage/Bruises (1.00)
19-Mumbai-526665,19,Mumbai,526665,Phulwaa Fresh Daily Mix,4,,"External Damage/Bruises (3.00), Shrivelled / Dry (1.00)"
19-Hyderabad-657661,19,Hyderabad,657661,Fresh Imported Lily (Netherlands),1,,External Damage/Bruises (1.00)
19-Noida 1-190473,19,Noida 1,190473,The Flora Two Blue Orchids,3,,"External Damage/Bruises (2.00), Shrivelled / Dry (1.00)"
19-Mumbai-189983,19,Mumbai,189983,FNP Single Blue Orchid Bouquet,3,,External Damage/Bruises (3.00)
19-Pondicherry-240205,19,Pondicherry,240205,Green Grapes Sonaka (Seedless),5,,"External Rotten/ Fungal (2.00), Customer perception / Wrong claim (2.00), Taste / water content (1.00)"
19-Bangalore-886002,19,Bangalore,886002,Bhoomi Farms Organically Grown Ginger,1,,Internal Rotten (1.00)
19-Bangalore-744146,19,Bangalore,744146,Superplum Chikoo,1,,External Damage/Bruises (1.00)
19-Anantapur-1128,19,Anantapur,1128,Sweet Potato,1,,Customer perception / Wrong claim (1.00)
19-Shivamogga-240205,19,Shivamogga,240205,Green Grapes Sonaka (Seedless),1,,External Damage/Bruises (1.00)
19-Bangalore-189983,19,Bangalore,189983,FNP Single Blue Orchid Bouquet,1,,External Damage/Bruises (1.00)
19-Chennai-480338,19,Chennai,480338,Indian Blueberry Minis,2,,"Underweight (packing issue) (1.00), External Damage/Bruises (1.00)"
19-Nizamabad-3967,19,Nizamabad,3967,Purple Bharta Brinjal,1,,External Damage/Bruises (1.00)
19-Udaipur-480338,19,Udaipur,480338,Indian Blueberry Minis,1,,Customer perception / Wrong claim (1.00)
19-Bikaner-7433,19,Bikaner,7433,Imported Avocado - Tanzania,1,,Raw (1.00)
19-Noida 1-657661,19,Noida 1,657661,Fresh Imported Lily (Netherlands),1,,External Damage/Bruises (1.00)
19-Karaikkudi-15353,19,Karaikkudi,15353,Button Roses,1,,Customer perception / Wrong claim (1.00)
19-Nashik-344816,19,Nashik,344816,Phulwaa Fresh Bel Patta,1,,Shrivelled / Dry (1.00)
19-Gurgaon-701851,19,Gurgaon,701851,Jannat Watermelon,1,,External Damage/Bruises (1.00)
19-Nashik-135817,19,Nashik,135817,Farmerr Two Orchids Bouquet,1,,External Damage/Bruises (1.00)
19-Vellore-240205,19,Vellore,240205,Green Grapes Sonaka (Seedless),1,,Taste / water content (1.00)
19-Nellore-21742,19,Nellore,21742,Tadaa Sweet Corn Cob boiled,1,,External Rotten/ Fungal (1.00)
19-Hyderabad-913501,19,Hyderabad,913501,The Flora Single Sunflower Bouquet,9,,"External Damage/Bruises (8.00), Customer perception / Wrong claim (1.00)"
19-Ongole-4213,19,Ongole,4213,Mixed Sprouts,2,,"External Damage/Bruises (1.00), External Rotten/ Fungal (1.00)"
19-Eluru-1036,19,Eluru,1036,Carrot,1,,External Rotten/ Fungal (1.00)
19-Guwahati-240205,19,Guwahati,240205,Green Grapes Sonaka (Seedless),2,,"External Rotten/ Fungal (1.00), External Damage/Bruises (1.00)"
19-Mangaluru-703928,19,Mangaluru,703928,The Flora Two Purple Eustoma Bouquet,1,,Shrivelled / Dry (1.00)
19-Bathinda-240205,19,Bathinda,240205,Green Grapes Sonaka (Seedless),1,,Customer perception / Wrong claim (1.00)
19-Meerut-816696,19,Meerut,816696,Premium Indian Blueberry,1,,Customer perception / Wrong claim (1.00)
19-Nizamabad-1037,19,Nizamabad,1037,Cauliflower,1,,External Damage/Bruises (1.00)
19-Bangalore-530584,19,Bangalore,530584,Superplum South Alphonso Mango (Karnataka Badami),1,,Customer perception / Wrong claim (1.00)
19-Mysore-746008,19,Mysore,746008,nectr Coconut,1,,Customer perception / Wrong claim (1.00)
19-Noida-208289,19,Noida,208289,Lettuce Green - Protected Cultivation,4,,"External Rotten/ Fungal (3.00), Shrivelled / Dry (1.00)"
19-Hyderabad-306059,19,Hyderabad,306059,Indian Crimson Grapes (Seedless),3,,"External Damage/Bruises (2.00), Customer perception / Wrong claim (1.00)"
19-Mumbai-703928,19,Mumbai,703928,The Flora Two Purple Eustoma Bouquet,22,,"Shrivelled / Dry (11.00), External Damage/Bruises (7.00), Customer perception / Wrong claim (4.00)"
19-Kolkata-529062,19,Kolkata,529062,Flower Aura Single Red Rose in Black Paper,4,,"External Damage/Bruises (2.00), Shrivelled / Dry (2.00)"
19-Mysore-749522,19,Mysore,749522,nectr Sweet Corn,1,,Shrivelled / Dry (1.00)
19-Bangalore-528302,19,Bangalore,528302,Red Arra Fire Crunch Grapes (seedless),4,,"Customer perception / Wrong claim (2.00), External Damage/Bruises (1.00), External Rotten/ Fungal (1.00)"
19-Chennai-886002,19,Chennai,886002,Bhoomi Farms Organically Grown Ginger,3,,"External Damage/Bruises (2.00), Customer perception / Wrong claim (1.00)"
19-Nagpur-480338,19,Nagpur,480338,Indian Blueberry Minis,1,,External Damage/Bruises (1.00)
19-Bhilai-1096,19,Bhilai,1096,Muskmelon,1,,Customer perception / Wrong claim (1.00)
19-Eluru-3967,19,Eluru,3967,Purple Bharta Brinjal,1,,External Damage/Bruises (1.00)
19-Nellore-17072,19,Nellore,17072,Mango Mallika,1,,External Damage/Bruises (1.00)
19-Mumbai-909945,19,Mumbai,909945,Pluckk Organic Indian Tomato,1,,External Damage/Bruises (1.00)
19-Bangalore-722590,19,Bangalore,722590,The Flora Three Pink Calimero Button,3,,"Shrivelled / Dry (2.00), External Rotten/ Fungal (1.00)"
19-Muzaffarpur-1284,19,Muzaffarpur,1284,Indian Tomato,1,,Customer perception / Wrong claim (1.00)
19-Noida-306059,19,Noida,306059,Indian Crimson Grapes (Seedless),1,,External Damage/Bruises (1.00)
19-Delhi-810863,19,Delhi,810863,The Flora Four Red Rose Bouquet,1,,Customer perception / Wrong claim (1.00)
19-Mangaluru-480338,19,Mangaluru,480338,Indian Blueberry Minis,1,,Underweight (packing issue) (1.00)
19-Mumbai-243084,19,Mumbai,243084,Pluckk Ozone Washed Ooty Carrot,3,,"External Damage/Bruises (2.00), External Rotten/ Fungal (1.00)"
19-Noida-621865,19,Noida,621865,Fresh Royal Pink Tulips (Netherlands),3,,External Damage/Bruises (3.00)
19-Rohtak-2116,19,Rohtak,2116,Onion,1,,External Damage/Bruises (1.00)
