Unique ID,WEEK,CITY,ITEM_CODE_NEW,ITEM_NAME,Total IGCC,Unique Order Numbers,Reason Summary
30-Chandigarh-458435,30,Chandigarh,458435,Freshcon Classic Chaat Chutney (Sweet Corn Kernels + Taste Maker) Ready- to -Eat,1,,External Damage/Bruises (1.00)
30-Bangalore-654624,30,Bangalore,654624,Superplum Dussheri Mango,7,,"Raw (2.00), External Damage/Bruises (2.00), Internal Rotten (1.00), External Rotten/ Fungal (1.00), Customer perception / Wrong claim (1.00)"
30-Anantapur-4601,30,Anantapur,4601,Ooty Carrot (Carrot),1,,External Damage/Bruises (1.00)
30-Khammam-649203,30,Khammam,649203,Freshcon Boiled Salted Peanuts(Ready - to Eat),1,,Internal Rotten (1.00)
30-Pune-887609,30,Pune,887609,Phulwaa Betel Leaves,1,,External Rotten/ Fungal (1.00)
30-Nellore-7433,30,Nellore,7433,Imported Avocado - Tanzania,5,,"Customer perception / Wrong claim (2.00), External Damage/Bruises (1.00), Internal Rotten (1.00), Raw (1.00)"
30-Nellore-4601,30,Nellore,4601,Ooty Carrot (Carrot),3,,"External Rotten/ Fungal (2.00), External Damage/Bruises (1.00)"
30-Kolkata-918705,30,Kolkata,918705,Pear Nashpati,13,,"External Rotten/ Fungal (5.00), External Damage/Bruises (5.00), Customer perception / Wrong claim (1.00), Internal Rotten (1.00), Raw (1.00)"
30-Bangalore-998871,30,Bangalore,998871,Premium White Guava,89,,"External Damage/Bruises (48.00), Internal Rotten (15.00), Customer perception / Wrong claim (12.00), Raw (7.00), Taste / water content (2.00), Underweight (packing issue) (2.00), External Rotten/ Fungal (2.00), Incorrect size (sourcing issue) (1.00)"
30-Bangalore-993186,30,Bangalore,993186,Imported Snacky Apple,55,,"External Damage/Bruises (22.00), Customer perception / Wrong claim (13.00), External Rotten/ Fungal (6.00), Taste / water content (4.00), Incorrect size (sourcing issue) (4.00), Underweight (packing issue) (3.00), Shrivelled / Dry (2.00), Internal Rotten (1.00)"
30-Bangalore-484588,30,Bangalore,484588,nectr Dill Leaves,1,,Underweight (packing issue) (1.00)
30-Bangalore-206423,30,Bangalore,206423,Ridge Gourd,22,,"External Damage/Bruises (6.00), Underweight (packing issue) (6.00), Customer perception / Wrong claim (5.00), Shrivelled / Dry (4.00), Internal Rotten (1.00)"
30-Saharanpur-1066,30,Saharanpur,1066,Drumstick,1,,External Damage/Bruises (1.00)
30-Gurgaon-854514,30,Gurgaon,854514,English Cucumber - Protected Cultivation,6,,"External Damage/Bruises (2.00), Overripe (2.00), Shrivelled / Dry (2.00)"
30-Bangalore-772302,30,Bangalore,772302,nectr Blueberry,25,,"Underweight (packing issue) (9.00), Customer perception / Wrong claim (7.00), External Damage/Bruises (5.00), Overripe (4.00)"
30-Rohtak-3967,30,Rohtak,3967,Purple Bharta Brinjal,6,,"Customer perception / Wrong claim (3.00), External Rotten/ Fungal (2.00), External Damage/Bruises (1.00)"
30-Lucknow-271378,30,Lucknow,271378,Kesar Mango (Maharashtra),5,,"Customer perception / Wrong claim (2.00), Internal Rotten (1.00), External Rotten/ Fungal (1.00), Raw (1.00)"
30-Kolkata-188428,30,Kolkata,188428,Freshcon Boiled Sweetcorn Kernels ( Ready -to -Eat),1,,Internal Rotten (1.00)
30-Noida 1-798681,30,Noida 1,798681,The Flora Three Purple Roses,1,,Shrivelled / Dry (1.00)
30-Nellore-45306,30,Nellore,45306,Daily Pomegranate,4,,"External Damage/Bruises (3.00), Underweight (packing issue) (1.00)"
30-Delhi-918705,30,Delhi,918705,Pear Nashpati,47,,"External Damage/Bruises (24.00), Customer perception / Wrong claim (8.00), Internal Rotten (6.00), Underweight (packing issue) (4.00), External Rotten/ Fungal (2.00), Taste / water content (1.00), Raw (1.00), Incorrect size (sourcing issue) (1.00)"
30-Nellore-1296,30,Nellore,1296,Tender Coconut,2,,"External Rotten/ Fungal (1.00), External Damage/Bruises (1.00)"
30-Faridabad-854514,30,Faridabad,854514,English Cucumber - Protected Cultivation,3,,"Customer perception / Wrong claim (2.00), Overripe (1.00)"
30-Mumbai-254096,30,Mumbai,254096,Pluckk Raw Jackfruit Cut,4,,"External Damage/Bruises (3.00), Customer perception / Wrong claim (1.00)"
30-Kochi-344914,30,Kochi,344914,Green Robusta Banana (Nadan),10,,"External Damage/Bruises (7.00), Customer perception / Wrong claim (2.00), Raw (1.00)"
30-Anantapur-1095,30,Anantapur,1095,Button Mushroom,3,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00), Internal Rotten (1.00)"
30-Bilaspur-4597,30,Bilaspur,4597,Coccinia,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
30-Rohtak-6132,30,Rohtak,6132,Small Green Capsicum,4,,"External Rotten/ Fungal (2.00), External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
30-Eluru-4223,30,Eluru,4223,Fruit Chat Mix,2,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
30-Hyderabad-650770,30,Hyderabad,650770,Bhoomi Farms Organic Bottle gourd,1,,External Damage/Bruises (1.00)
30-Bikaner-1108,30,Bikaner,1108,Potato,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
30-Bangalore-680979,30,Bangalore,680979,nectr Avocado,20,,"Internal Rotten (8.00), External Damage/Bruises (4.00), Overripe (3.00), Underweight (packing issue) (2.00), Taste / water content (1.00), Customer perception / Wrong claim (1.00), Raw (1.00)"
30-Muzaffarpur-1289,30,Muzaffarpur,1289,Raw Banana,1,,External Damage/Bruises (1.00)
30-Pune-785537,30,Pune,785537,Phulwaa Fresh Shevanti Yellow,1,,Shrivelled / Dry (1.00)
30-Noida 1-190473,30,Noida 1,190473,The Flora Two Blue Orchids,2,,External Damage/Bruises (2.00)
30-Muzaffarpur-4600,30,Muzaffarpur,4600,Long Purple Brinjal,1,,External Damage/Bruises (1.00)
30-Delhi-526248,30,Delhi,526248,Spinach - Protected Cultivation,3,,"External Damage/Bruises (2.00), Shrivelled / Dry (1.00)"
30-Delhi-458435,30,Delhi,458435,Freshcon Classic Chaat Chutney (Sweet Corn Kernels + Taste Maker) Ready- to -Eat,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
30-Bikaner-1113,30,Bikaner,1113,Ridge Gourd,1,,External Damage/Bruises (1.00)
30-Bangalore-527834,30,Bangalore,527834,Black Amber Plum,22,,"External Damage/Bruises (8.00), External Rotten/ Fungal (5.00), Customer perception / Wrong claim (3.00), Internal Rotten (3.00), Raw (1.00), Underweight (packing issue) (1.00), Taste / water content (1.00)"
30-Nellore-1026,30,Nellore,1026,Cabbage,1,,Customer perception / Wrong claim (1.00)
30-Rohtak-38914,30,Rohtak,38914,Baby Bottle Gourd,2,,"Overripe (1.00), External Damage/Bruises (1.00)"
30-Gurgaon-788167,30,Gurgaon,788167,White Shimeji Mushroom,1,,Underweight (packing issue) (1.00)
30-Bangalore-749522,30,Bangalore,749522,nectr Sweet Corn,8,,"External Damage/Bruises (4.00), Customer perception / Wrong claim (3.00), Internal Rotten (1.00)"
30-Nanded-1296,30,Nanded,1296,Tender Coconut,2,,Taste / water content (2.00)
30-Bangalore-367614,30,Bangalore,367614,Phulwaa Fresh Shevanti White,1,,Shrivelled / Dry (1.00)
30-Mumbai-993186,30,Mumbai,993186,Imported Snacky Apple,22,,"External Damage/Bruises (16.00), Customer perception / Wrong claim (3.00), Raw (1.00), Internal Rotten (1.00), Underweight (packing issue) (1.00)"
30-Ongole-4231,30,Ongole,4231,Pulav Mix,1,,Internal Rotten (1.00)
30-Nellore-9009,30,Nellore,9009,Ash Gourd (Cut Portion),1,,Internal Rotten (1.00)
30-Bangalore-228397,30,Bangalore,228397,nectr Pomegranate,19,,"External Damage/Bruises (7.00), Customer perception / Wrong claim (5.00), Raw (4.00), Underweight (packing issue) (1.00), Taste / water content (1.00), Internal Rotten (1.00)"
30-Delhi-812053,30,Delhi,812053,The Flora Three Purple chrysanthemum,2,,"Underweight (packing issue) (1.00), External Damage/Bruises (1.00)"
30-Karnal-1013,30,Karnal,1013,Beetroot,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
30-Nellore-18544,30,Nellore,18544,Mango Totapuri Ripe,2,,"Internal Rotten (1.00), External Damage/Bruises (1.00)"
30-Anantapur-1068,30,Anantapur,1068,Sweet Corn,3,,"Internal Rotten (1.00), External Damage/Bruises (1.00), Underweight (packing issue) (1.00)"
30-Rohtak-19027,30,Rohtak,19027,Green Cucumber,1,,External Rotten/ Fungal (1.00)
30-Cuddalore-4600,30,Cuddalore,4600,Long Purple Brinjal,1,,Underweight (packing issue) (1.00)
30-Bangalore-210255,30,Bangalore,210255,The Flora Single Yellow Rose,14,,"External Damage/Bruises (8.00), Shrivelled / Dry (3.00), Customer perception / Wrong claim (2.00), External Rotten/ Fungal (1.00)"
30-Karur-1007,30,Karur,1007,Yelakki Banana,1,,Customer perception / Wrong claim (1.00)
30-Nellore-1294,30,Nellore,1294,Gooseberry,2,,External Damage/Bruises (2.00)
30-Bangalore-859313,30,Bangalore,859313,Superplum Premium Plum,6,,"External Damage/Bruises (2.00), Customer perception / Wrong claim (2.00), Internal Rotten (1.00), Raw (1.00)"
30-Bangalore-623987,30,Bangalore,623987,FlowerAura Three Pink Roses in Pink Paper Bouquet,5,,"Shrivelled / Dry (3.00), External Damage/Bruises (2.00)"
30-Bangalore-899146,30,Bangalore,899146,nectr Green Chilli,1,,Customer perception / Wrong claim (1.00)
30-Bilaspur-1095,30,Bilaspur,1095,Button Mushroom,2,,"Internal Rotten (1.00), External Damage/Bruises (1.00)"
30-Delhi-859313,30,Delhi,859313,Superplum Premium Plum,6,,"External Damage/Bruises (4.00), Underweight (packing issue) (1.00), Customer perception / Wrong claim (1.00)"
30-Mumbai-367466,30,Mumbai,367466,Pear Nakh,10,,"External Damage/Bruises (6.00), Internal Rotten (2.00), Customer perception / Wrong claim (1.00), Raw (1.00)"
30-Delhi-722590,30,Delhi,722590,The Flora Three Pink Calimero Button,7,,"Shrivelled / Dry (6.00), Customer perception / Wrong claim (1.00)"
30-Delhi-152111,30,Delhi,152111,Superplum Premium Langra Mango,15,,"External Damage/Bruises (10.00), Internal Rotten (3.00), Taste / water content (1.00), Customer perception / Wrong claim (1.00)"
30-Rajkot-918705,30,Rajkot,918705,Pear Nashpati,2,,"Internal Rotten (1.00), External Damage/Bruises (1.00)"
30-Nagpur-7457,30,Nagpur,7457,Guava (Amrood),1,,External Rotten/ Fungal (1.00)
30-Berhampur-8531,30,Berhampur,8531,Spine Guard,1,,External Damage/Bruises (1.00)
30-Bilaspur-2116,30,Bilaspur,2116,Onion,2,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
30-Meerut-152111,30,Meerut,152111,Superplum Premium Langra Mango,1,,Raw (1.00)
30-Bathinda-1296,30,Bathinda,1296,Tender Coconut,2,,"Taste / water content (1.00), External Damage/Bruises (1.00)"
30-Mumbai-527834,30,Mumbai,527834,Black Amber Plum,11,,"External Damage/Bruises (7.00), Internal Rotten (2.00), Customer perception / Wrong claim (1.00), Underweight (packing issue) (1.00)"
30-Rohtak-11565,30,Rohtak,11565,Baby Banana,5,,"External Damage/Bruises (3.00), Customer perception / Wrong claim (1.00), Raw (1.00)"
30-Ongole-1296,30,Ongole,1296,Tender Coconut,14,,"External Damage/Bruises (7.00), Taste / water content (5.00), External Rotten/ Fungal (2.00)"
30-Noida-598792,30,Noida,598792,Superplum Premium Chausa Mangoes,2,,"External Damage/Bruises (1.00), Internal Rotten (1.00)"
30-Hyderabad-998871,30,Hyderabad,998871,Premium White Guava,16,,"External Damage/Bruises (6.00), Internal Rotten (6.00), Raw (2.00), Customer perception / Wrong claim (2.00)"
30-Chennai-798681,30,Chennai,798681,The Flora Three Purple Roses,13,,"Shrivelled / Dry (10.00), External Damage/Bruises (3.00)"
30-Bilaspur-1082,30,Bilaspur,1082,Guava,2,,External Damage/Bruises (2.00)
30-Muzaffarpur-5733,30,Muzaffarpur,5733,Premium White Guava,1,,Customer perception / Wrong claim (1.00)
30-Nizamabad-1036,30,Nizamabad,1036,Carrot,1,,Customer perception / Wrong claim (1.00)
30-Nellore-1005,30,Nellore,1005,Robusta Banana,2,,External Damage/Bruises (2.00)
30-Cuddalore-1026,30,Cuddalore,1026,Cabbage,1,,External Rotten/ Fungal (1.00)
30-Bangalore-512179,30,Bangalore,512179,Red & Yellow Bell Pepper - Protected Cultivation,1,,External Damage/Bruises (1.00)
30-Chennai-384486,30,Chennai,384486,The Flora Three Ooty Carnations Dark Purple,3,,"Customer perception / Wrong claim (1.00), Shrivelled / Dry (1.00), External Damage/Bruises (1.00)"
30-Mumbai-831537,30,Mumbai,831537,Sam Agri Peeled Pomegranate,3,,"Internal Rotten (2.00), Customer perception / Wrong claim (1.00)"
30-Bangalore-963138,30,Bangalore,963138,nectr Robusta Banana,10,,"External Damage/Bruises (4.00), Raw (3.00), Overripe (2.00), Customer perception / Wrong claim (1.00)"
30-Karnal-1101,30,Karnal,1101,Papaya,1,,Taste / water content (1.00)
30-Rohtak-21211,30,Rohtak,21211,Papaya,1,,External Damage/Bruises (1.00)
30-Muzaffarpur-1096,30,Muzaffarpur,1096,Muskmelon,1,,Customer perception / Wrong claim (1.00)
30-Berhampur-8962,30,Berhampur,8962,Robusta Banana Mini Pack,1,,Customer perception / Wrong claim (1.00)
30-Pune-527834,30,Pune,527834,Black Amber Plum,1,,Internal Rotten (1.00)
30-Bangalore-128584,30,Bangalore,128584,nectr Baby Lady's Finger,5,,"Shrivelled / Dry (3.00), Customer perception / Wrong claim (2.00)"
30-Karur-45306,30,Karur,45306,Daily Pomegranate,1,,Customer perception / Wrong claim (1.00)
30-Mangaluru-993186,30,Mangaluru,993186,Imported Snacky Apple,1,,Underweight (packing issue) (1.00)
30-Rohtak-1026,30,Rohtak,1026,Cabbage,3,,"Customer perception / Wrong claim (2.00), External Damage/Bruises (1.00)"
30-Mumbai-446757,30,Mumbai,446757,Tadaa Pickle Punch Sweet Corn Kernels,2,,External Damage/Bruises (2.00)
30-Gurgaon-526248,30,Gurgaon,526248,Spinach - Protected Cultivation,3,,"External Damage/Bruises (2.00), Customer perception / Wrong claim (1.00)"
30-Bangalore-152111,30,Bangalore,152111,Superplum Premium Langra Mango,53,,"External Damage/Bruises (17.00), External Rotten/ Fungal (14.00), Raw (10.00), Customer perception / Wrong claim (7.00), Internal Rotten (3.00), Underweight (packing issue) (2.00)"
30-Rohtak-2116,30,Rohtak,2116,Onion,3,,"Customer perception / Wrong claim (2.00), External Damage/Bruises (1.00)"
30-Bangalore-512847,30,Bangalore,512847,nectr Pineapple King variety,1,,External Damage/Bruises (1.00)
30-Bangalore-526248,30,Bangalore,526248,Spinach - Protected Cultivation,12,,"Shrivelled / Dry (5.00), Customer perception / Wrong claim (3.00), External Damage/Bruises (3.00), Underweight (packing issue) (1.00)"
30-Gurgaon-458435,30,Gurgaon,458435,Freshcon Classic Chaat Chutney (Sweet Corn Kernels + Taste Maker) Ready- to -Eat,2,,"Taste / water content (1.00), External Damage/Bruises (1.00)"
30-Bhilai-1296,30,Bhilai,1296,Tender Coconut,1,,Taste / water content (1.00)
30-Pune-187462,30,Pune,187462,Sam Agri Coconut Chunks,1,,Customer perception / Wrong claim (1.00)
30-Nizamabad-4599,30,Nizamabad,4599,Lady's Finger,1,,Shrivelled / Dry (1.00)
30-Delhi-913501,30,Delhi,913501,The Flora Single Sunflower Bouquet,4,,"Shrivelled / Dry (3.00), Customer perception / Wrong claim (1.00)"
30-Bhilai-7387,30,Bhilai,7387,Raw Papaya,1,,Customer perception / Wrong claim (1.00)
30-Pune-736728,30,Pune,736728,Bobby Muskmelon (White Flesh),2,,"Raw (1.00), Customer perception / Wrong claim (1.00)"
30-Mumbai-243084,30,Mumbai,243084,Pluckk Ooty Carrot,4,,"External Damage/Bruises (3.00), Customer perception / Wrong claim (1.00)"
30-Hyderabad-774437,30,Hyderabad,774437,Langra Mango,9,,"External Damage/Bruises (3.00), Internal Rotten (3.00), Customer perception / Wrong claim (2.00), Overripe (1.00)"
30-Mumbai-918705,30,Mumbai,918705,Pear Nashpati,23,,"External Damage/Bruises (14.00), Customer perception / Wrong claim (6.00), Internal Rotten (1.00), Taste / water content (1.00), Raw (1.00)"
30-Karaikkudi-1074,30,Karaikkudi,1074,Garlic,1,,External Damage/Bruises (1.00)
30-Kolkata-676348,30,Kolkata,676348,Mini Red Flesh Dragon Fruit,3,,External Damage/Bruises (3.00)
30-Anantapur-1066,30,Anantapur,1066,Drumstick,2,,"Shrivelled / Dry (1.00), Customer perception / Wrong claim (1.00)"
30-Saharanpur-1036,30,Saharanpur,1036,Carrot,1,,Customer perception / Wrong claim (1.00)
30-Bangalore-243084,30,Bangalore,243084,Pluckk Ooty Carrot,5,,"Customer perception / Wrong claim (2.00), External Rotten/ Fungal (2.00), Underweight (packing issue) (1.00)"
30-Noida-152111,30,Noida,152111,Superplum Premium Langra Mango,2,,"Raw (1.00), Underweight (packing issue) (1.00)"
30-Bangalore-152479,30,Bangalore,152479,nectr Yelakki Banana,3,,"External Damage/Bruises (2.00), Customer perception / Wrong claim (1.00)"
30-Bikaner-4133,30,Bikaner,4133,Jamun,1,,Customer perception / Wrong claim (1.00)
30-Rohtak-1294,30,Rohtak,1294,Gooseberry,1,,External Damage/Bruises (1.00)
30-Hyderabad-663262,30,Hyderabad,663262,Tadaa Sour Cream & Onion Sweet Corn Kernels,1,,External Damage/Bruises (1.00)
30-Anantapur-17060,30,Anantapur,17060,Mango Neelam,1,,Raw (1.00)
30-Anantapur-3508,30,Anantapur,3508,Kiran Watermelon,1,,Incorrect size (sourcing issue) (1.00)
30-Hyderabad-993186,30,Hyderabad,993186,Imported Snacky Apple,13,,"External Damage/Bruises (9.00), Customer perception / Wrong claim (2.00), Raw (1.00), Underweight (packing issue) (1.00)"
30-Rohtak-1095,30,Rohtak,1095,Button Mushroom,6,,External Damage/Bruises (6.00)
30-Gurgaon-210255,30,Gurgaon,210255,The Flora Single Yellow Rose,9,,"Shrivelled / Dry (6.00), Customer perception / Wrong claim (2.00), External Damage/Bruises (1.00)"
30-Faridabad-918705,30,Faridabad,918705,Pear Nashpati,4,,"External Damage/Bruises (3.00), Internal Rotten (1.00)"
30-Pune-893175,30,Pune,893175,Pomegranate,2,,"Internal Rotten (1.00), External Damage/Bruises (1.00)"
30-Bathinda-8689,30,Bathinda,8689,Hybrid Tomato,1,,Customer perception / Wrong claim (1.00)
30-Anantapur-1027,30,Anantapur,1027,Green Capsicum,2,,"Customer perception / Wrong claim (1.00), Shrivelled / Dry (1.00)"
30-Gurgaon-188428,30,Gurgaon,188428,Freshcon Boiled Sweetcorn Kernels ( Ready -to -Eat),1,,External Damage/Bruises (1.00)
30-Chennai-650770,30,Chennai,650770,Bhoomi Farms Organic Bottle gourd,1,,Customer perception / Wrong claim (1.00)
30-Bangalore-959348,30,Bangalore,959348,Westfalia Guacamole Classic,6,,"External Damage/Bruises (4.00), Customer perception / Wrong claim (2.00)"
30-Vellore-152111,30,Vellore,152111,Superplum Premium Langra Mango,1,,Internal Rotten (1.00)
30-Karnal-3967,30,Karnal,3967,Purple Bharta Brinjal,1,,External Damage/Bruises (1.00)
30-Hyderabad-527834,30,Hyderabad,527834,Black Amber Plum,4,,"External Damage/Bruises (3.00), Customer perception / Wrong claim (1.00)"
30-Bangalore-632542,30,Bangalore,632542,The Flora Single Blue Hydrangea,1,,Shrivelled / Dry (1.00)
30-Delhi-854514,30,Delhi,854514,English Cucumber - Protected Cultivation,13,,"Overripe (4.00), External Damage/Bruises (4.00), Customer perception / Wrong claim (2.00), External Rotten/ Fungal (1.00), Underweight (packing issue) (1.00), Shrivelled / Dry (1.00)"
30-Rohtak-1296,30,Rohtak,1296,Tender Coconut,19,,"External Damage/Bruises (8.00), Taste / water content (7.00), External Rotten/ Fungal (2.00), Customer perception / Wrong claim (1.00), Underweight (packing issue) (1.00)"
30-Anantapur-4223,30,Anantapur,4223,Fruit Chat Mix,1,,Internal Rotten (1.00)
30-Hosur-7821,30,Hosur,7821,English Cucumber,1,,External Damage/Bruises (1.00)
30-Nellore-20763,30,Nellore,20763,Small Bitter Gourd,1,,Overripe (1.00)
30-Ongole-4223,30,Ongole,4223,Fruit Chat Mix,2,,"External Damage/Bruises (1.00), Raw (1.00)"
30-Rohtak-1284,30,Rohtak,1284,Indian Tomato,9,,"External Damage/Bruises (6.00), Underweight (packing issue) (1.00), Raw (1.00), Customer perception / Wrong claim (1.00)"
30-Nellore-8689,30,Nellore,8689,Hybrid Tomato,1,,External Rotten/ Fungal (1.00)
30-Karur-7433,30,Karur,7433,Imported Avocado - Tanzania,3,,"Overripe (2.00), Internal Rotten (1.00)"
30-Berhampur-1107,30,Berhampur,1107,Baby Potato,2,,Customer perception / Wrong claim (2.00)
30-Rohtak-1009,30,Rohtak,1009,Cluster Beans - Gawar Phali,2,,External Damage/Bruises (2.00)
30-Bangalore-478906,30,Bangalore,478906,Lettuce Iceberg - Protected Cultivation,7,,"External Rotten/ Fungal (4.00), Customer perception / Wrong claim (2.00), External Damage/Bruises (1.00)"
30-Pune-893097,30,Pune,893097,Phulwaa Fresh Rajnigandha,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
30-Bathinda-4360,30,Bathinda,4360,Crispy Green Apple,1,,External Damage/Bruises (1.00)
30-Nellore-1128,30,Nellore,1128,Sweet Potato,3,,"External Damage/Bruises (2.00), Customer perception / Wrong claim (1.00)"
30-Bangalore-190473,30,Bangalore,190473,The Flora Two Blue Orchids,11,,"External Damage/Bruises (7.00), Shrivelled / Dry (4.00)"
30-Nellore-4362,30,Nellore,4362,Avocado Semiripe Indian (Butterfruit),1,,Internal Rotten (1.00)
30-Bikaner-4601,30,Bikaner,4601,Ooty Carrot (Carrot),3,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00), External Rotten/ Fungal (1.00)"
30-Rohtak-4601,30,Rohtak,4601,Ooty Carrot (Carrot),2,,"External Damage/Bruises (1.00), External Rotten/ Fungal (1.00)"
30-Pune-502122,30,Pune,502122,Pluckk ABC Juice - No Added Sugar | No Added Preservatives,2,,"Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
30-Delhi-133429,30,Delhi,133429,Medium Pomegranate,1,,Customer perception / Wrong claim (1.00)
30-Vizag-993186,30,Vizag,993186,Imported Snacky Apple,7,,"External Damage/Bruises (6.00), External Rotten/ Fungal (1.00)"
30-Muzaffarpur-2116,30,Muzaffarpur,2116,Onion,9,,"External Rotten/ Fungal (4.00), External Damage/Bruises (4.00), Customer perception / Wrong claim (1.00)"
30-Anantapur-1101,30,Anantapur,1101,Papaya,1,,Raw (1.00)
30-Mangaluru-998871,30,Mangaluru,998871,Premium White Guava,2,,"Internal Rotten (1.00), External Damage/Bruises (1.00)"
30-Jamshedpur-918705,30,Jamshedpur,918705,Pear Nashpati,1,,Customer perception / Wrong claim (1.00)
30-Bhilai-18544,30,Bhilai,18544,Mango Totapuri Ripe,1,,Raw (1.00)
30-Nellore-2116,30,Nellore,2116,Onion,5,,"External Damage/Bruises (3.00), External Rotten/ Fungal (1.00), Underweight (packing issue) (1.00)"
30-Bangalore-785537,30,Bangalore,785537,Phulwaa Fresh Shevanti Yellow,1,,Shrivelled / Dry (1.00)
30-Nellore-3505,30,Nellore,3505,Banganapalli / Safeda Mango,2,,External Rotten/ Fungal (2.00)
30-Gurgaon-693415,30,Gurgaon,693415,Mango Dinga,4,,"Customer perception / Wrong claim (2.00), External Damage/Bruises (2.00)"
30-Chennai-513786,30,Chennai,513786,The Flora Three Red Rose Bouquet,4,,"Shrivelled / Dry (3.00), External Damage/Bruises (1.00)"
30-Pune-831537,30,Pune,831537,Sam Agri Peeled Pomegranate,4,,"Internal Rotten (2.00), Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
30-Rohtak-8962,30,Rohtak,8962,Robusta Banana Mini Pack,1,,Raw (1.00)
30-Kochi-993186,30,Kochi,993186,Imported Snacky Apple,2,,"Underweight (packing issue) (1.00), External Damage/Bruises (1.00)"
30-Bikaner-2610,30,Bikaner,2610,French Beans,1,,External Damage/Bruises (1.00)
30-Chennai-190473,30,Chennai,190473,The Flora Two Blue Orchids,3,,"Shrivelled / Dry (1.00), Customer perception / Wrong claim (1.00), External Damage/Bruises (1.00)"
30-Ongole-1036,30,Ongole,1036,Carrot,2,,"External Damage/Bruises (1.00), Shrivelled / Dry (1.00)"
30-Karur-12683,30,Karur,12683,Rambhutan (Jungle Litchi),1,,External Damage/Bruises (1.00)
30-Karnal-3797,30,Karnal,3797,Red & Yellow Bell Peppers,2,,"External Damage/Bruises (1.00), Incorrect size (sourcing issue) (1.00)"
30-Bangalore-512179,30,Bangalore,512179,Red & Yellow Bell Peppers,18,,"External Damage/Bruises (9.00), Internal Rotten (3.00), Incorrect size (sourcing issue) (3.00), Customer perception / Wrong claim (1.00), External Rotten/ Fungal (1.00), Underweight (packing issue) (1.00)"
30-Bhilai-11565,30,Bhilai,11565,Baby Banana,1,,External Damage/Bruises (1.00)
30-Tirupati-993186,30,Tirupati,993186,Imported Snacky Apple,2,,"External Damage/Bruises (1.00), Customer perception / Wrong claim (1.00)"
30-Rohtak-4597,30,Rohtak,4597,Coccinia,1,,Customer perception / Wrong claim (1.00)
30-Rohtak-3508,30,Rohtak,3508,Kiran Watermelon,2,,"Underweight (packing issue) (1.00), Internal Rotten (1.00)"
30-Nizamabad-3857,30,Nizamabad,3857,Raw Mango (Cut),1,,Overripe (1.00)
30-Bikaner-1296,30,Bikaner,1296,Tender Coconut,2,,Taste / water content (2.00)
30-Gurgaon-598792,30,Gurgaon,598792,Superplum Premium Chausa Mangoes,5,,"Internal Rotten (4.00), External Damage/Bruises (1.00)"
30-Noida 1-918705,30,Noida 1,918705,Pear Nashpati,41,,"External Damage/Bruises (17.00), External Rotten/ Fungal (13.00), Customer perception / Wrong claim (6.00), Internal Rotten (4.00), Underweight (packing issue) (1.00)"
30-Karur-1296,30,Karur,1296,Tender Coconut,3,,"Taste / water content (2.00), Customer perception / Wrong claim (1.00)"
30-Pune-367614,30,Pune,367614,Phulwaa Fresh Shevanti White,4,,"External Damage/Bruises (2.00), Customer perception / Wrong claim (1.00), Shrivelled / Dry (1.00)"
30-Noida-210255,30,Noida,210255,The Flora Single Yellow Rose,1,,Shrivelled / Dry (1.00)
30-Nanded-1013,30,Nanded,1013,Beetroot,1,,External Damage/Bruises (1.00)
30-Bangalore-938324,30,Bangalore,938324,nectr Indian Tomato (Nati),21,,"External Damage/Bruises (10.00), Internal Rotten (4.00), Customer perception / Wrong claim (4.00), External Rotten/ Fungal (2.00), Underweight (packing issue) (1.00)"
30-Rohtak-7388,30,Rohtak,7388,Indian Plum,1,,Internal Rotten (1.00)
30-Nellore-997,30,Nellore,997,Royal Gala Apple,1,,External Rotten/ Fungal (1.00)
30-Lucknow-367466,30,Lucknow,367466,Pear Nakh,1,,Customer perception / Wrong claim (1.00)
30-Nellore-1116,30,Nellore,1116,Semi ripe Chikoo,3,,"External Damage/Bruises (2.00), Customer perception / Wrong claim (1.00)"
30-Nellore-3384,30,Nellore,3384,Diced Muskmelon,1,,Taste / water content (1.00)
30-Bangalore-716369,30,Bangalore,716369,nectr Sambar Onion,5,,"External Damage/Bruises (4.00), Customer perception / Wrong claim (1.00)"
30-Bangalore-874167,30,Bangalore,874167,nectr Onion,21,,"External Damage/Bruises (7.00), Customer perception / Wrong claim (5.00), Underweight (packing issue) (5.00), External Rotten/ Fungal (3.00), Internal Rotten (1.00)"
30-Noida 1-610771,30,Noida 1,610771,The Flora Single Red Rose,2,,"Customer perception / Wrong claim (1.00), Shrivelled / Dry (1.00)"
